airport_code,sequence_number
BBA,972351
DEC,778944
AEA,38836
ECA,451005
CED,740360
ABA,144926
CDD,640599
DDA,158782
ABA,652957
DAD,488111
CCD,247550
CDB,501641
DDB,552282
CCA,838940
DDC,336049
AAC,93191
ADB,499302
ADC,547448
EBD,899338
DED,171305
AAD,680339
DBE,849181
BAB,882703
DBA,293577
ACB,161177
BDC,469272
DED,57214
CDA,372212
BDE,598932
CED,377137
ADB,410236
EEE,292898
ABA,531165
AEE,148805
DCB,335900
BBA,927699
BEC,431510
BDA,958916
CCB,812070
DDA,215284
EDD,110052
EDD,811561
EAE,870760
ECB,437296
EBE,331519
CDA,289674
CAC,422602
BAB,526811
EED,974059
BCA,197252
DDA,725653
ADE,767556
ACC,415166
EEC,28
AED,166236
ADA,570328
CAB,543865
DAB,935988
ECC,272552
EDA,515949
BEA,864191
DCD,806471
BDE,332546
DEB,830983
EBA,131224
ADC,515735
CCE,582453
CED,663888
BBA,735976
CCA,233035
DCE,680556
EDC,449304
CDC,889417
AEE,61534
BEE,896638
DEE,424571
BCB,999498
CEE,51078
CBD,348352
CEB,799781
EAC,216941
DEB,193589
CED,847846
EDE,506796
BBD,818489
DDE,298442
CAB,459119
BAA,996235
EBA,131450
AAD,480820
BEC,77287
CBC,395149
ADC,208666
CCD,735916
CBE,484125
AEE,617620
BEA,528617
CEC,900179
ABA,834862
DAA,904955
ECA,743959
DAA,788068
DAB,603422
DCD,640231
AEC,916405
DCD,759189
DCB,925020
ACC,190628
ECC,548919
DEE,682301
DCE,515555
AED,930646
BCE,745248
DEE,105883
DBB,727772
CAD,665362
DDE,235271
CEC,295699
EEA,54947
CBA,365646
EBC,583622
AEB,7094
ACB,44187
ADA,740666
CBE,689162
DDB,623811
EED,17471
BDA,233473
BBE,255807
ABE,173625
EBE,648914
EDC,281920
DCD,948538
AAE,686448
BCE,384226
ABA,345890
DAE,902936
BCA,897753
ECE,523793
BBB,498727
ADC,248873
CDA,839779
DEB,395709
EEC,993751
DEA,796378
DCE,251506
BDE,642116
AAE,350171
CEB,574622
AAC,86552
EDA,326293
BCC,715107
CCD,801154
AAD,453765
BED,473344
CDB,688820
CDD,662585
EBD,538763
CBC,430414
BED,206404
EDB,206678
BED,304830
CCC,637706
DAD,959166
ADD,848809
ADC,57401
BAA,30404
AAE,641417
BCB,10708
AAA,291470
CDA,763705
CCD,950395
ACA,108724
ADA,14945
CBE,263464
EAD,195423
DAC,292974
AAB,901818
BDB,757569
AAE,670999
DAD,700878
BEB,859025
CCD,514741
CBC,582776
EBA,964261
ACD,467901
DBE,558387
ACD,546813
DBB,700029
ACA,393471
EAC,624845
EED,698597
ADB,837833
BCB,751538
EEC,825206
EDE,421186
ABB,517816
BEC,579631
ACC,948383
CCA,549841
BAC,376011
BCB,936567
ECB,368302
CDA,272321
DDE,597695
AAE,207705
ACD,506562
AEC,198096
ABD,197964
DCC,904553
DAC,461042
EAB,692727
EDB,380484
AEB,867498
AEE,833437
BBE,274436
EEA,324173
CDD,247771
DBC,301895
CDA,767230
ADD,393667
DEB,22915
CDB,639059
BBE,815099
EDB,953422
DBA,360395
DBE,783580
EEE,70400
CED,509371
ABA,477475
BDC,162457
BDC,492215
CDE,146578
DDD,696392
BAA,986392
CED,920301
BDD,463729
ABA,161785
CBC,551996
CAD,202958
BBD,510016
EBE,696910
EDC,475435
DEE,643945
EED,76873
DAE,562496
ADB,384651
CCE,682091
DDA,284540
DED,29628
CDE,318014
ADD,954800
DEC,894398
BDE,626617
AAE,52510
ECE,6294
ADC,460272
EAB,422650
AAA,656267
CAD,773444
EBC,283326
DCA,291935
CDA,80753
EAC,829880
CCE,824476
ECE,481321
EBC,582456
EAC,100220
ECA,552096
DCA,635456
EDC,721594
BEC,131277
EBE,275537
BEB,60928
CDA,347877
CDA,850200
EEE,670721
ADE,59177
DAE,836694
BDA,894823
EDB,806873
DEC,144116
ADE,747253
CBE,166973
CDA,475117
CBD,431201
BDC,940442
BAA,117140
DCE,207670
BAB,683611
EDA,60486
DDA,65547
AEE,658991
CBB,673899
CBA,212289
BCA,839667
DDA,815777
DDA,375781
AEA,323288
CBE,184174
DEA,127168
BAD,984816
ADD,964694
EAC,908678
EBA,652732
BBB,29105
BAA,445868
CDC,509909
BDB,779893
DED,231115
EDC,740268
DDE,161701
DAC,59364
AAA,931564
AEA,512399
BEB,206608
ADC,689728
BDD,835959
EDA,401026
CED,81759
CEC,430247
AAE,993833
DAE,649972
DED,149736
DAD,369619
DDC,176600
ABE,718516
AED,215291
AEA,259226
BBB,779960
AAE,403005
CED,989982
ADA,412265
CCC,873001
EBD,774853
EAB,745323
BEE,219488
DDA,911902
ADD,461472
AAE,893051
ECE,149453
CEB,845194
DCA,196669
CBD,942474
ECA,168967
EEB,567056
BAC,726551
EAD,693156
BEE,311035
DED,569451
ABD,352513
BCB,660327
CDB,412545
DBB,218174
ECB,81013
DAE,361030
DEA,466376
BED,940912
CCE,619712
CBC,84465
EBA,925858
ABA,376305
EDE,130709
ADA,299759
DBB,833852
CEB,754377
AAC,340569
BBA,755095
DBB,959786
BDD,409969
BBC,134697
AEB,402260
AEA,369659
BAE,217018
BEE,611549
ACE,896139
DEC,163062
CEE,319779
BAD,655740
EEA,647688
ADE,254710
ACA,437868
CEE,602397
BBB,170751
CEA,896767
DDA,373559
ECA,550361
ACC,331401
CDB,784702
ABC,519216
CEC,261739
ACA,365664
BAB,923331
ACE,931744
EDC,924935
BAC,9075
BCA,219860
DAA,290427
CCB,709191
BEB,24088
BBB,981180
BCA,278779
BBD,265349
CBE,545451
ABB,443458
DDE,196621
BEB,569633
DDB,904528
DAB,40090
CDE,957512
EBE,703967
BBA,355193
DBD,821505
DEB,380183
ADB,896161
CCB,957609
ADC,408108
BAA,915093
BCD,326457
AEC,232825
CBA,16616
AED,54629
EEC,311998
ADB,61473
AEC,512428
CBB,81492
DEB,971034
DAB,578929
BBE,987904
ABC,320692
BBE,292496
AEC,893013
CDE,560256
BED,551569
ABB,112151
EED,160086
CCA,933688
AAE,863068
DBE,272977
DAC,790962
AAE,821701
DDA,957582
CDE,440731
ECD,994325
ADB,676617
CDB,375206
BEB,931510
CEA,115575
EEC,711565
BBE,951668
EDC,260457
DBC,179881
ABE,539491
CAC,442488
AAD,708936
DCD,540724
EEB,380448
ACD,222994
CED,963143
DAD,439932
BAC,71702
CDA,81279
DED,436944
DCB,586204
ABD,931485
CEC,949518
BCC,874647
DBE,855433
DCB,138071
DCD,99991
ECB,660528
ACC,290904
DBC,626582
BBB,64611
BBE,172536
DED,359387
DCD,283787
DEA,521944
DDB,654472
BBD,111612
EBD,700426
DCE,644584
BEA,273710
CBB,225948
AAD,402874
DBC,980225
DEB,743388
DDD,285876
DCE,784930
CEA,775240
EDE,618677
DAD,430643
DCC,101277
EAC,528556
EAD,9974
CDC,915561
CCD,910142
CEC,270478
ACC,706069
DAB,355034
DCD,62078
CAA,109662
DAD,452413
CCA,536088
DBE,331117
BAD,277660
ACC,29362
CCB,314262
CAB,675488
EEB,47061
EDE,517329
BEA,605577
ECC,667164
ECD,263349
BDC,939984
ADB,173986
ADC,858860
ABC,547572
DBC,975385
BEB,89920
DDC,789223
DBC,549881
ADA,290811
CAB,192183
ADB,131775
BCE,652051
DCB,158504
BDE,754708
BBB,454847
DDE,739792
ADD,577735
BED,987399
BAE,245551
AEC,575983
CCA,955866
ADD,197278
DBC,340422
EED,274629
DAD,549192
EBA,290595
EBE,772849
AAA,890075
DEB,214019
DEB,164481
EAC,282684
ADD,559787
CAC,163438
BCE,359590
EBC,508244
CAB,152569
BAC,829183
ADD,562336
DBE,785695
