airport_code,sequence_number
ECA,641479
ADB,271551
DDE,277810
ABC,470245
ECD,730341
CBC,828045
BDA,274421
CBC,169712
BBA,907203
DAC,164186
DDA,143210
ADD,994300
ACC,569462
ECD,895753
CDC,39776
BBA,276595
EBC,173621
ABD,440807
EDD,77836
EDA,336255
ADD,111350
BAE,21708
CBB,937899
DCA,30620
AED,319636
ABB,654509
DAD,63855
BCD,526810
BCA,434981
CDB,395308
BAD,477212
DEE,372332
ADA,475890
BEB,34995
EEA,763793
AEE,66070
DDA,18099
EEE,288264
CAC,224361
BDA,478468
AEA,536738
AAD,334235
BEA,241138
DAB,720428
EED,889710
AAB,282228
BBE,484695
EBE,513172
ACB,482424
DAC,800232
DCE,170753
CEC,923409
ECA,825539
DCE,968159
ABE,961222
CEB,309545
BCC,47291
AEB,218765
DBE,396846
BBC,64081
BDE,22881
CDD,703526
DAB,122458
BBE,293041
AAB,462812
BED,929490
ACE,917156
BEA,489237
BCB,671456
DCE,151713
DBA,53733
BDD,408532
ADB,259855
AEE,899711
EBD,107121
CCB,371187
BDE,634584
DDE,895301
BCA,515873
BBC,916242
DEA,550757
AAB,986317
ACD,195688
BEB,551814
DDB,197506
CEC,370544
EDC,735689
BAD,959392
DCE,31837
CDA,606154
DAE,38095
ADC,690641
BAA,88114
ADC,882132
DAA,88752
DCE,571095
AAC,838908
BED,75103
BDE,142708
CDC,297418
CBB,450646
ACE,294851
CCD,417911
BDD,797420
BBB,666780
CEA,151442
BDD,42755
DCC,396690
CDC,948456
DEA,629488
ABD,945584
DDC,345920
ECC,825955
DEE,320265
EEA,411381
DEB,969757
AEC,500907
CCC,347826
EEB,522297
EDD,274645
EAD,700104
CAA,663638
DCB,250472
ACA,993494
EBE,891271
CEE,580357
BEC,475851
BCE,482823
EED,891130
EAB,51284
ABA,753476
AEC,947568
ABC,409655
EBE,583835
EEB,991904
DEC,896670
CCA,963751
DBA,502913
CBD,111959
CDE,481161
CAA,240235
DDD,606097
CAC,43354
BED,156965
DEE,400732
EAA,347795
BDE,432586
DEE,93671
DDE,635857
ABA,22927
ADC,454077
BDB,657106
CEC,74024
ECE,181282
EDB,410419
ECB,186015
BEC,139246
CEB,963021
CEE,964813
DDB,923295
ACE,155355
BDA,259512
CDE,456222
BED,48736
BDB,236031
BCC,666888
ACB,654830
EAB,331338
ADD,886830
CEE,661966
BAA,232211
AEE,358745
CCC,748826
DEE,414161
DCE,875102
ADA,284146
DDC,641341
CBB,900325
AAC,488745
BDE,164374
CDC,191533
ABD,935717
BCD,461859
CED,679049
AEB,199316
DCD,351189
CCE,696439
AAA,278459
ABA,649650
EBE,472152
EAE,955848
EEB,457150
ECE,434669
EEA,955569
AEE,356156
DCC,817767
DDD,651595
EDE,945112
CBE,767205
DDB,816439
ECA,127957
EDC,343406
AAB,441160
EBB,641199
CDB,908765
EDA,179872
AAE,80171
DCC,920813
BBD,374006
CAC,17952
EAA,878119
BDA,922271
BBD,668732
ADB,996222
ACA,341547
AED,940745
EEC,205415
EBE,652510
BDC,725298
EBA,942641
AAC,451666
DAE,35045
CCB,408149
AAC,20301
EBB,66590
ECC,796611
CEA,424922
CBA,211468
DCA,441709
ACC,232611
CDC,407247
EDE,297202
BBC,300120
ACD,488439
ABC,967962
EDD,589775
BBC,317825
ABB,104924
EBD,170177
CDE,96774
ECB,600130
CAE,189046
CAD,174367
BED,380672
BAC,150385
ACC,613208
BED,661373
ABE,969692
EAD,764476
CED,5187
ECA,903469
AAC,518600
ABC,885274
EAE,167168
ADC,21861
