airport_code,sequence_number
ABE,741518
DCD,553993
DBA,833993
CDA,749845
CED,826239
ADA,555743
BEE,827145
CCA,550152
ECD,968125
BDA,936092
BAA,476250
ADB,168412
CED,891383
BAD,703223
CAC,912796
CDD,772030
AEA,469683
DCB,136520
ADC,334693
CCC,574522
AAC,806265
BBB,864043
DBA,582110
DED,306137
EDC,67552
BEE,95382
CCA,694897
BCD,617844
DAD,562950
CAA,124397
CEE,495132
ACA,318813
DDC,672089
CAE,638110
EBA,880866
BAB,466486
CBC,372590
EDB,117017
DEC,657046
EEC,405894
EDB,472405
DAC,156094
CCC,823437
EBC,660697
AEE,60403
ADA,880565
ACB,9300
DDB,20398
CBB,707928
DCA,638001
EEE,148500
AAC,532369
BEC,764478
EAC,970139
AEC,366726
DCE,984460
EAA,140531
EAE,389654
BEA,677634
CEB,523637
DDA,585036
BAD,131913
ACB,542944
EEE,15038
ADE,781036
CAA,772184
EBA,846184
DEB,660297
DCA,198838
CAE,298076
ECD,36458
BEA,712773
BCD,754551
EAE,494457
CAE,791811
EDA,994962
BCA,571206
CEC,650498
BCE,863542
BBE,472653
CDA,231820
BEB,502690
DEE,997301
BDA,108482
CCA,689461
EAD,267806
BBD,7193
DBE,234360
CEC,496330
DAB,788707
AAC,989558
DAA,845439
ECD,37566
CCD,161036
DDE,355303
BCD,871429
ACC,678337
BBE,491991
BEB,499992
ACB,147164
CED,801528
DEE,433900
DDE,608323
DAB,32992
BCC,315693
BCA,230390
EEB,206185
ACA,893338
CAA,469724
ABD,453469
CCE,818624
EDB,310221
EBD,167247
BEB,814914
BCB,307125
ABB,95544
CCC,916747
CBD,951047
BDC,37715
CDE,590560
DBB,366250
BEA,432285
CEE,179077
DCD,549658
DCA,259101
BBD,252342
EEE,740340
ADE,589863
ADD,27568
ACB,614357
BBB,416210
BEE,182018
EAB,691308
ECD,12662
CAA,149244
ADB,792401
ACE,736887
ADB,387346
CBD,400946
ABA,377610
DAA,558709
ACB,942092
ADD,469552
AAE,34475
ACB,733148
BCE,779645
CCB,112865
BCB,310467
BEB,329472
DCB,155010
AAE,638902
BBC,934212
BAD,800122
CDA,968159
BEE,681224
AEB,119561
AEB,650378
CED,431865
DED,736505
BAD,802988
BEA,867989
AAC,850056
EDC,340789
BCD,696411
DDE,815060
EAA,651426
DDC,799402
EAD,692363
BCD,847178
CCB,202865
AEB,46296
BCA,232148
AAD,559084
AEA,616771
DBD,9132
EDA,628269
AEE,39556
ABA,466831
EDA,627329
EBB,811977
CCC,430148
DCD,251922
AAB,171177
BAC,628500
CBD,604793
CAC,4938
DBC,301196
BCC,694844
BED,522412
ABA,109639
BAE,787750
DBE,693183
DCE,305976
DEA,327269
DAC,613968
BCB,915853
AAD,789414
CBA,404258
CBC,334778
EDA,182375
CAA,143715
ABD,722550
EDD,914264
EAA,842003
CBE,794421
BBC,166600
DBA,611074
ADB,515138
CCA,113988
ECD,273101
CCB,568438
BBD,158039
DBE,367298
EAE,110018
ADA,362984
EDD,652875
BDE,798702
CDD,309227
ABA,335163
AAD,515367
AEB,245713
CBC,75088
DAA,423621
CAC,148828
CBD,418495
AAA,441746
CDC,428909
BEE,532236
EAD,552873
CAB,493441
BEA,775399
DCD,589347
BCC,23424
BAC,988526
CDB,229568
DCC,375775
DBB,646764
BBD,512751
CEB,680210
