airport_code,sequence_number
BDB,329668
ADA,186741
CBD,201403
CDE,735867
EBD,676305
BEB,674412
DEE,65380
DCB,726344
AAC,782476
DEE,626600
CED,686851
BDA,733081
CDE,190954
CEB,944955
EAA,567820
EDE,997833
EAA,467118
AEA,86767
ADD,964860
DCE,305143
EAE,726541
BCB,150675
BDD,29939
EEC,143548
ADA,871748
DAB,675276
ADE,437059
ABC,200009
BAA,257853
DBC,543686
CCC,300440
BDA,463297
CAA,591660
BAB,391137
DBC,256960
BDD,75042
EEB,2508
ACD,430998
ECB,490009
AAC,377879
BDC,970499
DCD,437827
EAC,720253
BCC,564576
ACE,177134
CBA,479074
BAC,361922
ECB,822786
CAE,30956
DDE,189698
ADA,251428
CEE,818118
ACD,783788
EAE,658552
EDB,553915
BDC,955699
DBD,552214
DCE,363850
DCC,639739
DCE,228058
CBC,155213
BEA,502683
EDC,83500
DCE,243407
DDD,407893
EBB,783756
BBD,527848
BBB,734384
AED,713622
CDE,572189
ABE,973427
EDE,309278
EDC,656460
BDE,176324
CBD,398111
EDA,254889
BDD,587332
BAD,918232
DCC,271725
BBD,150951
BEA,216828
ABB,584195
BDD,143402
EEC,895001
CDA,240872
EEB,660781
BEC,331004
CBD,124445
BBD,199422
DEB,845924
CCE,167598
CDA,377781
EBC,980965
DDE,500140
CDB,689850
DDE,804130
BAB,360507
CCC,351369
ABB,587129
ABE,422183
DCB,113871
DAD,192910
CBD,790188
ABD,213625
BEE,709780
AEC,724507
DDE,38566
AAE,62181
DAC,83013
BCA,363439
EAE,9679
EBA,772348
CEA,565239
CCB,109290
CDA,713469
DAD,865201
CEB,390573
EDB,875236
DAD,742553
BAE,272979
DCA,503677
CAC,362462
BBD,69833
DEA,57463
CAD,903496
DED,556324
DDD,791402
DEA,79709
ACC,427340
CEC,900230
DCA,133053
BBC,400754
ABD,333677
BDE,101106
AEB,860765
CBB,800154
DDE,412812
DCD,476947
BAE,728436
CAD,166346
EAB,315671
DDC,771107
AEB,965814
EDD,588572
DEC,964995
BBA,765781
DBA,486983
BCC,154989
CBB,754577
AAD,801071
BEE,832918
DAD,553087
EDE,638684
EBD,618640
DEE,938637
DBD,903787
BEA,525275
EDC,137247
CCB,366670
EBA,871372
DCE,979004
EDA,878058
BDC,156905
EBE,584638
EED,824667
CCE,389386
ABB,925126
CBB,44148
ACE,489665
DBD,168622
DDC,290739
ADB,765248
ADB,554390
BAE,456757
CAA,185410
CDB,82250
DEA,71875
CBD,932129
CCD,562378
EDB,967636
EBB,852889
EEB,151566
BAC,641931
BAD,422158
CBC,903925
CBC,868420
BAD,627921
BDE,322353
DBA,374999
AEE,649420
DAB,572615
ABC,312616
AAD,931416
BDB,900982
AAB,548818
AAB,177372
BAC,946169
ADC,525128
BEC,212721
DAB,322735
DEB,481604
BED,832455
DDE,448454
ADB,988684
EDC,204852
AAB,508367
BEE,94942
DEE,110566
DEC,697517
DBC,171923
DEA,841302
DAE,680099
DBA,541146
DDB,249948
CEC,527687
BCB,566372
EED,836527
EDE,967882
EBA,109247
DDE,92881
DCB,982276
ACD,531904
BED,680236
BDA,561001
BDB,209710
EEE,464167
CBB,51717
ABA,729549
BED,217746
BAA,549145
ACE,949562
DCC,976893
DED,108460
BAE,68894
EEC,278229
EAB,905978
EBA,121322
CCC,982717
CBD,308855
BED,947014
BCA,351357
CBB,218555
BDC,534674
AAA,510416
ADA,209283
DBD,669594
DCA,570863
CCC,302994
AED,57673
DEE,151963
ACA,919202
DED,521551
BAD,459978
BBB,867713
BEE,756287
AEE,50278
DEC,192869
BDE,517363
BAC,706494
ABC,302161
BCE,886371
CAB,392247
DAA,558536
ADD,531261
EBE,8769
CED,847350
DDD,751875
DDE,562628
AAD,141949
AAA,958494
AAA,631120
BBA,743812
EDA,325087
CCC,732161
CAA,353557
BCC,682895
EDD,703851
EDD,472694
CEE,724342
EDC,259126
CBC,368000
ADC,308560
ECB,36219
AEC,209855
EBD,811020
ADB,155250
CAB,62211
EDC,505961
DBD,827173
BCC,77630
BED,522456
BEC,711474
BEC,667391
DED,82988
ECE,225166
ACE,223768
ABD,987856
BBC,310298
CBA,772125
EEE,565382
ABA,922821
EBD,163833
DAE,786644
CEB,947274
EBA,370410
DBD,62351
CBD,58293
EEA,679740
BCB,525809
CDA,514718
ADC,445040
BEA,551973
CAE,955071
CBA,701464
EAD,861181
CAD,728398
EDB,616874
DCB,712650
CDC,984745
BEE,77833
DAB,422333
ECC,812663
AAB,681887
BDB,920780
DEB,488703
EAB,25521
CCC,714732
EDC,15547
