airport_code,sequence_number
DCA,808474
EAC,332933
EAB,602030
ECE,807202
BEA,398791
CBB,660008
EAA,832018
ECC,129621
EAD,98876
DBD,33150
DCD,256801
CEA,117264
BAD,587723
BBB,211545
AAA,993098
DCA,668278
BEA,424690
CDB,680303
EED,681687
AAA,651290
ECC,494582
DBB,383829
ECB,266789
ACD,75065
EDC,762310
EAB,113105
DDA,438261
BDC,120335
CDC,559912
BEC,187682
EEC,280855
CBC,458549
BCD,99070
DDD,390276
AEA,857209
DAE,278696
DEE,442401
DBC,742842
ADE,145939
DCA,370965
CEB,718937
CCC,982479
BDB,937620
CDC,485068
BCA,805967
BCC,901070
DDA,191092
BAB,524142
BEE,8415
AEA,382060
EAA,970617
BDE,697586
CDC,524063
DBD,169307
DED,211718
BCC,575807
EEB,508091
BCA,497349
CBB,873345
BAB,614803
AAD,573450
BEA,264582
EAB,636453
EEB,927736
BBA,881044
EAE,720578
BED,955139
DEC,761463
DCC,813203
EDD,310662
CBE,733715
ABE,900466
DEC,235862
CED,723128
EEA,580915
DCE,759309
EBA,861659
CDE,560701
DAD,523006
ABC,634514
DDD,901590
EBA,668777
ABA,794467
BEC,628059
CAD,194108
EAD,500890
BCE,469655
ECE,568828
EEE,506972
AAE,222578
CDD,86402
ADE,406038
BDD,687789
EDB,807603
EAE,871108
BDC,885468
CCC,736172
EDA,578382
DEB,308169
ECE,479773
ECE,642529
BDD,261539
AEE,984511
DAA,344232
EBE,231456
AEA,811845
EBD,188196
CBD,451895
ACD,950663
ECC,717067
ACE,717466
AEE,155331
EBC,336876
ADD,448982
BAB,175408
DED,830080
EBA,483274
EDE,580484
BDB,529339
BAD,982881
DCA,464207
CEC,771001
ABC,361861
DDD,988355
CCD,132373
DDC,195897
CCE,560914
EBD,917289
CAE,105107
BCA,213277
DED,331690
DBB,651043
CAC,161164
AED,31834
ECC,619749
ADC,181961
CDC,944459
BCB,517423
ECB,683907
AEE,638626
ECC,852164
EDD,653776
DAA,947145
AEC,959316
CBD,856025
DDD,452002
CAC,732671
BCB,902114
EBB,902535
CAC,539595
BEB,321798
BAC,766615
DAA,231751
AAA,271300
ADA,661928
CED,519485
DCA,411161
DEB,792048
DCA,214409
BEB,861927
EBC,858270
ABD,460035
ACC,861606
AEB,298212
AAD,898584
CBE,973357
ECB,497746
AAA,66502
DBA,587663
AEA,415532
DCD,130232
ACB,176667
EDA,337480
CCE,780624
EBD,687687
CEB,333921
DCC,358032
EBE,365521
CDE,13480
DCC,356574
EDA,289506
CED,511210
EEE,824838
ECA,479536
DCA,838362
ADC,735910
ADB,374910
CBE,91706
DCC,358043
DCE,477549
BBB,31924
AAD,960346
ABE,362366
AEC,655364
EBC,428685
DEA,839590
EDE,218367
ADB,709839
BBB,581180
DDA,942585
BCA,741540
BAB,383094
ABD,798941
ECA,510690
ABA,645380
EBE,206821
ACD,897981
CCC,293346
DBC,364936
ACD,581672
AEE,805928
EAB,528695
EAB,125175
ACB,673068
BBD,20789
AEA,567398
DED,388748
ACB,567303
AEE,888364
DEB,554341
EBE,401994
AEC,545407
ACB,882154
ADD,917129
ADC,303903
CED,867583
ECD,499611
CEC,811484
BEE,157345
EEE,674695
DCE,123826
EBA,418764
AEB,523705
BCC,679176
EAB,535262
EBA,572228
CBD,423519
BAE,783966
ABC,149325
CEC,473318
CCB,999685
DAE,861254
AAA,980819
BCB,788557
CBE,73422
AAC,359283
CAA,253194
BEC,595507
CDD,641390
EED,783569
ADD,287049
EBE,243756
BBA,527722
CEC,577953
DBA,673221
EAA,552971
AEA,11004
EAB,631760
ADC,200236
CED,49545
CCD,737175
EBE,905972
CAB,413181
BCB,150473
CCA,782351
EBA,73592
EED,442135
DCB,191550
AEC,741206
ACD,855513
CDA,617457
CEE,411878
ECA,573675
DED,589320
BCD,286261
AAE,157136
BEB,13344
DCD,29669
EEC,707053
BEA,189385
CCD,453664
BAD,770958
ABA,449912
CCE,693464
EBD,65065
BBC,423793
CCC,337748
CBB,628985
AAC,568577
AEA,436484
EBC,499515
ADB,401025
EDD,221384
ACC,692740
BDA,571003
ADD,192624
ADE,77433
BEC,748357
DAD,426348
ECE,629180
AED,76000
BDE,513012
BAB,653029
DCD,651853
CBA,779872
EEC,781253
DBE,829905
DDE,914103
CCB,864522
ADD,192871
ADD,337552
DAD,195559
DCE,240984
EBD,655467
DBD,669478
ECB,633623
BEE,930703
CAB,577683
ACD,111697
ECB,654322
CEC,106007
CDA,566927
EDD,253898
ACE,519663
DAE,81384
ECE,964617
CCB,233723
CCA,765689
BEE,289312
DAA,419809
DCA,377964
DED,107189
EEE,314836
DCB,359282
EBE,825742
DBD,8824
ACE,620241
DCC,551197
EBB,940967
BAA,535972
BBA,515055
AAA,516782
DDA,178892
CAC,161500
CBC,483617
DEA,187246
CBA,157464
ACD,249733
EBC,876252
DCB,518433
CAD,67312
AED,854658
EEB,761828
AED,216531
ECA,12444
BEA,59491
AEC,860643
DDC,100515
DBE,228812
CEA,424230
ACA,241823
BAE,319390
DDB,827017
EBA,209081
ADD,683044
BDA,480943
CEC,839629
ADC,187364
BDE,518396
AEB,363399
EBB,352645
CBC,575011
AAD,368635
BCD,6855
ADE,902352
ABA,494637
CDA,272259
DAD,347974
BCB,570788
ACC,170252
DCB,39117
DED,431747
BDE,745467
CDD,303068
ACD,699215
ADA,340685
CDA,764725
CBA,943922
DBD,527563
EDC,645391
DDE,678056
ACB,103976
CAA,949111
BAD,847331
EBB,941877
ACB,999186
ACA,438295
CDC,25025
BAC,109971
ACB,839203
CDA,601906
ECE,200570
BCB,934376
BEE,125089
BEC,448886
AAC,982944
EED,509565
CAC,268406
DDB,330321
BAD,206392
DDC,267815
DBD,734339
DDE,353333
CDE,264775
EAE,481346
ADC,885975
BCC,100970
ADB,43756
BBE,440782
AEB,586553
DED,316276
BAB,804231
BEC,25993
ADB,228159
BEC,324551
CAD,240210
CBD,942972
EBD,504314
EBB,199946
DCE,849320
DBC,671572
EEB,182659
EAE,79188
BCA,230805
ACC,591285
BCC,149055
CCD,709347
BDC,203148
BDD,395847
DED,631576
DDB,770225
CBA,361610
DDA,464804
CDB,852188
BBD,735921
DCA,250740
EAD,398991
AAB,27151
DEA,738023
BBD,49172
EEC,239621
CDC,174670
ECA,706540
DAA,996807
DED,166602
DAC,57173
DAA,834632
BAD,67624
CCD,233788
CAC,486326
BAE,687550
DCA,595156
CAB,746407
EDC,334893
BAD,610777
CEB,342910
CBE,132847
ABB,29681
DEC,473785
CCB,845536
CDE,462699
BAD,520437
CBD,857415
DCB,971969
CEA,325835
CAC,432967
ACC,101434
BCD,394553
CAA,625212
DAD,996430
DDD,602408
ACC,578220
CAC,628979
DEB,500916
DBC,706754
CBC,252547
DCE,488265
DCD,418542
AAA,784894
DCE,712907
DDD,682994
DEA,416351
DAB,982959
DDC,997143
DDC,79775
BAA,927873
ABB,859379
BAE,476775
EAE,528386
AAA,642589
DCE,180090
CEE,636263
CAC,373699
CAA,970342
BBB,722470
CAD,990762
DBC,302171
ABB,298786
BDD,844413
BDE,118300
DDE,38375
ACA,502016
BBE,323261
AEB,824392
BDE,936100
ECA,524054
CEE,961292
AAA,762869
DAE,55389
CDA,944094
DBD,449409
CBE,812963
CEE,699774
CAE,890793
CAA,690320
ACB,297213
EDC,199510
AEC,941208
BEE,787199
CEB,4306
CAB,826325
ACC,507404
ACC,153080
CDD,875755
ACD,944735
EAD,771341
BCA,396101
ACD,561978
AEE,90108
EEA,909051
DDD,486741
DDD,127138
DBB,886037
EDE,898999
BAC,878828
EDA,371785
EAB,329532
BCE,482503
AEB,361563
DDB,927247
ABA,117141
AEC,7888
DBD,942878
DEC,150339
DBC,978532
BAB,551238
CCD,914553
DBD,748419
AEC,556252
BAC,582430
EBB,783489
EAB,570487
CBE,634737
DEE,591753
DDD,482578
DDE,89624
DDD,438618
BEE,865334
ACB,796048
BAE,353845
AAB,871038
DDC,936965
AEE,311403
ADB,703330
AAE,815230
BBA,324577
DBA,11205
BAE,714045
DBB,541301
EBD,250446
BDE,112819
EBD,665537
ACE,822318
ABD,435052
CDE,236435
CBC,64954
CDD,537634
DEE,708456
DAA,361708
DDD,50099
DED,979846
CCA,235514
AEA,432815
DAD,762245
DAB,696721
BAB,938536
EBC,433877
BBD,509541
ABC,577199
CAB,997871
BBB,438118
DCE,623137
BBD,221819
EAE,148471
CEE,861437
BEA,393534
DDB,590899
DAE,633529
ACA,113186
CBB,548380
BAD,622895
DAE,730152
DCA,967851
CAA,710214
EBA,366716
DDE,468935
DEB,837335
ADA,865495
AEE,869647
EAA,735106
DBE,781860
ACA,542832
BEE,723076
CCA,726524
CDD,807980
BED,868031
AAB,911427
ACA,424354
ECD,983841
EAC,669256
ECB,783000
BCE,809867
EAE,132878
DEA,404231
BAB,175794
AAC,539864
EDD,94077
ACE,654235
DDC,229472
BCB,33696
BDB,856300
CAB,566061
DCE,435993
DAD,164964
CCC,277485
BBE,433545
BBE,704933
DEC,790848
DAA,858539
ACC,756495
ABD,378054
CCA,642150
BBC,870646
ECB,641995
CDC,772946
AAB,326719
AAC,610700
AEC,508297
CEE,497892
EAA,868690
AAD,512624
EBA,75923
CED,622300
ADD,292657
CCE,612433
ABE,7028
AEA,963796
AAD,493726
BDE,831898
CBB,35527
BAE,394136
CAC,876350
DBE,37072
BAE,155375
BCE,124822
BDD,850308
BBC,234257
EBC,834938
CBC,67943
DED,570071
ECA,645552
BAD,805578
ECD,476305
ADA,103532
DBC,190927
BCB,556440
EAA,951110
EAB,350342
ECC,94229
AAE,539364
BAB,101707
EDB,328084
CCC,579392
EDE,247803
DED,461113
CBE,726038
EBD,879602
CAC,256257
ABE,224999
CAA,209934
ACE,787394
DBC,721617
EEC,268743
EEA,696998
DAE,626586
DCA,965155
DED,200557
EBD,568625
CBA,24340
CDD,357805
EBC,203897
BDB,454155
BCB,880464
CCB,317576
BDD,563991
DAB,100985
DDA,23191
AEE,736051
ADA,116803
ECE,613721
ECC,647270
CDE,180663
ABB,292653
CAD,597420
AAE,371483
ADD,955965
EDB,142731
DBB,869572
CAC,836266
BEE,993004
ECE,916512
CEA,148727
ADD,483579
BEC,677713
BAB,271637
BDD,386056
CCA,60601
ABC,828125
BED,76523
ADD,182241
CDD,514778
CEB,881226
BDB,508719
DDD,810352
BDE,876338
ABC,75231
CED,712069
ADC,792361
EAD,617102
BDB,295313
EBD,722332
EEC,815355
ADD,942927
BAB,433590
DCD,355866
DAB,57824
BAD,711793
BED,730786
BDC,107117
CCB,909519
EDB,942107
DBC,416981
EDD,178171
EBD,634004
EDE,651347
DCE,942129
BDD,849346
CED,306451
BBE,347828
CDB,96369
ABA,806930
CDB,825828
EEA,174554
EBB,223299
ABE,990218
BEA,656190
AEA,686765
DBC,472980
BEA,84616
CCA,185793
EDB,81189
EAD,849696
CCB,370850
BCD,406217
BAA,278624
ADD,942357
CDA,521497
CAE,214831
EDB,830897
CCE,876736
CAE,716368
ACB,345775
CEA,319145
ADC,15760
ECA,682987
ADC,571241
CCC,762052
EAD,797646
DAE,487064
CAC,550005
DAE,745961
CCD,795787
BBA,143221
CAD,641432
EEA,411676
BAC,838900
BEB,43415
EBD,449689
DBE,226433
AED,465557
ADA,855492
CEA,228399
EAC,666990
DEB,676530
CAE,180318
DEA,273665
EAD,655400
CBD,512645
DDD,743678
EAD,187642
ADA,176278
AAA,250893
EDB,925326
BCE,724349
BDC,99113
ABA,970004
AAB,49130
BCB,370821
DAC,501238
BDC,993991
ECA,516748
CEB,489476
ADE,195787
CCD,165694
CAB,325786
AAA,432600
ABB,753871
ADB,354378
CDE,87470
BCC,381126
AAA,673866
BEE,136146
EBA,361753
DAB,410216
EDD,665413
BDA,246354
BEC,288453
BCC,472671
CAB,188652
CCC,820002
AAD,544139
ECA,163323
CEB,404185
CEB,121314
BCD,494590
DDA,593604
BAE,318875
EAC,803598
DAD,504791
EED,374865
EEA,369470
DBB,149628
BBB,836795
DDB,519527
EAA,532635
ACC,87831
CCA,562612
DDE,934543
DEA,319811
DDE,455063
AEC,924611
CDA,835125
DBC,770677
CEA,167228
CAD,14716
BBC,10744
EAA,631103
EAE,920301
ADA,832237
ADB,931633
CDC,780301
CED,895843
BBE,578753
EAE,129958
CBD,864035
ACC,99499
ABB,521517
ABC,273239
ADC,409272
CAB,576754
DDA,380166
CDD,775910
AAC,204685
BEE,949402
ACE,981605
DAD,203800
EEA,70942
EAA,799032
AAD,874213
BBC,727017
DBA,939916
AEA,296053
BEB,154285
BEB,68514
ABB,363293
BDE,980317
ABD,908155
BDE,251227
BBD,581207
ACC,292236
EDD,340361
CDD,357715
ADB,189605
DEA,949897
DCA,596051
DBC,539203
EEC,341257
DCD,90696
CBD,95500
EDD,67422
ECA,946911
EAC,166913
BEE,459472
DCC,252892
ACB,217307
AAB,673914
BAB,17977
BAB,900294
CBC,606728
CBE,930464
EDC,914502
