airport_code,sequence_number
EBE,640456
DDB,513494
AEB,591559
DCA,508775
DAD,386280
DED,839825
EED,242614
CAE,398274
CBB,476189
AEA,881604
CBA,68256
EED,340493
BCD,13332
EBB,854963
DCD,578830
BCC,841245
BBC,565243
DDE,257145
DBE,662259
EDB,126217
BBC,1947
CBB,413962
AEC,746670
DAD,855721
EAE,648348
BCE,640092
ADD,649518
DEB,781698
BDE,489612
AED,20884
CED,888466
BCA,541115
DBA,109215
BBC,776769
DEE,870806
CDB,271604
DAB,391477
BCE,367423
DDE,335697
ECD,241347
ACB,893306
ABB,480729
CEA,433911
DDA,65345
DAE,262347
AEE,97946
CBC,748357
CEB,78894
EDE,750361
BBD,255468
BEE,669854
BAA,564245
EDE,78991
BBE,739647
AEB,472729
CBD,729552
ECE,21858
BEA,797430
CEE,419988
CEE,846885
BEB,88677
ADA,759620
AEA,818527
CDC,334851
DCC,662706
DED,633995
AAD,397435
CBD,170905
CBA,85344
DCD,781448
EBB,289394
CCE,673098
DEC,209546
ADD,961299
DAE,789736
CBB,395538
DBC,989147
BEE,521871
BBD,337509
ECC,14854
CEC,336998
DDB,296905
BDE,203566
BAB,861028
CCE,58638
CAC,561184
AAE,923330
ADB,59328
CCB,990180
DED,422273
ADE,585933
EDE,95089
DEC,842017
ACD,788465
DDE,937949
ABA,435614
EEA,408996
BAB,652426
ADC,761236
DEE,159412
CCE,890495
EAB,125363
EBD,24393
CBA,72450
DAD,961521
ECE,408954
BDD,892038
CAB,338007
DBE,543935
DAC,402660
ECC,840831
BBC,465322
EDC,844924
AEE,71154
ADB,175984
AAB,914171
EEC,269037
BAD,816640
EAC,998912
EBD,640602
EEE,790152
BEB,942088
DDC,591321
DCE,733713
DBA,305099
DEA,578980
DCE,23970
EAA,633126
EEA,972452
DDD,265493
CAD,427130
EBE,188679
BAA,1331
BCD,524012
BDC,42581
DCA,821344
AAA,509500
EDC,232149
DAA,295865
BED,990366
ADC,328185
DCA,548108
AAE,53747
CEB,637147
BED,573197
CAD,896512
DBC,413902
BCD,701365
BEB,893099
CBE,908117
ACD,793718
ACC,984792
CDE,991532
BCD,340474
ECE,368144
DDD,750018
BAB,802251
EDA,850567
EEC,174148
DCC,903195
EAA,461611
DBD,814403
BAC,356909
CDA,791395
CCA,855353
DDD,795449
CED,758371
EBB,3401
AEC,144312
CBD,51537
ECC,189350
ADB,57135
CAB,450399
DCB,679078
AED,298213
EAD,521832
AAD,167503
BDE,298827
CBA,425384
AEC,746678
CBB,708615
AEA,876461
CCC,141724
DAB,952119
BCA,419585
CEE,501771
AEA,580955
CBD,471388
BAB,179763
CDC,217943
CAA,431836
DCB,211071
CCE,480249
AAA,933056
EEE,636323
EEB,862762
CEB,427015
BCA,729349
BBD,161764
AAB,259556
DBC,233564
EAB,672349
ACA,612465
CAC,510525
CAE,831028
DBD,27351
CDD,26394
CDC,228023
CAD,163842
DAE,3809
AEA,539452
CCE,66626
CDC,76755
CDA,304941
CBA,189185
EBE,530044
ABA,768386
AAB,176614
BEB,159218
CAC,594236
ADC,915318
BCE,854498
BAC,145099
CAE,767346
EAB,431967
ECB,286565
DEB,7860
DAE,364674
BCD,166971
CBD,953928
DAC,479538
BBB,687745
EDA,389385
ACB,795314
AAD,345476
BCA,216618
EAC,964086
BDD,225767
EEA,503076
DEE,27814
CCD,697853
CAB,707857
BBC,58895
CCD,361786
AEC,395924
DCA,613515
BAA,6074
DCC,953546
CEC,302698
DCD,573810
CCC,635751
BCB,330473
BAA,988698
ABE,526024
ACA,793850
DCC,849750
DCA,29127
EAC,5162
CCD,875264
BDE,736941
EEB,36432
AAA,76840
BEB,338583
DCD,217428
ABB,598895
ACE,699064
CAE,470722
DEE,358933
ECE,476881
BAB,805542
ACA,576430
AED,409250
EDC,67794
BAB,233418
EAD,128559
EAA,425903
CBA,294760
ECC,122321
BDC,331460
BCC,90324
ECD,546980
CAC,365665
CCC,367980
CCC,254137
CDD,414344
ABC,228048
ECA,603764
CBC,279944
DAA,39735
AAB,767772
DCC,484537
BAA,146005
AAD,515082
EAB,356670
AEE,403508
BAE,831200
DAD,490275
BBB,168794
DDA,157081
CEC,282528
EAA,69040
CEC,259081
CCD,529076
ADC,637360
CBD,84495
ABD,159702
CCC,462924
EEC,700696
EDD,490418
DDD,293240
AEE,252601
ABD,677673
DAA,653935
CAA,534788
BAD,239393
DCD,771111
AEC,509667
EDD,791746
EBE,534299
AED,18273
AAB,982416
AEE,76392
BDD,300544
EBC,328327
EEE,832565
ECD,634779
EDD,949121
DEA,704350
EEB,793024
AEA,420661
EBA,294534
AAD,628326
DEC,498803
BAC,592427
ADE,84817
CCB,691220
CED,681701
CCA,122261
BDD,498903
EAC,940123
DEB,405813
DEA,380462
EBC,238698
BBC,291685
CBA,559541
EED,345803
BCA,620343
BDD,82282
AEB,78539
EDC,736471
BDC,985149
EEA,87632
ADB,453862
EDB,763217
CAE,926413
DBC,996986
BDC,370775
BCE,88294
CDC,895386
DAE,288639
ADC,308599
AAA,951086
AED,788019
BEC,637894
DBA,532974
EDD,309184
DDD,783915
EBB,894841
BEC,556143
CDC,374165
CBC,752115
ACC,617054
AED,519159
