airport_code,sequence_number
BAE,281330
DDA,820370
AED,680580
CAE,884626
CBC,729580
BAB,243108
EDB,776236
DDB,362627
EDD,636954
DED,591041
CBB,72172
BAA,804221
DBB,350399
AAE,274242
AEA,579748
CBA,649024
ECA,275842
EDE,555376
EBB,360338
AAD,350102
CBE,950513
DCC,338828
DCC,638510
DAC,616430
CBD,191739
CBC,172293
ADA,670593
BBE,664091
EAD,867622
DBD,715295
CCE,43026
BBC,493761
BDE,636596
BCE,997076
CCA,455315
CED,552885
BDA,775729
DBE,40801
ADC,198814
EBD,749089
ABB,205898
AAC,665523
BED,695105
BDC,555705
CAE,703077
CCE,642088
DAD,562399
DBD,82984
CCE,500194
EEE,462603
ECB,733191
AAE,42769
DAE,579317
DAC,489418
BEE,101112
DAE,171958
ADB,971789
AAD,704105
CCD,585524
BEB,390522
BBC,736262
ADA,137718
BEC,763448
DBA,641424
DDA,325690
DBD,424917
BBC,317723
BDE,848873
BEA,413025
DAA,704247
AED,644852
ABA,769456
ADA,887853
BDA,190084
AAE,860295
CDB,889881
BCC,692524
CCD,469315
ADC,720561
DDA,703177
DEB,750508
AAA,974701
CCE,393644
DCC,770171
DED,117783
CED,411245
DED,170370
EDE,310271
CED,166711
ADC,903564
DCD,251674
AAC,734550
CDB,935398
ABC,200252
CEA,755427
CEC,206471
EDD,486163
EAD,689177
CAE,284056
AEB,669705
DCD,376880
DCA,722170
DEE,258506
DAD,976741
CEA,825427
CAE,281011
DAA,746635
DAA,728502
EEE,419848
EBC,998451
ABD,284384
DEB,154983
CDE,753418
CEC,281604
ADB,457947
CCA,316939
EDA,548743
EDE,887674
ECA,746637
BBC,53207
DBD,958262
BDA,619426
AAC,520109
BBB,813944
ECC,5778
EAB,684969
DBA,418560
ACB,98016
AAC,631244
DCE,103955
BDC,705654
BED,195678
DBC,458457
BBD,649983
DBD,913636
ABD,891842
BAE,950155
EBD,273796
CEE,815537
ACE,371913
EAB,57899
DAB,439362
BDE,536659
AAC,384021
BCE,47629
DDA,53819
BAA,495154
EBD,550082
ECE,969050
BCA,613542
ACC,118352
DCE,835293
ABA,575895
ABC,307943
AEE,998801
EEA,312341
DAD,766366
CCB,216362
AEE,732713
DAE,533639
DAC,135397
AEE,853282
BCC,94331
CDD,13474
