airport_code,sequence_number
EBD,215115
ECD,730573
BEA,254778
DEB,750792
DBA,692769
DDE,853538
DAB,747151
CBD,969514
BCC,275650
CCE,239244
DDA,819320
CBA,49180
DBA,350883
DBA,259105
AAA,325023
ABA,186918
ECB,381173
BDC,568448
CEA,423577
ADA,433455
DCC,631818
CCD,594848
CEB,755431
CED,177108
DED,971911
CAC,600890
ECD,976066
BBD,568087
BAB,22884
BDD,543571
ADE,237341
EAB,757261
CAA,455262
EEC,129330
DEE,779930
AEA,459994
CDD,789715
CDB,50549
CAB,326245
DDD,235480
BAE,45300
ECE,8209
CAA,738945
CCD,437447
ECC,828818
CCD,99341
ECB,445296
EDE,343974
CCA,966933
EDE,35981
DDA,410427
ACD,91860
BDA,877873
AAE,974673
CAA,649433
BAA,957541
BDE,448528
EEE,267796
CCA,128377
CAD,70595
EAE,805835
DBB,606466
DDA,397172
EDE,272152
ACE,685364
CBA,141462
EBD,803329
EBA,729511
AAB,979876
EAB,123653
CAC,266269
ADC,770366
EAD,447638
ABB,40657
EAD,44979
ACD,525090
BAE,220256
CBD,281127
EEB,378434
EBA,29105
BAC,412164
DCD,262979
CBB,122967
AEC,816371
CDB,989556
EBB,303612
DAD,169686
CDB,233403
ECA,925902
DDE,122532
EED,162898
DAB,802750
DAA,776377
BDB,741581
DEE,775113
DEB,922275
CDE,781315
EED,970441
ACC,373329
DEC,275954
BCC,118884
ADB,885854
ACB,100890
EBA,40365
AAA,324734
CCC,338208
AEE,222810
DBD,787910
AAB,626894
CEE,18407
CDB,547750
CCA,331818
ACE,688293
DCB,474611
EBD,152698
AED,689031
DAD,961747
EED,507784
CBD,558306
ECA,716066
ADE,71816
DEA,860354
EBD,859867
CCE,184966
EAD,756705
BBC,804
AAB,945158
ABC,255593
BCB,803060
CBB,324175
AAB,105462
CDA,160815
EBD,188649
ACD,748128
DBA,667076
CBE,842079
DAA,655165
ADB,447631
DAD,568147
ECE,194519
DCD,223869
AED,916914
EEB,858943
EAD,79805
DCA,87948
AAD,94274
ACA,767202
BBD,291200
CDC,187128
ABC,773863
BDC,288902
CAB,328322
BAB,926428
BDC,804612
DBE,746411
DED,560854
EED,720194
ABD,676849
ADC,154786
DDA,168733
CCE,575913
CAC,847705
BBA,16534
CED,575790
ABD,14078
ADC,157105
AEC,331489
EDC,410618
DDB,554841
BBD,597902
CED,351651
EEC,395542
AEB,718908
CBD,973789
EBA,909138
CAE,483986
DAB,515135
EEE,264005
CBE,414166
ABC,665064
ADA,908736
DBE,678588
ECB,626101
EDE,507712
CCE,399089
DBE,370377
AEC,352633
DEE,1027
EEE,678235
EAE,200242
AEB,521471
CCE,327657
DED,341793
DDD,319448
DBA,595898
AED,1800
AEC,880967
BBA,441482
BEE,948992
BDA,826770
EEE,90684
DBA,672716
CCC,836294
BBE,649002
EAC,746822
DBE,491847
BEE,862775
EDB,216008
ECD,104372
EBB,539556
DAB,902322
CBB,381755
BDC,25463
DEA,172827
CBE,753589
CED,4637
ECE,867789
DAC,53419
CCB,541864
CDC,43842
DAD,599520
CED,997058
BEB,487831
AEA,35568
CCA,491041
DDD,947797
ACE,468205
BEB,478687
CEB,803592
ADB,577102
CBD,433021
ACD,419892
AED,322874
EBA,20230
DEE,281325
DEB,262687
DBA,372968
DEE,380075
DAB,960037
BBE,102085
EEC,114668
ADD,192778
AAB,988305
CED,890881
CCE,560859
CAE,189405
ACC,412996
ABE,580564
CBE,799286
DBD,808966
BED,612777
CCE,529822
CDC,899497
ECB,403660
AAD,787043
EDE,627833
CBA,8049
DCA,235997
DCA,790334
BEB,272919
DCC,534106
DDC,618306
AAE,836945
CBB,771856
EDA,419535
EBA,832466
DBA,856426
AEA,93713
CAE,496181
DDA,51733
DEC,783432
BAA,423343
AEC,396971
ECE,286218
EBA,73480
CCA,198879
ECC,953249
EBE,619324
BCE,303204
ADC,132870
AEC,321353
AED,535571
DAE,954880
ACB,78229
CAE,212366
ABA,949087
CBC,272983
DEE,930214
CED,533518
BED,114859
DCE,306182
BCB,881845
EAE,308300
BCC,496300
ADD,591386
ACE,963988
ADA,403049
DCC,867610
EEB,131807
EDB,882829
BEB,340415
BAC,48428
AEE,286727
BDD,716133
DBD,142381
CBE,223417
CEA,128813
BBC,212615
ADE,532340
CBE,696948
BDB,954656
BCB,108714
AAD,710145
EEB,126524
DCE,30478
BAB,726778
BDA,345824
EDC,445310
BDB,850335
CAA,317271
ABB,337416
DCE,488089
DEC,401775
DDD,495398
DBD,286593
DED,123010
ADB,581961
DCD,369571
ECE,957622
ECA,310278
EEE,583612
DAC,201470
DBA,240379
BDC,998869
EDC,462537
DEE,549477
AEA,288113
EEE,773187
ADB,875149
CCE,373391
DEE,999973
DCE,833730
AAB,963638
ABB,440221
ECB,284434
CDA,903762
AEB,249947
DDD,487289
BEC,690163
EEB,919596
AAC,861337
BCA,805742
DBD,162893
CCD,318300
AAA,873859
DCB,901038
AEC,627391
EDE,567134
DAD,629664
CAA,4172
CCD,276193
ADA,265313
BCB,46711
AED,811357
DDC,111349
BCC,709210
ECA,276880
EEB,261817
CBA,788609
DEC,339987
BDE,741122
EBA,475208
BBA,125058
DDE,419712
AAB,876987
ACE,408507
CED,510951
EBB,883423
ECD,237913
CAD,391596
ADD,211097
DBC,960873
EAC,958284
BBB,145639
AAC,142750
EDA,504108
CEC,487915
CAE,514684
EAD,166874
CDD,602879
CDB,185946
ECE,490303
DEB,164613
ACB,711212
EBC,637801
DCB,560773
ACA,630755
CBB,101994
DBA,823575
ECC,884914
ABA,386734
CDE,400611
ADB,293097
DCE,829249
ACB,680912
ADC,387185
BDC,876304
EDD,778544
BCB,791838
EBD,388171
ABD,6446
EBB,832282
DEA,195447
DDC,680986
DDA,279236
BBB,445424
DDD,886567
ADC,509985
BCB,550323
AAA,864042
BED,864890
DCC,530827
CEE,433109
CAA,618993
BBC,389900
CBC,321373
EDE,634567
BCD,386538
EDE,689881
BBC,775078
BBA,100042
BBE,460604
BBE,200893
CCC,785722
BBB,976093
BDA,496913
EDA,369294
EAA,552421
CBC,356167
