airport_code,sequence_number
EED,567780
ABC,8103
BAE,420433
DDD,841600
AEE,627083
CCA,485980
BED,94740
CBD,861324
DCA,184770
ECE,710920
EDE,534404
ACB,299617
EDC,808619
CCA,780887
ACD,441170
CDB,763250
DCC,547829
BCA,71063
CAE,466712
ACD,213937
EDC,703188
BBA,509256
ABE,634425
BBA,398541
BBA,999641
BDE,904315
ADC,795711
EEA,405679
DEE,568028
EAA,498560
DCC,889549
ACE,929529
EBB,937149
CAA,448217
CCC,705146
CDC,341090
DDB,661490
CCC,911880
BAB,631302
EDA,397439
BAE,308921
BEE,836986
BCA,508444
DEE,735464
AAD,563783
BDA,427643
BCE,638087
BEB,415803
DEB,727666
EED,720964
AAA,965172
BAC,609860
CDE,64434
AAE,439141
BAC,706781
BCB,127557
BDB,330735
EAB,284106
CCB,728694
CCC,364141
DCB,790413
BDC,335626
ACB,856567
ADE,250909
DEE,867718
EDC,102731
CBA,916730
ACD,583793
ACD,637667
DDB,702558
AAA,415376
CBE,578483
EDD,369926
CCA,42796
DAB,940568
EED,245603
DDA,57817
CAA,85125
ECC,3391
BAB,906399
CCE,563694
BDC,158514
EEE,98605
DEE,860161
EEB,697216
ABB,302970
ADD,879268
EBA,33414
AAD,771494
CBB,604138
DEB,263831
CEA,942844
DEE,273524
DED,722459
AAA,920765
DAC,435776
BCD,901960
AEC,51802
ACD,34223
EAB,895687
EBC,485420
ABC,158529
EBB,862495
AAD,590548
ECD,316144
DBB,350723
ACE,436539
CBA,382582
ADE,340657
DED,82899
CDD,653915
BCD,151916
CBC,967174
CBD,530182
ACA,950295
AEC,81345
ABD,388327
BDC,909093
BED,180304
CEE,534733
BDD,302834
AAB,333977
CEE,905182
AAD,624967
ABD,117684
EBB,38208
CDD,998351
EBD,111947
CED,54904
BDC,74000
ADA,7042
BEC,637487
EEC,287898
DAB,466606
DDD,523299
BBE,140081
CDE,210278
AEE,589610
ACC,4629
EBA,319154
ABC,282518
CCA,19296
BDD,825768
DCC,829693
AAB,220314
AEB,137730
BAD,588199
EDE,355946
AED,770499
CAE,707291
CBD,527341
BAA,778277
DDD,878223
CDE,50313
CBE,612079
ABB,475701
BEB,876625
EED,193937
ABC,107578
CDD,959379
BCD,880926
AAD,202441
ABB,55043
AAB,200335
BEE,590013
DAC,145468
