airport_code,sequence_number
CAC,627320
BBE,471914
BAC,503643
EDB,269366
DBE,874815
ECB,326515
ADE,792389
CBD,909558
DEC,53160
CAD,688192
BCE,358267
BCA,74307
DAB,505377
BCB,396776
DDB,254272
EBB,957632
DAC,306647
BDB,25807
ADE,405234
DBE,576793
BEE,469584
CEB,671526
BCA,91639
EDA,329809
DCE,5208
CAC,767265
ABA,691502
DDD,151471
BEA,431060
BAB,942734
DDB,410460
DAC,964654
BCE,269730
AAA,970708
CBD,946845
BEA,640081
CDE,921076
BBA,744798
ADC,988744
EAC,618079
EBA,584030
CAA,118985
CCB,314504
EDB,771477
CCB,1165
CBD,613464
AEB,331451
DAB,371914
DDA,917829
CED,614287
DAE,990832
ECD,204349
CEE,832958
BDA,213499
EBC,337549
ECB,205755
BBA,412302
DED,66385
ECB,934237
BCE,693456
BCB,529681
ACC,785063
DEC,332116
CCC,907907
BEA,837632
ECB,4011
ECE,853528
EAC,597397
BAD,838557
BDC,281630
CCA,445837
AAB,101287
CBB,305963
BED,615030
ECD,575840
BEB,482258
DEB,427545
ACB,184267
EBC,824266
CBC,860224
ADB,347014
ADE,467375
EEA,549945
ADA,307010
DBE,240379
ABB,335428
ECD,370417
AAD,2136
DDB,730288
BBE,834198
CBB,511964
CBC,85747
AAA,982480
DAC,872583
ECA,249496
EDC,132497
EEB,854405
ADE,230359
DDA,499192
AED,993740
AEA,209374
ABA,288001
AEC,205829
ACC,360962
CDE,684830
DBA,604802
CCB,968145
CCD,494755
DED,536517
DBB,146924
DCD,379062
AAA,603020
EAB,494758
EED,241344
EEB,972656
BEE,181370
EED,592009
CCD,880531
ABC,271953
BDA,128169
BBC,350509
BDC,666214
AEC,760738
CDD,387702
CEA,58844
DBC,561579
EDE,634286
DDE,894303
ECC,54104
BEC,283680
ABD,252276
ACA,73626
DBB,566905
CAA,99057
BCD,600559
CAA,825070
EAC,578872
DBE,228767
DDC,411376
BED,124243
ABC,263627
CAA,699468
EBA,752336
CBA,436874
DCD,748022
AEA,469301
CDA,192493
CBC,475613
BAB,202677
BDB,99016
ECA,620680
BCE,419152
EEC,325676
CCC,782605
EBE,286118
ECE,19209
AEB,118615
BAA,199567
EBC,699557
CAC,572852
ECE,309408
DEB,190423
ACB,75881
EAC,123963
EBD,99198
CEE,500646
DBA,763848
EAC,890749
ABE,391283
DAA,641912
BCB,622769
BEA,762117
CBB,50829
CAB,93250
ECB,659463
BBE,150428
DCB,148080
DED,623190
BEC,433696
EBA,817287
DBB,744308
DAB,862459
ACA,540169
DAC,321318
EBB,775642
AAE,791673
DCA,505713
BBE,375794
EBE,93676
CDB,1983
DAC,65962
BCB,769458
AEA,469677
DBC,798987
ECD,228908
DAC,16196
DAC,617095
CED,656287
AEE,175897
BCB,507057
ACB,37804
CBB,264453
DBB,889755
CDD,300907
CDB,565374
DCC,908967
CEA,203111
DEB,93086
CBC,363880
ACD,768537
CAB,801193
DEB,223453
CBD,986481
BBD,627085
EDB,433321
CAB,76757
CCA,882655
ACD,903247
DBE,301534
DEA,499393
BEA,261517
BEE,433398
BBA,425855
BDA,539982
DDD,11195
CCD,405591
CCB,342464
CCD,483118
CBB,40933
AAE,437914
CAB,208289
ECE,532402
BBB,120504
DCE,862142
AAD,838808
DEC,824724
CBE,334735
BCD,402801
ECC,16360
CAA,320289
DBB,817970
DCC,773436
BCC,883452
DEC,45787
CDD,7676
CCB,213104
CCC,924936
CBE,546032
DDE,173470
CCE,754241
EAD,262887
AED,51212
AED,181937
EEE,654580
CDE,234747
BBD,427655
ADE,602948
AAA,722386
DAC,100248
DDB,392780
DDE,580997
AEA,328539
ECC,327949
CBC,758464
CBE,148414
EBA,607525
BEC,291876
DDC,919515
DAA,684725
AED,187425
BDE,825633
BAA,435815
CBE,494347
ECC,460609
CDE,41213
DCB,419938
DAA,14516
AEB,765391
ADD,662590
ACA,708268
DCC,734802
CBE,296412
EDA,8882
DBB,199901
BCB,652019
ECE,503325
EEE,795662
BCE,921998
EDA,70656
ADE,418526
EEC,344667
BAC,566994
BBC,137527
BDA,826823
BEB,691228
DAC,992497
ECE,627521
CEA,598804
CCE,113937
DDB,365322
BBE,458734
DEE,560264
CAE,57660
CEE,610285
ACD,136075
DCC,609020
DBB,469103
BDD,35483
BBD,142925
ABA,502442
ABD,244420
EBB,74664
AAA,556186
CBD,614353
CCE,953282
DCC,192867
EBA,691372
ABB,108745
BEB,111924
ACD,300342
DBA,400536
ADC,261567
DEE,79381
DAE,863905
BEE,240433
EAE,100561
BAD,188318
DDD,704999
DDE,863545
EAA,911795
EBA,619663
ECE,385979
EAE,182634
DDB,683785
ADC,664098
ECC,613091
BEC,670485
CCB,136525
BAD,803055
AAB,863101
CDD,888616
DCD,312614
CAE,606365
ECB,227743
BDD,917947
CEB,27563
CCB,748239
ADA,12073
EBD,77207
DDA,309028
CEE,278612
EAC,13876
DAB,247368
CAD,426498
AEC,990382
BAD,820094
BDA,405807
ECE,829433
CEA,449591
CDC,529927
EED,785917
CDD,463867
ADD,231593
ABE,290579
BCD,924535
ABC,94020
DEC,90684
EBE,731257
BAC,716014
EAD,138177
ADB,293788
BAB,340352
BAD,177245
BAD,295251
DEC,253164
EDE,513231
CEA,499231
DEC,79837
DAE,328609
ABA,620692
DCD,641711
CAD,922323
DEA,357033
EBE,287582
CDD,188529
AAD,776245
EDE,561278
AEA,526138
ECD,599482
AAB,216567
ADD,817122
DDC,272439
ABE,880028
CDC,43478
AAE,638564
EDB,119045
AEC,544098
BEB,374186
DED,648812
DDD,459416
DAE,31685
BAD,182900
DAB,140467
DDC,601776
CBD,93472
BCB,972889
DDE,550469
CEB,20869
EAD,959027
EDC,857200
ABD,161433
AAE,676070
DDC,807088
BAB,17852
CBD,555275
EAE,845275
BBE,975997
ACA,331906
EBC,561841
BDE,534258
DDA,87845
BDD,826744
AEA,755734
BAB,128959
EEE,192089
CAB,782998
CDA,11505
DBD,679091
BAA,432739
DEC,83953
BBD,654476
CAE,795998
ADA,62873
EED,682419
CEC,803548
BCA,397378
DED,599117
AAA,882656
BCB,720984
CCE,728830
BDA,711329
EBA,456449
BCA,59114
EDD,274051
AAE,496921
BBE,786817
EEC,550525
BBA,920764
DBE,765075
DDB,251953
CBA,926946
BCD,271583
BBA,200980
CCA,780301
EDD,369981
CCC,784234
BDA,791205
EDB,514728
CCC,528105
ECB,618094
CEB,407914
BEC,251518
AAB,281260
BAA,733257
CED,439916
ACD,446733
DAA,981236
ACC,767582
EEC,821624
BCC,342303
CEC,907368
BEB,204617
ADE,902542
DBC,582081
ABB,871112
ABC,150495
EAB,477434
BEC,796608
BEE,382564
EBE,641505
EDC,636727
EAD,919394
EED,335506
CBA,908671
ADA,997884
BDA,143278
BBB,647639
DDE,522626
DDE,476807
ABD,501024
ABC,20258
ACE,896652
CBB,839283
EEB,32712
ABA,870974
CDA,183718
EAA,87127
DDB,603069
CEE,257399
EED,811845
ACA,480117
CDD,645570
AAC,280110
ADA,945141
BAB,846709
EED,153997
DAE,955264
DDD,356826
DEB,954588
EEE,967164
AAE,338004
DEA,509926
DBA,597433
CDE,6638
DBC,305521
ECE,488458
CEC,58384
BAE,761960
BCB,903485
BCD,457493
BAD,499009
AAD,653764
DCD,712403
EAE,130380
AAE,987236
DBD,514081
ACB,702653
ADD,298903
CCC,230829
BEA,279894
CBE,361330
BEC,906963
CAE,931136
AAE,684981
BDA,949466
CDB,745369
BDC,482976
EBC,720299
ECA,888206
CAC,433327
CBD,624603
CBB,343722
AEE,175274
DCC,104372
BAC,613762
DCC,287769
CDD,955691
DBA,974162
BEB,827951
DDE,635430
DAB,624309
BCC,278112
CDB,721802
EED,18366
BCA,17005
CCD,565939
CED,529541
ECA,535959
CDD,411638
BBE,748754
CCC,133569
DCD,577780
CDC,420033
DAB,245825
ACB,265311
ECB,689542
DBC,888683
CBD,206380
EDD,44498
DDE,429558
ECC,934436
DAB,919469
DDC,470171
DEA,988783
EED,677209
ADD,374647
DBB,244801
AAA,838861
AAA,373078
CCB,491945
ECE,334715
ECD,882651
AED,388217
BBA,690510
CDA,244491
CBA,665783
ABE,79498
EDB,802420
BEE,989245
BBD,938527
AAD,372323
BED,8186
BED,126553
ECD,131922
EBB,815940
CDD,951775
DCD,888304
CBB,534074
CEE,358986
BEE,120971
BAB,770382
BAD,194474
BCB,585252
DAC,26930
BDB,4232
CBE,238684
CCB,972567
DAC,396146
EDE,788233
ADD,327453
DEE,235680
ACD,712989
DED,985528
AAB,81773
CEC,555341
CBC,676846
ADB,208974
EBC,780042
ADA,219271
ECD,745275
CCA,85766
BDC,938545
BDB,852164
DEB,351730
DEA,643469
DEB,737093
ACB,476605
AEA,652608
CBC,481357
EAE,46391
ABE,895958
EAA,571168
ADA,35643
BEB,838031
BBB,996694
ECB,779478
EBC,493026
EEC,557977
CBC,23760
EDC,411164
AEB,589851
ABB,163655
CBD,696395
BAC,517596
EBC,213488
DAD,610531
CCA,97600
BCE,304868
BCD,233878
ECC,591971
BBA,904368
ECB,477525
BDA,491375
ECD,736398
EDD,496890
EAE,181980
EBD,764965
ACE,905516
ACD,852721
CCD,102806
EAA,981488
ACD,77438
ADD,508107
CCB,597015
DCC,700485
BBA,306
ABA,463795
BCC,864321
EBB,552482
CCC,616160
CCB,233837
CBE,365967
ADD,589141
DEA,73476
AEE,321680
CAA,238528
CEA,425551
ADE,455397
ABA,213597
CBB,393625
EAA,635340
CAB,222225
CCE,253751
BDA,561815
EBB,589214
ADD,215972
DCA,753936
EBA,273831
EBA,896245
CBA,107520
BEA,240289
CEB,902888
AEC,544617
EDC,124127
CCC,554135
CAA,137970
EBA,753267
CCB,185969
ADA,503291
DDE,821537
CBE,185000
DEC,562488
BDE,255757
BCC,776977
CAB,401276
ABA,621732
BCD,107383
AEE,290443
EEA,372112
DDB,37231
DAA,185907
CAB,623688
EEC,425064
EBC,888699
ECD,781875
EBD,657097
CEC,226824
BAB,798850
CDB,212259
ADE,236702
DAE,325216
DCA,890444
AAB,275230
AED,599341
DAB,237931
BBA,200319
BEA,91040
BBC,563477
DAE,205644
CAE,879632
ACA,941148
ACC,968676
CBC,773350
ECC,645029
CCC,353151
DDA,717653
DDD,111219
CCA,877524
CEB,358564
BDC,770833
EDA,11971
BEB,765471
CBA,922328
DCC,184043
EBD,433915
CBE,442583
AAB,181755
DBB,103015
CBD,65061
CEE,591712
BDC,446471
BEC,128979
ECE,272837
BAA,209926
CBA,145596
ABB,490412
CAE,586826
ABB,90646
EBA,290165
DEC,128213
CBE,70359
BED,104290
ACC,611101
BAC,429628
BED,617147
DBE,490401
DEE,129687
BAA,149419
BCB,55152
DBC,73599
ABC,867811
ACC,936527
CDD,622737
EAC,118323
EAB,675805
AEA,379086
EED,663415
BCE,669557
DDE,363118
CDA,261754
AEA,541795
CEC,575790
AEC,317781
EBA,767688
ACD,596468
ACC,644649
AAD,833641
DDE,761801
CBB,378244
EAD,354482
BBA,585836
CAE,681320
DAB,837892
ACB,822639
DAD,949227
BDB,309494
AEE,61618
AAD,719125
DDA,485627
DCD,503753
AEA,293570
ECC,293790
ABC,803581
AAA,579118
BCE,338907
ABA,653720
CBD,547722
CCD,81026
CDD,977084
BCB,448827
DDC,640429
EDA,389838
DDE,184726
BBA,996342
ECE,552551
BBD,23496
AEA,459610
CCE,865983
AAA,49620
BDB,482748
CDA,900635
ABE,734139
BCD,647675
BDA,252552
DDC,563648
CDD,723087
ABC,446146
BAC,800381
AEC,485023
AAA,157711
EBD,349086
ECB,475307
BAB,133634
CAE,718733
BBA,699365
ADD,272695
EEE,501169
CEE,78435
BEC,617690
EEB,570681
DDA,706547
DDB,724373
ACA,654459
ADE,372181
BCB,803394
ACB,545721
EBC,810036
BBB,36877
BAA,990613
ADE,487013
ABB,674962
BBC,850523
DEA,49564
DEC,268485
EDE,890992
ABC,482306
EEB,35486
ECC,338932
BBA,491642
EDD,633767
CAC,236245
BEB,129333
BEA,790593
EBC,745731
EAA,105774
AEB,993924
EED,846510
CAC,159540
BCD,462411
BAC,746400
EEE,153644
AAD,124741
BBD,698960
EDA,414844
AAB,249261
EBC,967119
ACB,247091
DDD,14528
DDC,643875
EAD,210638
AED,966437
AEE,711543
BEA,576556
CDE,252267
BEE,727568
BBD,729848
AEC,601658
ADC,639013
BAB,894116
EAD,626066
ADE,544412
AEA,825898
AAD,398283
EEA,752663
EEC,594161
DDC,917711
AEA,921042
EAE,410359
BAD,689970
CAE,442723
ECB,576065
EDA,52271
EEE,529814
AAC,294094
BAD,263569
CEB,29300
ACA,121971
ABA,30309
CDC,55577
CEA,776327
ADB,711679
BAB,198792
EDC,183920
ECC,513066
DAE,94840
BBD,160034
BDE,916188
AED,157002
EEB,484249
CAC,121039
EAD,92320
CEA,715970
CCB,474838
BDC,558132
ACC,802051
DCE,443822
DDB,77318
BDD,37050
BEA,782394
EBB,978829
ADC,195386
EDE,48362
AAB,461873
DAC,258774
DCB,947225
EED,790463
EBD,294837
CBB,349701
EBE,413637
DDD,312188
EEB,89486
AED,926237
AAA,125814
CEE,405777
DCD,662769
DDA,847106
DDC,246145
ACD,892031
EAA,458755
EBB,576062
ABD,156076
DEB,276420
CAB,187606
BDA,160473
CBC,230970
EBD,778786
CDC,174988
ADE,984857
CBE,821443
BCB,868263
BAD,713678
BAD,109735
DEE,767517
BAD,649474
BED,862238
EAD,146272
EDC,755088
DBB,886331
ABD,350470
ECE,113886
DEE,263593
DBB,696378
CAD,774322
EDD,43124
ECB,112093
DBB,880616
CDD,808154
CDC,479988
CED,755309
DCE,193172
