airport_code,sequence_number
CCB,869970
CCC,826337
ABA,241527
ACA,939449
BAA,74731
DCB,282124
ABA,726681
BEA,807706
DCD,527500
CEA,487849
DCE,347413
ECA,384514
BAD,640945
BBB,753306
AEA,233157
DDC,469648
DDC,542723
CDA,318247
AEA,230978
CCC,617361
BDD,968394
BDA,493078
EAA,773550
EEA,97724
BBE,966434
BAB,32037
CAA,819584
DAC,805013
BDB,464583
CCE,506431
DCA,278899
DCD,845292
DAD,418073
CAD,118719
BCC,45351
BEB,357452
DAC,42265
BBE,772357
ECE,287964
EBB,7061
BCE,91667
ADB,80014
EBD,195869
CCA,50521
ADC,691796
CCD,855890
DEB,266579
ECD,478082
BAB,388401
ABB,94390
DEE,348739
DAE,116396
AEC,63997
BDD,323410
DCC,646198
BDE,970395
CBA,612
DAC,279048
CCB,333303
DCA,556767
AAA,430223
BBA,124538
BBE,24684
AEC,974978
CBD,622494
DBC,197205
DAC,32650
DAB,157720
CEE,973514
DDA,885425
ABB,948313
BBD,16607
DDC,388214
ECA,465117
ECA,487706
BEC,997426
CCA,318991
EDC,129444
EBB,78777
EEA,851593
EEA,34094
CEA,34489
AEA,175254
EDA,541097
DDA,920151
CBA,201777
DCE,412503
DEA,465033
EEE,680711
DCC,670727
CDB,529171
ECC,93382
DDD,657919
DDB,746244
BDB,442930
AEA,314711
DDA,379567
EDA,652924
DEB,984504
EDC,773523
DAD,598158
EBE,648563
BEE,763376
DED,33590
BAC,68852
BBE,609706
DED,481487
ECB,162944
BDE,674357
CDD,673619
BAC,251074
BEC,759413
DEC,195276
AAA,669678
BEA,626327
DEE,294806
BCC,757557
CDD,242244
DDC,159711
DEA,106133
EED,692749
DAA,544690
ECB,769584
BCE,813400
AEC,150605
BDE,489564
CDD,704651
ABB,482161
EEA,679607
DEB,572525
BCC,998153
DCE,419619
BEC,390216
CDB,668101
DDE,749857
BBB,93323
EAC,740365
CCE,138799
BBB,800588
ADA,473505
CDE,29134
EBA,471460
DCB,708698
EED,51619
CBE,391120
CAA,276176
BCA,118607
DBB,163360
ACA,329493
BEC,220813
DEB,939419
AAE,244858
ACC,374762
EAA,933478
CEE,383349
BAC,179844
DCE,886250
CCA,225657
CAD,560030
DDB,806070
ABB,732567
ABA,355577
EAD,79518
CAA,548735
ABD,601660
ADE,843116
CDB,751139
EEE,244228
CDE,247827
BCA,223470
BEE,703958
DBB,726272
DCC,285056
DBD,39629
CBC,402510
BBA,646850
ABD,879136
ABE,386805
DDC,449654
ADE,421321
CBA,529674
EAA,989561
AAE,261934
CCC,711732
DBD,36548
AAA,950649
DED,441503
DAB,253984
DBE,380268
BEC,767099
CAA,245923
BBB,152744
DDD,900027
CED,412994
CBB,347582
EEA,89721
EDC,184020
BEA,424024
CDE,678383
DCA,438284
AAA,35595
CBD,543703
CBB,652378
EAB,181358
EBC,471545
EED,889153
DCA,417680
ACA,906836
DCB,900345
EDA,77860
BEC,67618
ABE,989607
ACE,888412
CEC,195797
ADC,963841
ECA,863364
CDE,106094
DDD,69271
CAB,777902
CDA,526671
DBA,139892
AEE,305911
CDA,674811
EAE,555765
DBE,447818
BBA,596143
EDC,789721
BBC,553878
DBB,102260
EEA,151071
CAE,138819
BDB,928011
BCE,413739
BAB,863215
EEC,144441
ABC,457157
CBE,135106
CEB,374938
DEE,256497
ADA,815328
BEE,726024
EBC,263334
CAA,316992
AAB,279272
AEA,66877
CBB,230196
ABD,836071
ABA,878401
EEC,69122
CBB,642146
ADC,449427
DAA,510886
DCE,99162
BBC,722479
CED,695429
EBE,577663
BEC,563984
BAE,581983
ECE,541979
DDC,750019
BAA,999210
BAB,357052
DDB,601548
DAD,716747
CDC,218175
EBA,131672
CBB,146592
CAD,203835
ACA,612045
CEE,167957
DEC,946639
EDC,777504
EDD,237777
EED,471687
AED,438477
ECC,823807
BBD,901029
ECE,773955
ABD,825809
AEC,528712
CEE,966984
ABB,715574
DEE,375346
ADB,340346
CCD,626267
DBA,415967
EAA,141933
BDA,247852
DDD,306078
BDA,714737
CCB,156290
DED,8975
BDB,89437
CBB,883510
CCD,406771
EEA,318057
ADA,361509
DBC,772044
DBE,447028
DEA,731082
CCC,54672
AEC,495730
BEC,67884
CCE,165151
ECE,386327
CCE,489541
CAA,725343
DEA,147699
CAB,535966
DAA,907849
BDA,238607
ABD,282950
AEB,35634
BEE,757903
ABB,523243
BBD,480752
ABD,381669
DDB,264900
EAC,361579
BDC,579107
CBE,887661
ACD,302256
DBE,211099
CDE,191069
DCB,992229
CDB,837006
CDE,527388
AED,862939
EAB,450680
AEB,221971
DDD,352441
BAE,59877
CAC,289151
BDC,106842
EAD,902605
DBE,643972
CBA,40943
BCE,503508
ADB,996387
EDB,827779
DCA,938732
CAA,712367
CEB,552918
BCE,661933
AAD,120101
ABC,109817
CBE,110134
BDB,777999
EAE,21768
CCE,838062
CCC,47433
ECA,524428
EAE,753698
DAA,870506
EAD,316482
CAB,11022
CBA,912069
ABD,547436
EDD,284028
DCB,973084
AED,805344
EED,834789
DDD,921019
ECD,73051
DCB,146617
CCD,98447
ACA,979638
EEC,218689
DCD,51781
DDD,292461
CDC,169360
AEC,340913
EBD,403503
DAC,698706
BDC,821188
AED,224106
DCB,282965
EED,433843
ADE,404731
BCD,39259
CCB,51603
CEB,998382
ACE,660361
AAA,803076
EDA,860951
ADA,788436
BBA,771827
DBE,145594
ACC,723943
ABB,131051
DBB,932309
EEC,97792
BBD,216812
BED,877668
EDB,742020
CBB,714221
DBE,755491
ADC,126072
BAC,59465
BBC,933673
EAD,437106
EEB,439793
DDB,447184
AED,324916
EDE,694088
BBD,27588
EDB,728685
DBE,756797
BBA,52751
EDD,534075
DAA,135975
EEA,4843
EAD,419997
EEC,353661
EAB,929821
DAA,302931
ACB,446961
ABC,410763
AAB,802254
ECE,841629
ADE,619283
DAB,562949
ACA,335316
BCE,350748
EBC,905174
ECE,250168
ECA,29650
BDD,330888
DDB,710603
ECE,942392
DCD,569075
DAD,84747
CCD,733152
AEE,259199
CAC,895311
DAD,170212
BCA,976348
BAC,316375
AEE,941101
ABC,657366
ACD,502475
AAC,493989
DDC,281056
BCC,133094
ECB,504538
DDB,209087
BAB,318901
BDB,631067
ADB,671286
AAB,777011
EBB,71865
EBA,875867
BBC,957255
BCA,42585
ABC,102862
EAE,634840
ACE,835550
CAE,18422
AAD,525782
AAB,607669
EED,304123
BBC,686354
DDC,945240
AAB,807020
CAE,373558
CAD,97811
CBD,592937
DAB,765624
EBE,532893
DBD,498196
ACB,402894
ECC,590196
EDD,875021
BAB,402337
ACC,122267
AAD,244743
EAB,438096
CCC,234516
EEC,209078
DEA,478207
DDA,613576
CDE,556425
ABD,852958
ABB,412991
ECC,192182
AAD,41899
BAD,154915
AEC,948129
EAB,713354
DDA,807012
DEC,970533
CED,425746
BDD,950972
BDC,77045
DCD,412151
EDA,634671
BCA,47293
