airport_code,sequence_number
CEA,373378
ECC,2281
EDB,379208
CDA,589399
CED,491105
AAA,722936
AAE,70676
EBA,229182
CDC,815442
AAE,918021
ADE,85838
DAA,595546
CAD,763672
ECA,354377
DBD,367801
CCB,774076
EBE,800652
CCB,68402
EDE,829726
BCD,289883
EDC,572842
CDC,527815
ACB,912058
BBE,792233
BAE,791348
DBD,699027
BCD,415561
BAA,3513
DBC,873657
BBE,918676
AED,865087
ACE,389247
ADB,877794
CCC,483676
BBA,54416
DAD,957082
ABA,891970
ECB,392458
BBC,133776
EEB,774654
BBD,284580
EBB,553693
CBE,763286
BEE,714075
EDB,419907
BBE,679122
CDD,201882
AAA,62570
CEE,579470
CDE,39843
DBB,928309
BBA,983851
ADD,111153
DAD,825232
DAC,582987
CAB,311429
DED,712188
EBD,498366
ACB,352165
CBA,161359
CCB,186256
EAC,124120
CBE,271072
ADA,659965
AAB,918084
EAA,270119
DEB,467243
DCB,315817
DED,806221
CCD,130679
BCB,264269
EED,383015
EAE,930328
CCA,434469
ADC,56401
CAC,153055
DEE,470654
CEA,133872
BBD,830589
ABD,642994
AAB,296462
EDD,590725
BCC,284697
BDA,110728
BBA,961702
ACE,293343
ABE,357856
BBE,560697
DCD,931280
DCE,513552
CEE,616697
DAD,505324
ADB,973344
ADD,346367
DEC,807992
EEC,551584
CCB,261898
ADC,485578
EEC,45518
EAC,420396
EBE,183466
DCC,406218
AAA,824887
CBC,180264
CAB,756998
BCE,224319
EEA,558695
ACE,26966
BEE,190582
AEB,545433
CEA,123038
CEB,794787
CBE,498758
AAB,655999
EAE,570303
EDA,956016
BCB,726362
DED,464700
BAB,843079
ABC,319138
DEB,387665
CBE,766891
CDE,294300
ACC,452910
BEE,120354
BDA,89744
BBC,822287
BAB,455234
DDC,479130
ADD,433136
CAB,882721
DCB,471399
DAB,693309
DEC,340403
BAC,826147
BDB,822281
DBB,875984
CAE,849380
CCC,106562
DEE,552763
DCE,548415
ACD,806559
DEB,224677
ECC,205910
AAD,186914
EDE,75435
DDA,62258
DBB,737076
BCA,70480
DCE,291324
CEC,485190
EBC,615273
ACB,788504
CDB,783030
ACD,629720
DEA,639492
EEC,551853
ABE,494256
EEE,253935
ADC,538069
ABC,19405
CEC,513346
BAC,941338
EAA,417984
ECA,556531
AAD,923784
CEA,888715
AAA,807188
BDC,647698
ADE,896415
BDA,771377
DED,276595
CCB,227868
DEC,373129
CEA,163926
BDB,54779
DEC,993781
ADA,325359
BAA,925922
DEC,911784
DCE,607658
BBB,675551
EAB,674300
CBB,973109
DDC,679846
EDA,485332
EAB,586941
DDA,11346
AEA,893276
DBB,380303
CAE,171864
CDD,663550
DAA,526874
DCE,110916
CCB,843450
BDE,700386
EBC,279145
DBD,228326
EAA,101328
DBD,884804
EEA,372778
DBB,761246
CEA,481568
BDB,727735
DAE,368995
BAE,142031
ABA,966942
CEB,390256
EED,335965
EAA,950546
EAB,226668
BCC,480164
EAA,727575
ABA,430833
DBB,122746
BEA,523252
DED,656655
DDE,22485
DAA,14303
BAC,461980
CBA,856498
AAC,879807
ADB,368256
BBD,363276
DBD,750491
CBD,330046
BCB,443311
BCB,32476
ECC,45975
DDD,12685
DAC,245869
CAC,354607
AED,440657
BCE,983201
ADD,149275
DBB,811550
BEA,331609
AEC,946846
DDE,543006
ABE,321067
CDD,786760
EAA,823805
AED,669454
AED,118999
EDA,522070
EDC,755425
CCC,942040
BDD,429589
BEB,812079
EDB,683944
CDC,211363
CED,365553
ECB,790837
ABC,171735
DCA,530906
ABC,374733
EEE,938876
EDA,407127
CAC,809880
CAC,480249
DBB,251571
AEB,577151
EBB,871268
DAC,819535
AAE,106749
AED,561807
BEC,99664
EAA,6566
AEC,301019
DEB,143058
ADE,155619
DEB,45944
AAB,154766
CCC,608221
EBB,82697
CCD,20056
BED,620295
EAE,613659
DAB,357602
BAA,198039
BAA,501549
DAA,3348
BAC,986151
BCA,512293
CDC,437165
CBB,780184
CEE,424067
DDA,991950
BCE,493115
ECA,577042
EDA,733121
AAB,170245
BCC,676728
CEE,9270
EEE,904793
AEB,9402
CCC,297132
AEC,636402
CED,251887
CCD,328952
BAD,913127
ABA,5452
DAB,916250
CAA,71202
BEC,994097
BED,901169
AAC,901484
AEB,960979
CCB,98591
CAB,802636
DBD,370135
ECE,271417
EED,880063
CDB,374440
DCC,242179
BDE,393620
ECA,686010
EBC,275367
EBD,985322
ABC,131911
BDA,784421
DEB,216009
ACD,327302
BCA,48226
BDA,772136
CAA,516917
CDC,369192
ACC,967565
DDA,918496
EBA,841688
EEA,314513
ABE,235532
DAE,388939
CEC,456034
AAC,187727
AAB,270514
CDB,511379
BED,637331
DBE,401680
BCE,676647
CDA,452284
DEA,850344
BCE,321258
AAB,373649
BCC,924158
BDE,840688
CAE,213912
BAE,773504
EDD,216654
BDC,275458
DAE,717577
CCE,460222
CBE,438740
CCD,762341
DCD,422735
BCA,918581
CBC,894330
CBC,704954
BBC,30298
CEE,430614
CCD,339671
ECC,272626
DEE,594631
AEE,242595
ABB,626250
BCC,389971
BBD,787220
BEA,939408
CDD,773047
DAA,515362
CBD,967932
EDD,278425
CBD,760364
EDC,687458
AAC,109236
CBA,346701
BCA,701241
EDC,806028
ABD,164213
DEB,609954
BDB,906333
BCE,968076
ECA,602053
BCD,61115
CBD,690254
BAC,551172
BBB,689546
AEC,338023
EEA,313393
BDA,944285
CDC,362932
BDB,339909
CED,549122
AEC,611457
AEA,36123
BEA,763069
BAB,911029
DED,391115
BEB,283682
CAE,117290
CEA,466515
ACB,67693
DBC,113
EEE,380709
DBC,922156
EDD,828535
AEC,311957
ECA,796168
DAC,477847
DDB,359670
EED,641875
DEB,24538
DBE,352020
EBD,627202
BEE,40261
CBE,40885
ECB,386810
EBB,961077
AEC,188265
BAE,824940
BCB,730436
ACE,882263
BCD,240987
EBD,294000
BAC,305684
ADC,158152
EEA,771853
BBB,602507
AEE,306460
EDC,919592
DCA,425283
EBB,960340
DCE,305478
AAB,65978
BBE,925346
BBE,347783
AAB,971488
BCD,962528
ACD,995264
ECD,51158
DAE,866842
DAE,66945
ABA,896571
DDE,475538
ACD,243786
CBC,26036
EEC,87965
CED,813618
EEB,540415
EDB,520816
DBB,161921
DED,784343
BEC,490907
AEA,888757
ABB,82098
AAE,357935
AAA,186868
BEB,353508
CCB,466939
AAC,765451
CBC,885370
ECD,649363
DAD,24317
CEC,693214
CCB,926202
ABD,369846
CAE,780296
CCC,272881
EBA,660062
CCE,548779
AAE,957388
BBE,629906
BCB,238559
CDB,261520
CDA,457846
CEC,778502
CCD,589838
DAD,528241
CCA,351816
BBA,962657
ACC,391485
CED,317113
BBB,989577
DDC,270674
BCB,207789
CDC,296156
DDC,139430
EBA,890241
EBC,718242
EEE,31033
DAA,208731
CDC,667663
EEB,341875
BAB,71845
ABC,814751
CAE,310066
ADE,806062
DCB,177543
CCC,138829
DAB,894090
ABE,521759
CDE,881913
AAC,99405
EEA,343985
EAE,240457
DDD,766790
BBB,736204
BDC,812850
BAA,22369
BAB,665235
ADC,558539
ABE,697892
BAA,772589
EBD,473855
ACA,246261
ACB,486070
ADE,409907
CBE,878483
BAB,824486
BEB,658878
CDB,11701
EDD,362633
ABA,361175
DEB,569347
BEC,131623
EDA,387799
EDC,527397
CCE,446293
DCA,478982
CEE,127762
CAC,589906
BBD,681663
BCC,261176
CBA,251513
DCC,914856
DED,135347
CCB,883901
