airport_code,sequence_number
BBA,954263
AAE,581651
ACC,581977
AAC,415347
EDE,457196
ABC,705344
BDE,974081
EAE,893129
CBE,804850
CEA,305039
ECA,375924
ABC,447014
ECB,564026
BDE,528505
DDD,338539
ECA,762424
CAC,927204
EDE,594200
AEE,145226
EEB,28870
ABE,168790
ACC,812950
DAD,771799
EAB,209346
CDC,576142
EBD,447513
BDA,990346
BDE,958693
BBE,399288
AEC,23471
BBD,322590
CCA,818307
AEC,833505
ECA,343848
ADE,292211
BAA,378884
AAD,9748
CAD,494352
DBC,260766
BDB,949195
CAC,116231
DDE,907659
EDB,846575
DEB,495101
EEE,649091
ECA,191719
BDE,339464
EDA,164972
BAD,396339
ECC,787241
BEA,422335
EEA,84201
CCA,240154
BBC,455672
AAB,864747
CDC,597789
AAC,254341
CAC,338823
EAC,4937
BCB,203813
AAB,77019
CAD,788793
BCB,454086
EBE,725165
BAB,25821
EBD,14012
CEA,281067
DBB,776805
ABB,617630
ADA,370397
BCA,394361
BDC,509928
ADA,846941
DEE,693479
ABB,965505
AAE,775221
BAD,124087
AEB,650432
DDC,824065
BBA,689079
BDC,644412
EDB,480500
CDA,741438
DCD,432154
BCB,19868
AEA,136158
BCC,358203
CAE,830398
DEB,762161
CAC,117714
DBD,507381
ACE,868530
CCC,797137
AAC,848324
CAA,27280
ADA,411861
ACD,965928
AAC,396073
DBA,531629
EBC,825320
ABA,237793
AAC,264657
ACC,941738
EBA,910293
ABA,800162
BBE,970344
ABD,782879
BDE,987507
BEE,210388
BCA,414376
ACB,447727
CEA,833647
DAC,615190
DDC,112319
AAB,400792
EEB,147618
DAA,220700
CAB,968462
BED,376026
BBD,768147
EDC,232303
BAD,790249
CEC,296312
ABD,390260
CAE,650510
DDD,68581
EED,792244
ABC,545912
DCC,319926
BAC,895059
ACB,958200
EAC,243383
BCD,885015
BBA,99990
EDA,581486
EAD,477542
CAE,354113
EAC,930072
DCD,156966
EBD,94176
DBD,336106
EEC,994564
CAC,938238
CAE,437529
EEA,579916
EBC,198134
EEA,956914
DAD,405670
BBC,263984
DBD,441595
AAB,849296
EDC,53326
DBA,11499
DAA,444104
CAD,435954
BDB,617230
ECB,801023
DEC,632188
BBA,414866
BEB,791366
DEE,899058
ADE,126309
EED,426322
EAB,253045
AAE,708704
EBB,645694
ECC,433712
DDB,823056
DDB,771511
AEE,146765
DCA,966983
ABD,755264
EAD,279493
EBC,150468
AED,823355
DBE,719727
CCA,546025
EEC,781275
BED,308367
ACD,443177
EBB,702221
DBB,742901
CAD,544254
CBA,68960
CDD,383154
EDA,215960
CDA,976865
CDE,240498
DBB,159411
ECC,648091
CCA,722832
BAC,293832
BCC,732702
DDD,231580
BBB,771652
BAD,262567
CEE,302163
BCE,988068
BBE,760467
EBD,61642
EDA,275774
CDB,132205
ECB,254445
DBD,436683
DDD,254264
EEB,964740
ECA,434560
ABA,535304
ECD,622290
ACD,655021
ABB,114766
BED,33073
DCD,15943
AAA,339861
BCC,216957
ACC,757478
BAA,546283
CEE,631114
BAB,424780
AAD,876837
BEA,415801
ECC,165393
CEC,836765
BDE,355185
CBA,141824
ABB,956011
EAD,597641
ABC,575425
BBE,499453
ACE,984086
BCD,266489
CEC,780514
DBA,614981
EED,676077
DEA,325294
DDD,976430
CBD,121045
CAC,382066
AEC,194220
CAA,584545
ADC,298494
EDE,169112
ADA,137663
DCC,860319
ACA,31100
DAA,196266
ABA,989830
CDA,506472
CEB,442192
ECC,6008
CEA,315747
DED,170660
ACE,29229
AED,512892
ABE,904009
CAC,451775
CEC,177514
DBC,530752
AED,949210
BAD,702446
EED,64067
EAA,963482
CBE,323121
ADD,389594
EDE,348031
CDD,137856
DCE,854737
DBB,844525
ABB,173637
ADB,14311
DCD,867533
ADB,466029
DAB,755850
CAA,450535
AED,396218
EED,976523
BCC,915270
EBB,963606
DAB,607470
CAB,774965
CEB,883575
AAE,563624
DED,456615
ACB,197400
EDB,94611
ADE,707207
BCE,959543
BEB,564862
ECC,50092
CAD,201232
DCB,582460
BBA,388894
DEA,361542
CCA,166289
ADB,236840
DAA,63324
CEE,959862
BCE,287109
ECD,108598
ABC,809093
DAE,949532
CCD,495933
CDD,149627
BBE,103755
DCC,902792
DBC,552650
DED,366801
BEA,567416
DDB,720285
BDB,883812
DAA,830178
EEA,178299
ACE,805897
DCD,595363
ECD,618688
AAC,645240
BCC,420717
CBB,872817
CDC,181480
BDD,101366
CBE,327985
BCC,762451
BEB,13014
CBB,162012
CED,872061
AAD,370084
CAA,128662
ADD,55717
BDD,509838
AAE,375246
AAB,716611
DBA,335505
DDD,388629
BBD,416170
AEE,265643
CAD,388969
DCA,729082
EAD,218711
DDA,60026
ECA,375153
DCE,679874
DDB,912873
EEC,728217
CAB,201296
CCC,895077
BAB,668074
BAD,895256
BBA,380625
BDE,198457
AEC,523804
ECB,411135
ABA,689354
BEA,108555
BAC,163829
CBE,410466
AAA,686651
