airport_code,sequence_number
AAB,501402
DAE,769013
DEC,920301
BAE,168913
AEB,649850
EEA,278053
DBA,217736
EBD,816215
ACD,537266
BED,840472
ABC,260892
BDC,435302
ECA,11001
CBB,847058
BBB,217633
ACE,558481
ECA,246598
ECC,372557
CDE,276035
DAC,956209
CDE,95779
ADC,586560
ECD,196931
BAC,883521
ECC,790668
BEE,810485
DCA,780842
DCD,569064
BAA,205674
DDE,452043
ABE,669977
DBA,21189
CBB,252041
AEA,848446
CDA,183676
EED,699586
DDE,518972
CBB,967600
AEE,690127
AAC,622567
AED,435222
CDE,456291
EDA,961210
DDD,127172
ECB,593180
BEE,383045
AEC,789089
DCC,743271
DDC,272628
AEA,732631
DCB,946050
ADD,912528
EBC,262142
AEB,917879
CAC,306974
ADA,87391
ECA,355936
BDC,167005
EBA,939260
CEE,278158
ABC,60246
ABD,364861
CBE,371562
DDE,691475
DEB,490723
BAE,31950
DCA,804410
CEB,882273
CEA,137421
EAA,445005
ADB,508194
ABC,798611
CDC,383863
BAC,594671
BBE,134903
ABD,530310
ADA,840172
DEA,735593
DBD,751073
ABB,658587
DBC,987584
BEB,56076
CDA,663432
EDC,917606
DBC,348219
DCE,378106
EAA,284692
AEB,980755
CAD,193713
BAE,214301
BEC,739086
ECB,89631
EDD,736560
DCB,86648
CCA,392264
DBB,268378
CCD,713589
DEC,205741
DDA,132814
EAC,915650
DBE,615473
DDB,35741
DCD,786512
CCA,980523
DEA,941774
ACE,117420
CDE,908404
CBE,384339
BEB,245134
CEE,534481
CDB,737724
AAD,338352
DAE,369049
EDC,370999
CED,290589
EBD,195904
EDD,329039
EBB,92752
DDE,306222
DAD,129014
BAB,265564
DDA,399170
ECC,329988
CCD,852429
DAB,41247
BDE,248335
DDC,728686
DBE,407333
EDC,712787
DCA,193689
ABD,611445
BBC,956983
CBB,988983
DDD,51362
BEC,60626
EEE,521060
ABD,567511
DCB,794530
ADB,522796
DAA,566842
BDD,818852
EED,305745
CAB,722774
BBC,747935
CAE,496274
CEC,931210
EAB,984292
ABB,14954
ACD,90481
EEB,424600
DCE,512432
CBC,875802
BED,200648
BBC,570697
EEA,415341
ABE,767311
EEE,925737
BBD,797173
DDB,70548
CBB,303103
CBC,451602
BAA,233015
BED,505688
EED,486288
ADA,411017
BBD,347658
DCE,201077
BCE,61859
ACE,659003
BAE,542515
DAA,134147
DAD,293384
CCD,833588
DBD,682825
BAD,426927
ABE,293140
DAD,950248
BAC,337644
CBD,812213
ADC,969807
EEE,880746
CCA,836996
DEC,788102
EED,335255
ECA,113742
ADE,236191
BCD,330424
CEE,213254
BEB,240627
CDC,522354
DBB,712939
ACC,417753
EDD,720187
DAB,863099
CEC,995342
ACB,379281
CCE,475587
DBC,772310
BBC,438875
BCA,471019
DEC,878050
BBB,25470
CDB,250688
CAE,443410
BDB,773121
BEA,17884
DBB,556345
AAC,915641
EEC,999798
ADC,34442
BCD,666844
DDE,982490
DCD,27054
DDE,311973
DBE,25577
BAE,675740
DAB,137631
DCA,805983
BBD,738393
ABE,689776
AAB,551095
ADD,369061
BAD,395454
DED,311596
DED,706410
ABE,653358
DEC,422684
AAB,449543
ACB,271590
DCA,305790
ECC,850265
BDB,327492
EAE,53514
ECB,92547
BAD,485021
DEC,893625
DEE,620478
DCA,847901
ECC,661287
CCB,666052
BBE,631215
AAC,987681
CBB,458858
ECB,728714
ACD,906324
CAB,478213
CCC,338463
DCB,703651
EBE,448257
ABE,627270
BAC,103433
CAC,669928
AAE,124989
ACA,576466
AEC,611624
ABC,745622
AAE,949525
AEB,629043
DEE,849659
DAD,800015
AEA,500524
CBC,200386
AAB,714671
EDB,208670
DCA,52680
DAD,108579
DDD,694095
DAA,806386
EEC,564751
EDE,609568
DAE,914316
BEA,912100
AEA,101056
EAB,98808
DAB,549003
BDC,623253
DAE,318117
ACC,506747
BAC,517044
BCC,274248
ECD,642390
AED,164846
DCE,969997
ABD,14775
ADB,227707
DBD,312697
BEE,894655
CCA,233409
ABE,863552
CBA,275789
CED,740671
EAB,182266
CAE,380932
ECA,329379
DAE,547009
CAD,708645
BDB,796925
CCC,609675
BCA,665610
EBC,493218
DBA,283594
BAB,269490
EDB,47179
EBB,126318
CEE,557865
EEA,838230
DDB,538931
EDB,549822
EDB,210879
EAD,298753
DBB,39803
CEE,531755
BBB,190800
DAD,692105
CCC,488058
EBA,332519
CDD,909299
BDB,342702
BDC,805426
BAC,211530
ECE,850312
BAD,349171
BDE,187374
AED,745722
DEB,379078
AAB,99953
CED,831207
EBB,569114
BBD,706002
EEE,961051
BAD,851550
AAD,811464
BEE,912520
CCE,544070
BEE,296559
BBE,841854
AAA,456868
BEC,77448
CEA,455903
DDE,662110
DBD,34592
CCB,776145
EBD,697409
CBE,650598
AEC,511801
EDC,658306
CDE,854832
CAE,620921
EBE,621587
ECA,744386
DBE,236707
CED,956524
BEE,416027
DAE,132175
ECC,382240
CEE,629894
CCD,601240
ADD,892356
DDA,273104
ECD,762266
ADC,827011
BEA,705485
CDC,371890
DDD,837282
ADA,478583
DCC,458150
AED,986167
DEB,533293
EBE,940283
BCE,733036
DBE,419469
DBA,573132
EBA,916985
ECE,801134
AAD,256637
BED,976436
CCE,66734
CDC,180444
DBC,167143
ADD,835329
DCE,641418
AAE,391141
BEC,428437
BAE,719782
DBD,578908
BBC,24425
EBA,193662
CDB,44286
AED,282563
BBB,860892
EEE,892206
EBD,996035
CDD,842565
EBC,391946
BDA,669593
EDA,288335
CAD,825911
EEB,936327
BAB,516079
EEC,68306
DDA,546360
EBB,724219
BCA,805587
ABB,227314
BAC,192928
CBB,218858
ECD,479079
BAD,330840
CBC,899832
EEE,316505
DEB,48281
CEA,687749
CCD,575513
BCB,293291
EAD,44295
CDB,35562
BEB,751908
BDC,257563
BAA,491076
DDE,460647
ADA,381723
BCB,709240
DBE,505272
EAE,303951
ACC,730522
CCD,819154
CEC,150267
BCC,676183
CEA,785248
BBB,622294
CDB,188855
BCA,547737
EEE,130594
BAD,327273
CCC,84336
AAE,829959
BAB,246286
ECA,909288
AAB,885708
EEA,255669
DDC,530160
CCB,377897
DAE,95550
ECE,512762
DAB,19899
ADD,236394
EED,761940
EBD,152865
EDC,667421
DAE,937925
AEC,489840
BBB,737794
AAC,301495
EDA,121163
BDB,35933
EDE,501055
CED,238040
DBC,770980
CEE,360806
CDE,805322
EAD,912703
BEE,718275
DDA,780384
EDD,800586
AED,197249
DBA,888306
DAD,589441
DCC,19968
DDD,120257
CDE,966651
EAD,327761
EBA,823610
EBA,19364
DEC,597876
DCD,653909
BCD,397457
CAC,198974
AED,829850
ADB,783878
EEE,411998
EBC,637603
CCD,672780
CEE,30037
CBB,557445
CEC,581298
EDA,136222
DDB,575258
CAA,217492
CEA,794198
ABA,19561
EEE,92166
CAC,828540
CEB,8748
AEE,347962
BBE,718108
BED,351157
EDA,248416
CBB,766325
DDA,798578
ACB,895232
ACC,159654
AAB,135463
CDA,671467
BCC,802747
BAD,661314
ADA,598673
DCB,185512
BCE,407490
CED,781687
ACE,189623
BAB,436134
CBD,5012
EED,134444
BDE,657911
BBB,677404
EED,958790
DDC,879258
ADE,180198
CAA,323534
BDB,891143
DCE,203148
BCB,857786
CEC,438361
DBD,333078
ACD,581629
DCE,935846
CDC,92265
DBB,620030
AED,467305
BAD,439862
BDD,994514
DAD,480453
BCD,738917
CAB,998817
BDC,535818
BED,704940
BCD,699199
EEA,906588
DAE,11475
DCD,910240
DBD,353003
DBE,482516
BAA,190004
ACB,476335
CEA,824814
ABA,801011
CEB,572144
CAE,769513
BDB,185811
BBC,154752
AAE,999740
EEE,454917
DBD,996231
EDB,662881
BEB,33461
ADD,611502
BAC,655081
ACE,788904
DDD,173309
CDA,656182
EEA,583415
CCD,996488
AEA,540499
CDB,395104
CCE,368335
BBA,966828
BDB,984249
BDA,455882
DBC,928654
BBA,844891
EDC,463722
ECB,81860
BAB,28855
CDB,419425
BBA,32506
ACD,763744
DED,502187
CBE,69582
ACC,273818
EBB,303734
ABA,490912
AEA,559051
EEC,946391
CAC,767495
DDC,289080
AAE,547245
AAB,865961
EAD,824220
ECA,884510
EDE,217322
DCC,545977
BEC,617955
BBB,255976
EBE,636526
DEE,149257
DEC,294858
ADD,754139
CAC,780470
DBC,658312
CAD,409657
DDE,658895
DAD,924408
DBB,928657
CCA,836535
ECD,82962
EDD,259414
ECD,355992
CCC,974906
DAB,793637
DAC,995789
BBB,891260
EBB,687807
CED,243822
DAC,427566
CEE,550912
EBE,685865
DDA,571852
EEB,80507
ACA,94347
DCA,5885
CEC,386715
ABE,479902
DCA,987884
CDE,705089
DCE,781880
ECE,993142
EBB,900875
CBB,295205
BBA,756212
DED,859635
AEC,273354
BBA,699122
DAB,147375
BDD,736730
AAB,468344
AEC,124965
EDC,978318
AAD,489315
BCD,142192
CEC,160214
DEE,305273
BAC,985498
ADD,442872
CBD,827430
AEA,580380
AEB,716779
DCE,709390
EAA,974542
AED,438339
ABD,341352
ADD,661898
CDD,542004
DCD,866703
CCA,413114
EEE,784011
ABC,330387
ACB,891146
EDB,337409
EDB,192303
BCB,157848
DAA,358181
BCE,135878
CDE,256812
DBD,785977
EEC,759763
CCD,200489
ADB,502992
ACB,235194
EDB,460111
BEA,776225
BAA,370788
BAC,320948
BBA,645504
EBD,192185
DEE,802140
CEC,25059
ECC,100795
CEC,428939
DCA,686513
AEA,662626
DED,562635
CEE,729061
AEC,162473
CDA,171846
ADB,837342
CDD,798307
DBC,385258
ABA,172290
ACA,346792
DDB,523777
BDB,765104
ACA,316019
CEE,442452
EBC,982158
ABD,309213
BED,467970
DBE,540686
EEA,151509
ECB,831148
CEE,625982
BDA,200060
BAA,247414
BAC,877414
CEC,334829
CBB,793196
ADC,379971
ADA,25607
CED,254641
DDD,179706
BBE,335674
BCD,76597
ACC,202028
BBC,490230
CDD,59086
CDB,844310
BDD,953928
BCD,834650
DBB,967242
DDD,211450
ACD,176483
EEE,906950
ECB,78097
CDD,657590
BEE,133356
CBB,753699
BBD,646778
BCE,200918
ACB,136381
BCB,252598
BED,799327
ECE,291488
EBA,207972
EEA,516341
ACE,815242
CEC,417125
ACD,842045
EDC,862387
DEB,803706
AEE,591378
BDC,957405
AEA,854262
DCA,108021
BEE,510422
BAE,855254
ACA,682533
EAB,807033
DAA,582003
EBD,980090
DEB,795899
BBB,723027
BDB,236046
AAB,235401
DBC,42781
DED,216061
EBC,418056
DBC,994453
AAB,716848
CEA,847211
EBB,868753
CDB,688340
DDE,304751
ABD,954905
EEB,829408
DCC,234669
EDA,479455
BBC,573982
ACD,592635
EAC,234482
EBE,396575
AEE,619720
DEB,144728
EEE,8867
EDB,747129
DCB,57213
DBD,740185
BBE,840180
BDC,852425
ABE,899907
DEC,99628
ACB,376197
BEC,502391
DED,478137
ACA,100273
CBE,474649
ABB,281039
ADC,810021
DAA,615508
CDB,409626
DAC,817088
DCE,924032
BCB,758250
CBE,408744
ECC,267508
BDE,809378
BEA,816986
EAD,521553
ABB,83620
CDB,97247
BCA,928660
BAC,426156
EBC,997031
EEE,415241
ACA,184673
CAB,137709
CEA,407953
DCD,256126
EBB,632573
EAB,603295
ECA,319334
DBC,683413
BBB,950588
DBD,260986
ADE,160833
DCE,886981
ADC,3065
EAA,932136
EBE,389963
EDE,525041
AAB,311165
CAD,503014
ABD,983944
EDA,259080
AAC,873140
EEA,463205
CCC,889662
EED,284768
ADE,228557
CCA,501271
ECA,9250
AAB,104383
ADA,647579
CEE,867909
ADA,935370
EDB,946197
DAA,355660
CDE,598194
ADC,687855
CCE,860010
ABC,331252
ADC,101089
CCE,537462
DEB,129911
BDB,499226
EDA,697582
DEA,383192
CDB,211402
DDE,611466
EBC,407626
AAC,517111
EAD,869122
DCC,418297
CBE,719636
ACE,173891
DBC,322502
DBC,282833
AAD,272910
BAB,159436
EED,489098
CEA,401997
CDB,522808
EDB,904372
ECE,123031
CCE,254688
DDD,436353
AEE,180883
CBB,859651
BDB,40627
DBA,457249
EBB,753588
BCC,681978
BCA,790228
ADA,73767
CAE,637230
EBD,818108
DEE,142441
BCC,132220
DEE,269044
ABA,311381
ACD,98016
BBE,77145
EAB,238239
ADE,24932
CCB,464460
EDC,84977
BDA,314270
EBD,500046
AAA,171787
CBC,315971
ECC,778516
DBE,214091
CCC,145576
CDB,118656
EDE,963465
DBE,774540
AED,589535
ACD,88363
AAC,960522
BCD,431332
BEA,420775
BDE,760873
ACC,81958
ECD,384062
EBA,899887
ADE,13292
ABD,364045
EAD,539086
BEB,399945
DEB,951185
AEB,245819
AAC,167247
AAC,319451
CED,633282
BBB,94423
BED,533239
ABB,957379
BBE,324823
CCD,618850
BCB,803349
ACB,458136
DDB,189169
BCE,588551
BDA,124811
BEB,899642
CCC,518746
EBB,416157
AEE,879822
ADD,344816
ACA,90215
BEA,822533
ECD,652207
BBE,628518
BEC,397383
AEE,181374
ABA,664671
EAB,811704
CAD,330970
DBC,336376
ADA,53267
AED,714272
EAA,564316
ACA,361122
CDD,545164
ECD,315463
BED,879779
AEA,878753
AEA,310453
CDE,146183
ACE,147438
ACD,164007
ADC,955032
DDA,349013
BBB,849199
CAE,466859
EEE,580694
CDE,788522
EAB,740885
DEC,472729
BBE,929795
ABC,981823
BEA,535210
AEB,674961
DEE,636596
ACD,793547
EEA,823154
BBE,55133
CAE,393903
EAE,194858
DAC,252484
BCA,172179
AAB,995646
ECC,717809
CAA,265854
CEB,375272
DAA,448676
CDA,435832
ABD,948949
CDC,505445
EBD,79469
ACC,388016
AEC,589088
AAE,401786
EAB,688039
ECE,443651
ABC,981711
DDC,948888
CDD,345054
ACE,778515
DDD,310327
EEE,327718
BBE,359274
EDB,520986
DAA,564376
BDD,195899
BDA,703964
EBC,639223
EDC,445574
AAB,776307
BED,202003
EBB,986669
CCC,673241
BAD,117208
ADE,561885
ADA,984927
BCA,704297
BAB,637376
DAB,894269
BED,159972
BEC,350720
EBA,819619
CAD,470027
CDB,733297
EDD,176815
EAC,206860
CCC,399289
CDC,118221
DBD,207986
AAD,607277
EAE,43816
ACA,626183
AAC,356952
DBC,444041
BBA,354289
EEE,920590
EDC,753485
CED,625908
BAD,626440
BAE,708672
BEE,4011
BAD,872422
BBD,20441
AAE,814776
BAD,664352
EAA,345608
ACB,568889
ECE,351573
ABC,369025
AEC,440531
BDB,100075
BAA,969405
CAE,422701
ABB,123101
BEB,287511
EEC,44735
AAD,652337
AAE,806444
BCE,298772
EAD,190297
CCB,512858
EAE,674470
BBE,82680
EDE,85025
DBB,482494
BBB,349709
BAA,355100
DEC,111463
BEB,6620
AAE,180281
EEA,460507
CAD,713209
AAB,233186
EEA,51763
ABE,109446
CCA,640306
BAC,243769
DDA,695477
AEA,958836
EBB,994982
CBB,678238
BDC,81072
CBD,776923
BAA,258190
DEC,118435
BBA,742868
CCE,215956
BAA,93609
BBD,948530
BBB,191010
ACE,466177
EBE,359061
BCD,30223
EEC,41555
AAC,637382
ECA,168758
DAB,901566
ADE,352307
CDB,610476
BBE,467407
