airport_code,sequence_number
BBD,828168
CED,847953
ADE,255819
DCA,974646
DDB,170589
ECA,554467
EAE,849988
ABB,35872
ABA,957453
ACA,98231
CBC,904356
DCB,151941
DAA,845016
CBC,727066
BDC,877127
CEA,233659
DEE,238162
CCD,206576
BDC,243701
BAB,426484
AAE,444048
CBB,500718
DCC,575696
AAA,511999
CBE,357906
CCE,560265
AAE,743774
CEE,637017
BEC,740333
DDE,349468
EEE,627941
CBD,843680
EBD,584155
AAE,618833
EAB,913563
CCE,442250
DBE,614740
CAA,382783
BBC,832477
CDA,330464
BCE,559813
DCD,611850
EEA,112350
DAB,743033
CBE,278445
CAC,818009
DEB,270441
CAC,449170
CCB,797396
DDA,460625
DBD,238133
DAD,431835
DCB,607054
CDA,116608
AAE,288200
ACC,909772
ABA,342509
CBD,113994
BAD,414470
CEC,501092
EEE,872509
EBC,596481
BBB,246041
EED,818757
ABD,863715
BBE,849651
ADC,553665
ADC,75711
CAA,739838
EDA,404033
DCE,309102
BDE,907374
DBC,782803
EED,198821
BBB,588809
CAC,950009
BAE,486006
ADA,134590
BEC,43777
BDE,90841
DCA,669821
DCB,104312
CAB,591145
DEE,62565
CDA,26729
BEA,857300
CEB,954725
EDA,12279
CDE,516966
ABC,721740
BAB,209367
CDC,688007
DBD,962104
EBC,467645
BDB,16442
CCC,908948
EAC,887095
DEA,928749
ACB,230712
ACE,907736
EAD,837684
CEC,75392
ACD,287761
ADA,889921
DBA,564915
BDA,512834
CDD,349394
AEE,696160
ABA,317772
BBC,838751
BBC,358794
EBD,823613
DEC,760014
AAC,731024
CDC,857951
CDC,489123
AAD,719208
EDE,448619
EEA,451171
CEA,744472
BCC,689075
CDC,544267
EDA,849449
DEE,239180
ACE,730430
BDE,991730
CDD,841129
ADE,36795
BED,783787
ACB,681951
ADB,407043
CBD,350298
BDB,287989
CED,310789
DBA,173330
BCA,158750
EBE,272125
ECC,616892
AAB,790335
CEA,989395
CAD,153092
BDB,871967
BCB,532143
BDC,42571
ADD,802524
DBB,896428
ACD,702877
DEA,503970
CBD,456927
DDE,478589
BEC,314358
EDD,704661
CDC,73085
CED,962682
BCB,641917
EBC,361793
EAE,799283
EED,170711
BAD,696921
CAC,996252
ABD,794121
DDD,514623
BAC,474642
ACB,163931
EBC,908962
DDB,788577
EAD,690303
AEB,70845
ECB,586122
EDD,765463
CBB,395168
DBD,217554
EED,501906
BCB,493173
BDA,695408
DCE,930171
CEC,716992
EDE,697868
