airport_code,sequence_number
CDB,445229
CCD,514038
DED,963842
BCA,241543
DAC,405845
BCC,195073
ABD,525498
AAC,683013
BAA,156945
CCE,688781
EAA,719585
DEE,754778
BBE,643221
ACD,646091
EAB,605701
BCE,475054
DAA,273131
CDC,841775
BCC,956864
CCD,115571
BDB,834580
BBA,633590
EEB,284651
AAE,716213
ECD,624833
EEA,990857
BDD,377298
AEC,104236
BDA,135169
CCC,42295
BCE,339097
ADD,905565
DDC,714984
ADC,863106
CAD,152412
EDA,390351
DAD,97291
ABB,386788
EAB,39199
CCB,12837
CCA,808728
ABB,854520
ADA,884801
EDA,541230
ACE,658256
DCD,37982
DCB,783429
AAB,584572
AEE,826153
EDA,49005
CDA,114105
BCE,565642
BAD,576444
CEE,836009
CDD,218483
EBD,953459
BAE,515952
AEB,81896
DBA,174956
EBD,706892
DEE,4891
ECC,961286
CAB,828607
EBB,605712
EBD,690414
DCC,873919
CAC,766250
ECE,709215
BBD,592830
CBA,764495
DCC,400682
ECB,877948
CEE,37343
AAD,117225
AEB,745070
EDD,352624
EBA,124035
BAD,790101
ABA,984748
CDC,73861
ECB,971407
ABD,391022
AAC,690334
DAD,322370
EDA,65157
EAA,793660
BCE,565313
BAE,311958
EAD,376125
EDD,737327
AED,513692
DDA,926450
BED,372552
EAA,872694
DAB,577772
AEA,186525
CBE,487662
CDD,220162
CBE,495827
CCE,346090
EBB,924138
CEE,919626
BCC,511358
ABA,444841
BED,978746
BDC,587208
BBB,209548
ABD,675351
CBB,448369
ECE,699128
DCD,578034
ADD,948005
EAB,209484
ADB,525138
BBA,79898
DDB,5592
BDD,52328
DAE,982291
EDB,87426
EDC,688621
BAE,261882
CEC,130767
EEB,43380
ABB,669629
BBE,767611
CED,898782
ABE,575243
DBE,526047
AEB,121784
DAC,984272
BDD,624618
ABB,102154
ADD,633731
BEC,616614
BDB,595735
CEB,640053
DAA,215604
CAE,319322
EBE,419448
ACD,90215
BEE,787671
ECB,37660
BCE,989882
BCD,215461
BBD,544452
BAD,260021
EDA,940358
BEC,771207
ECB,970431
BCA,631382
AAC,102142
EAC,500622
BCA,429073
EBE,824412
DAB,217625
CDD,501222
EAB,485134
DBB,990771
ECA,900635
CEA,787070
ADD,857330
AAA,601013
DDB,278676
BCE,639165
AAD,945174
BDB,677931
EEB,187675
EAE,707510
BEE,812699
CEA,236257
BCC,962911
CCC,539604
ADB,148997
ADB,699278
BBE,809937
ADC,401868
BCB,668129
BCB,509541
ABC,322799
AAD,69857
BEE,275575
EAC,841608
CBB,351197
BBE,104785
ACB,394543
BDE,957206
DAA,864709
EAE,498430
CEC,837303
DDA,698386
CEE,700192
DEA,651509
ADB,349142
ADD,207237
BCB,156035
