airport_code,sequence_number
CDE,368359
ACA,514281
DAD,928790
BDE,656650
CDD,259550
DCE,881454
EEB,693343
EBD,712076
BEC,954216
EEC,887886
BAE,414914
DEB,541131
AEA,189316
ACB,99367
ABC,651890
DDB,306144
DDD,869264
AAC,400043
CDC,940799
EEC,682939
DEB,834748
CAA,725704
EBD,647185
EDC,905078
CEA,819009
CAE,760451
AEE,227267
DAC,453889
CEB,926533
ABB,357058
EBC,141947
AED,954748
CAB,533415
BED,573868
DCA,872434
ABD,157283
DDA,380033
ABD,352893
EBD,451825
CBE,641014
DBA,793771
EDC,857422
BCE,142982
DED,151227
BBC,239351
CEB,536598
ADA,191187
EDC,538709
DAA,553849
AEE,477909
BDC,493917
DAE,945231
EAA,999433
ECD,197542
BBE,510686
AEA,814500
ABC,399934
EDE,502461
ACA,640025
ABB,744497
CAA,776803
ACE,267862
DCA,732005
EAD,236751
ACA,240479
ECC,663731
EAC,699190
BBC,371996
EEB,181598
CEB,528926
AAA,952652
EAA,465711
BCD,153272
BBC,678848
DAA,827859
ECC,589787
DBD,517529
DEB,448852
ABB,593642
EBC,568316
AAC,786018
CDD,887539
EAE,220719
BDA,57376
BCB,826395
BAE,900948
AAA,276837
EAC,627785
ECB,805631
AAA,23154
BBE,211091
DEB,981018
DDE,693772
BCD,834897
ACB,750674
DCA,2340
EDD,672506
CEC,20316
ACE,867040
CBA,138341
DBB,178350
DEA,839998
DEE,828684
ABB,14634
EAE,478562
CBE,400068
ABC,3994
CCE,730746
CEC,189896
DED,852104
EEB,412591
BCB,762170
CBC,617139
BBE,141871
CCC,635163
DDD,150361
AEC,920035
ADA,597580
CBB,227829
EEE,264506
CCD,92305
EEE,417747
DAD,358958
EAC,907149
CAD,246244
BBA,366452
CBC,624394
DEB,576835
CEE,131906
DBA,682331
AEA,239442
DBE,553379
EBC,307530
BED,331932
CCA,469724
ACD,917238
CEB,524053
BAE,608770
AEA,650281
ADE,225857
AEB,897403
EBA,562739
AAD,784697
ECC,308191
CBE,200363
BBC,484163
CEB,437239
AEC,510037
DCA,19023
EAC,962589
BDC,437552
BAE,987683
DAE,21265
ADD,555399
CBC,165255
DDD,948732
CDE,766191
BDA,753043
EAD,272098
ADA,191147
BCA,182659
BBA,117210
EDD,973725
BCB,381203
CCE,954991
EAE,970601
DAA,995862
DBB,908410
DDB,29237
CDA,320972
AEE,888374
EDC,142889
DBC,731741
DBA,728096
BDB,514699
ADB,102540
EAC,42389
CCB,346154
BCB,65559
EAD,686860
BCD,690453
CEC,997053
CED,813850
ADE,668382
ADE,298810
DBC,241215
CCA,280510
CAA,15411
ECA,880850
AED,838117
BAC,243372
BDD,68534
CEE,473127
BBE,993509
CED,992293
ECC,493839
ECD,640283
DEC,886957
ABD,329831
DCA,252559
BBE,220821
DEB,317371
ACA,358969
BBA,689310
ABA,449044
BBA,109004
ADC,866873
DDD,757441
ADD,460621
BED,476317
AEC,414146
CCE,221229
BDD,766149
CEE,437989
CCB,538858
DEA,898824
DEC,610265
ACC,532257
BEA,352876
ABD,848192
DAC,280477
BAC,390019
CBD,787863
DEB,79043
BAC,903518
CAB,234679
EBD,72618
AED,800530
EDC,986299
EDC,863613
CEB,92597
CBB,791267
ECB,410095
ADC,272293
DEB,775654
ECB,396208
CEA,576179
DCD,515383
ABD,735219
EBE,499773
CCE,506849
EED,839251
DBA,599060
DCD,676454
EEE,478823
ACE,510279
CCB,67255
ACB,145929
BBD,837741
CAB,482094
ADC,211728
BAC,800246
ABE,469773
ECE,965895
ABE,904535
DEC,703246
CAC,71041
DDE,23470
BAC,417938
DDA,252205
ABA,566433
BDC,482110
DCD,745018
ACC,881710
ECE,808958
ABB,161658
DBE,385060
ECE,241619
BEB,368552
EED,757467
BBB,932667
BEC,831917
ECC,742528
EEC,191678
EBE,914919
EEA,730816
DDD,212491
ACC,507889
ABC,121869
ACA,192073
EBC,474325
BCE,813018
AEA,733252
DBE,933507
ADD,699392
BBD,463311
CCA,782257
CBC,195703
EAD,725620
ECC,868066
EBE,656557
ACA,103647
BEA,3601
EAB,513291
DDC,387199
BEC,865581
ABA,487239
EBE,717719
EED,710990
CED,511577
EAD,311009
EEB,421032
ADA,890071
EAA,974228
BCC,917602
EDE,807145
EAE,834705
CEE,335258
BDE,410890
BEE,430255
ECD,765946
ABE,218653
AAD,351892
ABA,338801
DBA,535564
CAB,833141
EEB,866416
BAD,464786
CEA,549050
DDA,244637
EBE,258961
ECC,354255
DCD,832669
DDE,759261
BBE,504985
BBE,412647
BBA,855969
EAD,457226
CDC,365116
BEA,365604
ACC,857597
AEC,1301
CEE,617617
EEA,579351
ADB,550817
EBC,372679
DAD,617306
AAE,637550
ABC,160173
ECC,990794
EDB,894297
ABE,211039
BAD,794087
BBE,272798
CAD,731063
CDB,24574
EEE,514831
DEE,844198
BAE,942185
ACD,974081
CAD,395502
EAE,143012
CCA,744587
DCC,774181
ACC,298483
DCA,80168
EEA,567043
DAC,833546
BBC,506123
DBE,32248
BAC,757979
CEB,245274
AED,918976
ECB,555617
BEE,620474
ACB,585435
BDA,28573
DCE,801616
DBC,423915
DEB,138411
CAE,62134
BDD,191617
EBD,858794
EEC,575771
ABA,76199
BBA,230169
BDC,548855
CCC,215034
BCC,625229
EAE,283183
ACD,784464
AAA,514129
DBD,571042
EED,600386
EDC,458284
EEE,573807
BBE,505737
BCD,120859
EAE,986379
DCD,643994
ECB,211689
AEE,596488
EBD,355907
DDE,536031
ABA,737632
CBA,52208
EAE,28699
ABA,420038
CDB,715443
BAC,828612
CAA,706161
AEC,904284
DDD,130346
ACB,900169
AAD,939033
BDD,123924
DAB,998178
DEB,780638
EDD,553958
BAC,871146
CCC,482368
BCE,983273
CEB,199110
EBA,365477
CAE,714779
DBC,157975
CBA,744358
BBA,283828
DDD,374091
CCB,540279
BCA,262129
AAC,55014
CED,104298
CDD,639624
DEC,267894
DCA,328479
ACB,949563
AEC,233249
CAC,285679
EAE,683461
ADE,84183
DBD,647584
BDA,123946
AEE,944066
DEE,869751
CDB,595999
BEC,780313
ABB,770031
CED,732334
BAE,113608
CDB,550072
BED,783925
CDB,759681
EEC,354356
BBE,432272
DEA,965103
ACC,104821
CDD,193950
ABE,863036
EEA,248070
BBD,936265
BBC,898517
ADD,947577
EEE,481959
EEC,400907
EDE,736368
DEA,422805
DEA,933030
AAA,158307
DEE,805616
CBE,420853
DEB,518796
DEB,454609
CCE,664532
DEA,766815
EBD,751675
AAE,855611
EBB,690273
EEE,80201
CAC,740954
ECA,497802
BBC,413879
ACC,223004
BEB,22634
EDD,198490
EBA,670904
DDB,291562
BAC,188882
AAE,535059
BCE,829261
AAE,909700
ABE,785442
EEC,247303
EED,820767
BBA,585101
ABA,433879
ADD,616097
ACD,463472
ADC,163032
ECB,472181
ADC,941874
AED,872548
CAC,684263
BBC,19274
CBB,876043
EBC,909170
DBD,233474
DBA,532309
EEB,566193
BBA,865933
ACE,571639
ECE,151180
BEC,190235
EBD,47752
AEA,667407
CBC,442528
AAE,119508
DEB,657246
BAD,509336
EAD,637371
BBE,176072
EAA,201857
ABD,96445
DCE,137115
ECD,631601
DAE,616776
DAA,336920
EBD,988189
CAD,343469
CDE,641407
BAC,756210
EBE,214132
DDE,889527
CBA,330501
CAD,101279
AAE,198902
ACE,677529
CBB,119740
BCB,458210
DAB,818797
BDA,468120
EEE,923888
DBC,558394
EBA,287282
CED,501951
EBC,383075
ADB,713851
DAC,606518
CAE,977925
BCD,369701
BED,784222
DEA,584900
BCD,730227
ECA,998644
ACE,351347
EAC,88607
AEC,317574
BDD,8236
CDB,544035
DCC,568978
BEB,843394
EEB,861811
EEC,702647
EED,83055
DEA,958808
AAA,653422
DAE,414341
EEE,623284
BEE,41940
ACE,30081
AAD,821840
BDC,49359
DCE,363522
ADE,431926
DBB,663890
CBC,224439
BCE,900675
ACA,225756
BAC,903259
DDB,408870
ACA,782514
CBC,847797
ADB,777975
ABA,308431
CBE,435828
BEE,228250
DCD,663395
DDD,716661
ECD,737975
CDA,415949
DCA,799602
EEB,602841
ABC,389625
ABE,963801
CEA,141322
EAB,375548
CAE,161023
BEB,708368
AEC,602964
DCB,389846
EAC,34508
BBE,548247
AAE,960406
DDD,583255
ABB,337122
BCC,533197
DBA,533501
ABE,121729
BDC,274796
CEE,93623
BCE,815787
BBE,259389
EEA,925209
DCA,982610
AAA,647416
CCC,813310
EEB,770495
CAC,107571
ECE,435642
AAC,965433
DEA,607004
CCC,275392
ADA,942418
CAE,776988
DAA,996534
DBD,346774
DBD,306345
DDB,964872
CBD,513467
AAB,938988
ACB,428959
EEA,463892
DEA,709998
BBB,948494
ECB,138370
CDE,686888
CAD,651883
CAB,90220
DEC,574214
BBC,508504
BEC,154107
BEC,799581
ACA,471214
EBB,113777
ECA,956100
AAD,895632
ACE,470036
DEE,140208
DBB,349956
AEA,156243
DCC,623372
CBC,768014
BAC,531211
AEE,561232
AAC,158786
DBC,661260
CED,667546
EEB,13155
AED,477402
ACE,423182
EED,496613
AAD,728483
DCC,979386
ECC,803878
ACB,517078
AAE,960556
BDE,282124
ABA,477406
BBE,575903
CEE,524619
BBB,288621
CBE,445905
DCB,624596
CEA,998617
DAC,27408
EAE,602335
DAB,514106
BBD,772614
EEC,936263
ECA,62826
ADA,628385
AEE,28361
EEE,515304
ACA,233128
EBE,998272
CCD,471735
DBB,501985
BCE,699563
ABC,646211
AAC,176701
BDB,483783
DAD,881573
DBC,777065
BDC,574091
AEA,712287
EBA,549285
DBA,9815
AEA,355265
DBA,105400
ACA,971735
CDA,664656
DCD,587681
DCA,935000
DAD,183563
ECE,650749
EBD,877921
AEC,10801
AEA,46956
BDE,494269
BDE,314921
AAD,897981
DDB,267589
BEE,70402
ECD,928609
CCB,214965
EEA,572250
EBD,153007
BAC,862831
DCC,917526
BCB,766892
CCE,911513
AAB,849848
BAC,328478
BAA,684234
EEE,869550
CEA,700966
CDC,10082
DEA,485114
ECB,48450
EBC,810881
CEE,424164
BED,22885
EDA,200329
EAA,354081
CAD,502902
CAB,35082
ACB,854765
BDA,724272
ADC,450223
ACD,638543
CCA,633957
ACD,152760
ADE,986810
ADA,727537
BCD,778335
CAE,585082
BAA,417026
EEA,378544
EDC,970384
BAE,890559
EDE,272400
DBE,109708
EED,96443
ACD,333309
ACE,503816
BCE,315805
EEB,323315
BAC,713187
CEE,824376
BDA,452885
CDC,229077
DAA,260510
DAD,387099
DCC,751069
BBB,661611
CCA,79887
ADE,231022
CDA,252568
DEB,742098
DBC,527549
DED,970040
EAA,262843
DEA,493635
DAE,648044
CCA,968373
CDB,197445
DEB,133605
CBC,825989
AED,864287
CEA,48942
DBD,394957
CBA,810068
CAD,950510
CDE,378458
ECC,957176
EBE,242333
CAB,975691
DAC,601256
BEA,95559
EAD,343611
DDC,346797
EAB,597280
ABA,662484
AEB,249336
BCD,213186
ADE,322656
CAA,545666
AEE,261169
AEC,106382
CAC,396071
CAA,723189
DAD,827513
CBC,378354
BEC,973269
BED,812909
ADA,180022
ACE,474753
ECA,488035
CEA,92322
BEC,788606
CDB,921804
BCB,968998
ACB,941289
AED,165985
AEE,526284
ABE,40834
BEA,825423
AAB,763941
DED,146314
CDE,991465
DEC,757142
CCB,199987
CAA,522584
BCD,720750
BDA,504783
DBD,520025
EDE,578519
CCE,801576
EEA,33588
EBB,110507
EBD,881455
EEB,602211
CCC,957077
CCD,605622
DEB,226327
EAC,877738
EEE,983518
DAE,687389
CBE,16830
ECB,896224
ACA,981231
ACE,549753
DCD,4881
CAD,24060
BCD,176885
ADD,876313
EEA,936021
CEB,651415
AAA,272565
DBA,491577
CDA,933
DEA,468861
ABB,173793
BBE,619662
EDB,696068
ECA,37381
DEB,224392
EBA,374551
BCD,157399
CEA,425628
DAA,863512
DDC,592328
ABA,184554
CDB,655979
ACE,516146
DAA,196803
ECB,526989
AEB,280716
EBE,465978
ACD,321987
DBE,68835
ABD,666076
DDD,864491
AAA,913124
CAB,427239
BBA,979369
ABD,70434
ADB,28225
EEA,83893
DAD,440242
DED,333172
EBE,717747
DBE,877092
CEB,798945
ADA,651800
EEB,951255
BBA,419787
BCE,441150
DEC,384430
CBB,396199
BBD,288494
BEA,163632
DEE,158514
CDC,754695
AEE,616637
CEE,152777
ADB,467422
ABA,337439
CAD,965454
ABB,454784
CDD,941953
BBC,257822
CDE,281777
AAE,746916
CDE,332689
CBC,153008
BDE,384839
AEB,37191
DBE,185155
CBE,571844
EED,239277
ADA,785609
ECC,288072
EBA,71465
ADE,651243
EDB,427685
DEE,893441
ABA,427411
BEA,860128
EBC,754569
CDD,46136
BED,903781
CBC,773201
ADB,569214
ACD,671873
AAA,510294
DDE,823624
DBC,206822
DBC,601346
ACE,607976
AEC,481139
ECC,18224
EEA,814102
ECC,541294
EBE,88294
DDB,26752
DAC,387201
ECC,588031
BDD,652026
AED,318755
EBE,914175
BEA,188270
CAA,145809
ECD,20500
AEA,503904
BEA,994590
DCB,370105
AAE,105590
BCA,883176
EAE,426376
EDB,119412
DBC,292514
EEB,642310
EBB,222569
DAA,383210
DEC,994103
CBE,136189
CDC,886757
BAB,210102
DDA,803967
AAD,658932
BBB,927861
DDA,876076
AED,119566
DAC,622734
ACB,724870
ECC,266986
CEA,21883
BBC,571936
CEE,845293
ACA,604561
DED,708362
CBD,602778
EDE,463720
EAC,243184
AAA,213729
EBD,288730
EAD,759974
DAE,900238
ABC,808492
DBC,781391
CED,651623
ADD,447468
CBD,904108
BBD,926908
EEB,825589
BCB,797622
EAC,653823
EDA,90342
AED,942120
CED,513392
CED,224449
ADC,615026
ABA,618312
BBE,150545
ADE,907892
ABA,908311
DCE,425995
EBA,790642
EED,11175
DEC,73875
ACE,971609
EAA,398623
BAE,720936
DDE,704479
CEE,135178
DAD,698964
ABC,94158
EBE,532117
ECC,292113
ADA,5835
DDB,527624
BBB,675010
EBB,558688
CCB,614600
DBA,972717
ABC,175110
AEE,249105
ADA,848772
AED,613959
ACE,83745
DAC,567414
DEC,629346
CBD,569606
BED,773944
CEC,334689
EEC,845431
BBE,608146
BDC,711839
CEE,38232
BDD,220801
CAB,980481
