airport_code,sequence_number
EAA,478258
DDC,109473
EBE,372251
CBA,174774
ECA,34658
CCB,890924
ABA,304755
ADD,17803
EAE,897822
BDC,555544
ABE,763043
DBB,324460
AAC,398378
ECA,20266
EDC,266440
ADB,85944
DDD,439182
CBA,765550
CED,356203
EDC,286666
DEE,329919
EBE,681666
CCA,522723
DEC,434222
CDE,145150
CEA,553472
BCA,28955
CAE,344295
AEA,531482
EDA,210026
ACA,490617
EEE,703607
AAA,292454
EDD,749474
ADB,644929
BDC,197577
CDD,972796
ABC,912152
EEA,820926
EBC,597579
CCA,721218
DBB,806447
ECD,810852
ECC,36649
BDD,708047
ACD,357716
DBE,709867
DAC,205175
BAE,768276
ECA,648320
ADB,344147
EAC,520533
DBE,740255
CBB,718779
DCB,22497
EDA,548062
ACB,505665
DAC,298663
BBB,128981
DDB,701571
BCE,759435
CDD,863646
BBC,931080
EAC,368938
EAD,397025
EAD,453604
EAE,451922
AAC,212988
BCB,171093
EEE,530548
ACC,132260
CCC,87042
ADC,249322
DEA,853431
CDE,98098
CBC,894817
DBB,423231
AEB,601834
EBB,499241
AED,556338
DCC,252347
EBE,227413
BBC,301964
EDC,512813
BED,849293
ECD,978701
BCE,908555
BAA,864040
DEC,891794
BAC,748473
BBA,218181
DBB,654637
BAB,913176
ECC,819541
EDC,755743
DCA,448124
AAD,562507
CBE,264232
AAE,2543
BBE,996107
CCE,399249
CBA,925446
BDB,253223
BBD,284491
DBE,753961
ECA,353419
EBE,65819
BCE,14167
BAE,22774
BDC,920199
DEB,272365
EED,387904
EBC,866803
AAA,126440
ADD,418868
AAE,722709
BDC,421494
CED,378026
BCA,653236
EDD,747696
ABD,705074
ECE,959902
EBE,250893
CEC,395819
BDA,822924
DCC,10699
ABD,801037
DDA,242409
BDD,709541
DCE,410645
BCC,336515
EBB,265981
EBC,4765
DCA,455460
DCE,985418
EEA,606292
DBD,317181
DEE,438128
DDC,341913
CBD,838777
ABC,425320
DBC,326693
CEE,732371
EBD,248845
CEB,883043
DEA,405113
BED,307452
CAA,890550
CEE,761880
CDD,958004
EDD,535964
AAB,725604
BDA,633196
CAD,520233
CCD,804948
BDC,550170
BCA,408800
ADA,399935
CAC,208050
ADD,218173
CEA,339902
CBE,871525
BAD,906032
BBC,818453
ACB,296998
CBC,151485
BBE,910504
AAD,449939
EDD,214190
BCD,714393
EAD,864964
EEC,409441
DCA,820544
ADD,221619
CDE,165330
ADD,952283
ABD,935523
ACE,580286
ACD,766476
ECC,88931
DCD,584120
CED,621455
DEE,271323
BDC,156905
CBC,842782
EDA,786703
ECC,361584
BDB,342555
EBC,836864
CBE,890126
AAA,483806
CCC,991913
AAB,185420
