airport_code,sequence_number
BDB,54815
CAA,268484
ADC,65021
EED,235798
BCC,979160
DBD,42817
DCD,266926
BED,568370
CDA,464776
BEC,187822
CBB,324713
CDA,820445
DCA,998393
ACB,8127
ADE,445336
BCC,398335
CDB,592840
ECD,82746
CEB,497522
AEB,676427
AED,636395
CEA,660091
BDA,440312
BDA,603284
CDE,564248
ABE,536386
ECA,627780
DAD,386961
BBE,567150
BCC,999630
ABA,778020
BBA,672465
DEA,390311
DDC,984246
ECD,955634
CEE,976911
DEB,399624
BAC,374684
DAD,144734
BAA,747715
ADB,782051
BBD,488690
BDA,746974
EED,923452
DBD,885392
ADA,359850
AAE,723942
EEB,649344
CDC,103208
BBD,642712
DBE,819124
DAD,63292
CBB,960954
DAC,650403
EDC,682272
EDE,251128
ABA,283163
ECD,706733
BAD,251732
CDD,752068
BEB,216679
AAE,355534
ACE,412884
DCD,337233
EDE,829770
AEC,624502
EDE,986753
CCE,995751
DDB,726765
ABB,433076
AEB,88092
BDD,531703
BBB,764569
CBD,964913
CBE,179388
DBA,199686
EDE,273144
ABB,265337
BAA,905819
AEA,411641
DAD,684595
DEE,987649
DDD,523227
ECA,170955
ECB,871862
BBE,697685
ECE,684421
CEE,442873
DDD,98453
BDC,869691
CDE,713395
EDD,233508
ECD,853402
EEA,239317
AEC,58589
EDC,977304
DBA,964374
ECD,826047
BDD,390322
EDB,808465
ECC,588584
BAC,284813
DCD,879122
BDA,636188
ECE,132678
CAD,834920
BCD,341700
DDC,23887
DCA,26250
ECD,990714
DBD,243329
ADD,526008
DCC,464538
BDD,895104
CCD,330802
DCB,158974
ADE,96803
DDE,138112
CDE,479
EAE,542421
DAC,433871
ACA,316453
ABC,189895
ECA,174217
ACE,861940
DBA,730047
BCB,613005
AED,593795
CCD,250281
EAE,573793
AEE,943932
EAE,962929
BDE,620870
DDD,936643
EDC,4547
AAA,89497
AED,506834
BDE,41731
BAE,983318
EAE,614424
DCA,606326
EAC,176057
BCC,785504
DCD,561421
AEE,784086
DCE,268021
ECB,185100
BBA,809593
CAE,974239
BEE,701076
ABC,32457
BEA,315003
EBD,839260
EEB,506093
CEC,106253
BAB,108447
BDA,19646
AEA,248455
ACD,494744
ADA,993799
EDE,557617
BDD,159424
BEE,509875
ABD,13557
BCE,859693
BAC,489303
DAE,1021
BEB,34592
BBB,270436
CBD,77882
EBE,985262
BCE,761218
DEE,107602
BCE,922717
ECE,427339
ACA,974585
EEC,460543
BBD,477806
BEB,242284
CDB,687187
BAD,329191
EAC,95957
CDE,957939
CED,352481
BAB,819614
AAE,388523
ACA,763111
CEE,465843
ADB,14351
CAA,579422
AAE,558084
AAE,102837
CEB,538750
DBA,748577
AAE,409726
BDD,572600
AAE,505649
CAE,957555
AAE,567596
AEA,748139
AEA,431393
BAD,451291
BEC,778864
DBD,569158
DED,971936
DBB,97386
BCE,949457
ADB,622850
EAA,649901
DAC,845336
DDC,866732
ABC,749845
DAB,927065
CDA,680909
AED,558531
CBB,106144
ADB,679376
EBA,6
ACE,714312
BED,7757
BAC,583355
DCB,53878
EBC,926928
DEE,424708
ADA,298268
EED,77663
EEE,736970
ADA,346989
CDE,898157
DAD,560276
AEE,529223
EEB,323388
AEA,883576
BAD,723201
DAC,705931
AEE,345407
CBC,612024
EDE,245683
BAA,30768
EAE,571874
DED,994192
ECC,220228
EBE,604940
CBB,613733
DEE,463318
DBE,369391
DCD,807456
BAA,281101
EDE,354472
ABA,190082
DDD,503830
ABD,515787
EBB,323005
ACC,578009
DCB,857920
BBD,506601
ACD,364876
DBA,720527
CCE,515064
CEC,754076
EAA,560509
DAB,56495
CAA,580540
EAE,803023
AEE,65140
EDA,664731
CAA,340348
DCA,557110
BAB,338719
ACA,997446
BAE,756160
AAD,177162
ADA,773471
AEA,76561
EBE,186098
BEE,491924
BBC,578365
CAA,392680
EED,666174
EDB,977860
CEC,90545
ABB,637900
AEA,131528
DEB,48001
ABE,700330
EEB,808443
DCB,55929
ADA,968519
BCD,310696
DCC,536050
DAD,605036
ABA,558734
CAC,156819
CBD,554735
EDC,656719
CCC,508010
BDE,60976
BAA,565521
DAB,733148
ADD,857398
CBB,887760
DAA,423743
CBD,59486
ADB,75680
DEA,873623
DAC,756366
BDD,831262
BEA,774135
EEE,678846
DCD,573360
CAE,995114
EBE,358443
EDC,127692
AEE,927184
DBE,806578
ACE,916541
EDA,889573
DEC,894858
AEE,957725
EAE,108445
DBE,934700
CAA,288197
BBA,135501
EEA,388817
ACA,187536
CCE,674609
BDC,384563
EEA,788
EEA,523607
CCB,304124
EDC,526012
ECA,628532
CCB,239413
EEC,224974
CAA,578729
CCB,593526
BBB,987510
CBD,794092
AEA,210356
CBD,346759
DDD,967240
BDB,260324
BEE,799221
ACD,221247
CBC,7784
ADC,21264
BEE,360122
CCB,703834
EAA,659257
BAC,523737
CDB,347904
DAC,28135
EAE,707064
DED,974589
AAB,272354
AAB,45710
CBB,169211
BBD,375529
EED,584552
CAC,586254
AAD,811278
DEB,875766
EBC,284383
CAA,926408
EBB,370990
CEC,966502
EEC,699596
CDC,771004
ADC,946803
CBA,656605
CCC,175155
AEE,711061
ACA,507099
BCC,33173
DCE,846063
CDD,291457
BEC,749086
ACA,882818
EEE,236307
EAA,20252
BCB,342014
CCD,340854
BDE,327448
DDD,669132
EAB,470632
ADB,786404
ACA,949805
CAC,275602
ABA,522809
BBB,45773
BBB,701441
DDC,193477
BAB,107692
EAB,553574
CDB,720412
DDB,56767
ADD,415825
CEE,272040
CEA,364151
