airport_code,sequence_number
BCC,729320
ACD,129064
AAE,733765
EDC,761508
CBA,52211
EAB,15697
EEE,741586
CBC,328714
ECD,373172
AAB,760196
BCB,948557
BAA,939005
CDE,285394
AEA,411339
CDB,618210
AEA,666994
ACC,948067
BCB,251114
BDE,156928
EDB,194495
BAB,922815
CDA,878188
CAE,967316
AEA,626864
DBB,933309
CAA,970218
CBE,126046
EBE,113799
EBC,449734
BBE,285810
DBA,662471
AAC,121435
ACE,798987
EBB,262672
AAB,217861
DAC,821918
AAA,577597
BDC,937438
EEE,745343
BAA,415990
ADD,545426
AEE,248170
DAC,320270
DCD,472049
CBC,30965
CDE,407408
AEB,314320
ECA,529919
BDA,346667
ECE,545890
DBC,116501
EBB,629317
DBA,471420
DCB,945096
DEE,771989
ACC,71583
BCB,512013
DCD,856288
DAA,359284
EAD,727268
DCA,287804
DCE,14413
ECA,558845
ADB,478625
DEC,463162
BAC,305377
CDA,683666
ABE,309615
DED,826500
BAC,52102
CEE,808355
DDE,26021
EEC,27937
EAA,255173
ECC,327379
EAC,650505
CBE,294355
BEC,863432
DAD,903210
DCC,488771
ACD,92235
CBA,168452
CCA,986750
DDD,227741
DDC,751393
ADE,783857
EBE,60301
EDE,252325
EDE,178556
BBE,727049
DAE,650102
AAD,719087
CED,117122
BEE,163490
EEE,861276
DDB,418737
EDE,100693
ADB,583486
EEC,519220
CBB,724513
ABC,159253
EBC,550352
DBC,656652
DEC,282933
ECB,903751
ECB,888797
BDC,152452
BCA,666859
EEB,126829
EDA,148872
EBD,335845
ECD,747000
DDD,175428
DDD,994663
AAA,612803
EDB,365331
BCE,350695
BBA,678460
DCD,341715
EDC,351464
DCA,985854
BEE,800298
BEA,810843
DEC,22637
AAA,310354
ADA,725124
ABB,97599
BDC,341786
CAE,193761
AEE,586464
CDA,854562
ADA,860623
BDD,633678
DCD,220251
BDE,167068
CBD,171002
CEB,630565
CDA,167471
CCB,482930
CCB,290886
CAA,481346
AAE,601986
ECD,941829
DCB,129197
BAA,203256
AEA,424764
BDB,289313
DBB,420232
DEA,515651
EAE,418160
CBA,81213
CAE,648828
EED,916247
BAC,555335
CAD,226537
CAC,20267
DEC,5136
CEE,206930
AAB,308102
DEE,320803
BBA,886137
CCC,952308
EAB,239814
EBA,647543
CCE,183482
CCE,523094
ACB,569422
EED,723933
EAD,526345
AEE,476597
DCC,613073
DEC,94093
AAC,945287
DCE,316353
BBE,346636
CDA,351939
EEC,754425
EDD,846565
ACA,251457
EAC,649113
CBE,532686
EBD,660696
EEB,985103
BCD,754436
BAE,354947
BBE,785871
DBD,740465
EEB,185772
BBB,550999
EEC,95082
CCB,545463
BEA,286131
BAE,111770
ECE,561028
BDC,437317
