airport_code,sequence_number
CCE,847966
BAB,392207
BAD,8058
BDB,425570
EEA,727319
BBB,386734
BCA,716848
ABA,354481
EAA,743548
AAA,607196
DBB,606697
DEB,197442
AAB,385763
AAC,895641
CEA,128761
BEC,170678
DEC,143729
CAA,465394
EAB,738723
EEB,904184
BBA,996024
DCD,572321
BDA,389392
CAA,147270
BCD,120186
EBC,418380
BED,454779
BDA,928485
CED,941705
CDB,91893
AAD,697518
CBA,789233
DBA,719063
DCC,806230
EDC,464435
BCB,919366
CEB,394325
CAA,330497
CEE,383596
ABB,579448
ADD,443358
EDE,777675
EDC,372530
BDC,225670
ACD,700505
CAB,940615
EAC,102556
EBE,691611
ECD,545285
BCA,228045
AEB,526466
BEB,719804
EEE,775001
AAC,850737
EAC,917099
ECB,678129
CCC,45997
ADA,581656
EDE,461303
ECB,265059
CCC,565262
CDC,615804
AAD,659085
DAB,211903
CAC,737331
EBE,771439
DBA,309114
DCD,899569
AAD,671243
CDE,209466
CDD,372735
DDA,637916
BCA,765067
BDB,451251
DAA,728318
DDD,9260
BEB,735563
DCC,318620
DDE,647326
CAC,285146
BAA,570383
BCE,854472
CBD,20492
AAB,383038
EBD,185392
DCE,663864
CBE,356258
EAE,83566
EBE,345916
BDB,819602
ADC,375606
CEC,579215
DCA,804532
CDA,577030
ABA,9332
CDC,816815
DEA,862719
EDB,855000
CCC,550017
DBB,74731
AAE,595819
DAC,195023
DCB,30481
EAB,978635
BAB,396903
AAB,835715
DDE,827642
DAA,720889
BAD,292494
BAB,231086
EEB,445474
CEB,734784
DDB,131724
EAE,39723
BCA,675104
DEA,148013
ADD,410385
AAB,229980
DCD,574560
DDC,962820
EEA,564314
ADD,775215
EEB,434645
ACD,403241
CBE,792157
BCC,674120
CBD,615898
DAC,396300
DEC,271312
DEA,381252
DDD,719764
AED,767538
AED,623710
BED,522656
BDB,96208
ADC,224383
CDD,699228
BBC,654189
CEC,293414
ACD,90923
DAE,23389
DBD,262243
DBA,206639
CCC,168410
EAC,379966
CEB,821164
AEC,82114
CEC,927575
ECC,782274
DDC,711180
CAD,266122
AAE,102250
DEC,876216
CCA,721270
AAC,996163
DEE,986694
EEC,867365
DEC,983719
BCD,737454
DAB,707151
BAA,36436
CAB,475619
BBA,582763
EAC,143496
CEB,586054
ACB,552881
ABB,55712
AAB,455495
BCD,416620
EBE,809110
CEE,711435
CEC,253185
EBB,166663
DDD,727251
DEB,963618
BAA,879745
AED,217996
CBA,554861
ECD,70841
CCE,79543
BBB,585735
AEC,267182
ABC,486453
CCD,993057
DBA,793891
EBB,678786
EDD,888647
DAA,872108
CCA,632212
CEA,133278
DDC,449228
CBB,356102
CEA,1591
BCA,202499
EEE,829038
ECD,109556
EBE,631283
BDA,402746
EDE,957792
BCA,925899
EEE,382609
DBA,197852
CCB,58555
ABC,490025
DBA,818921
DCB,890405
CCC,629322
BCD,652378
BDD,290779
EBA,633081
DDE,947010
EEE,241286
ABC,898465
DDD,340655
BEE,744270
AEB,468759
EED,656456
AAD,696979
DED,245945
CCB,414721
ECE,323930
DBB,366386
AED,581917
CDE,953901
CCA,670824
EDC,140613
DEA,548364
CEA,426713
ADA,434737
CCB,660222
CBD,379092
BAC,925364
CCB,131727
DBA,7947
EEB,114564
CCB,403710
BCE,876012
BAC,749651
CAC,929043
EEA,869814
BCC,839367
DAD,734952
CBE,673018
BEA,512565
ECD,574215
EEB,244406
BAB,882691
DAC,898476
ADE,73999
ABA,461304
DAA,587386
EEB,125595
CEA,256279
BBB,272912
BDC,192903
EBC,817902
BDE,228052
AAD,341555
CCE,804521
BDA,999713
DBE,915659
BAE,222796
BDE,908047
CDA,869679
CAB,620991
AAD,948972
CAD,190138
ABA,137853
DBD,689537
DDE,905708
AEA,273072
ACE,436915
ABB,367147
DEB,691356
DBE,778267
ECA,843782
DBB,398770
CAC,722639
CDA,609720
BBB,767476
DCE,982411
CBA,662799
DEB,928749
DAE,762741
ECB,298606
BAA,374011
CCC,575017
DDD,766218
CCD,38739
BBC,118
DAB,141726
BEE,570451
ADB,179176
DCB,280492
CAD,785766
BED,424729
BBC,327232
BBD,512922
ECE,127194
CED,351442
CEB,6267
CDE,517620
DAC,639576
DCA,434447
CAA,819671
DCA,41343
CAD,586332
DAE,698680
CBD,192737
EBE,672762
DAE,741265
CAB,440655
DEA,345235
EBE,683852
DDC,645710
EDB,733716
DDE,730567
BEC,482390
DAB,990464
ABC,876797
ACB,454772
EEB,486807
BEA,33804
BBA,170231
DEE,434989
BBB,969129
CEA,973353
BBB,281794
BBA,695249
DAB,48963
BDE,706105
CEE,918345
AEA,577130
BEE,251640
DCA,562317
BEA,937904
AAB,884354
BEA,332278
DCE,451668
BBC,76947
DEC,855559
DEC,729714
BAD,715013
AAA,500442
DAE,682116
EEC,774565
DCA,196170
CAC,213478
EDD,191739
CEC,639307
EDA,229299
BEC,831213
CDB,811248
EAA,665743
EEB,361678
CDA,206529
CBC,466326
ADC,108441
BBA,231439
DCB,673471
BCD,235889
EAB,587577
CBB,267809
ACD,727051
DDA,295480
DBD,170335
AEA,449555
BAD,858824
EBB,342221
BDE,46412
ABC,722180
EDB,67241
AAD,252780
BEB,744508
CBA,979451
BED,418080
EDE,662359
ECD,582745
CED,743008
CEE,112669
ACE,321076
CAC,569244
BDA,830054
ABA,748206
ACB,176512
CDC,734980
BBD,305678
BCA,174873
ABA,937497
CEE,489844
BEC,61016
DAE,844812
EDB,118304
ECE,437306
EEB,137439
ABA,526403
EAC,509523
CBB,539537
EAE,747447
ACE,277373
AAC,387832
DCD,662652
BCE,513408
ADA,752852
CCB,642633
BAB,700527
EEC,902932
DBE,31930
DED,121065
BCD,423579
CEE,222148
CAE,63393
EAE,161917
EEE,16936
AEE,72083
EBE,339169
DBA,286670
EAD,423302
EBE,884983
EBC,546705
ACD,622533
EBA,730365
EAA,410476
ECC,168952
EEA,512551
BBA,447404
BDC,15497
EBA,245583
CBE,704749
DAB,512304
AEC,690945
BEB,145191
BAB,501885
BDC,885124
EEC,437624
CEA,890377
BED,643916
EBC,827229
ECE,487952
DEA,385096
AAC,674508
BEA,928673
CAE,216262
EEC,641372
EBA,797961
DBD,472867
DAA,572950
CAA,786226
DAD,6392
EDD,683304
ACC,79102
EBB,854446
CBB,339749
DDC,144042
AAD,12635
ADB,158031
ECC,521260
EDC,359268
AED,269387
EDB,70089
CDE,146165
AEC,581335
ACB,287293
EBB,740558
DDE,498174
ABD,181205
AAE,393044
ACE,375893
DDC,25131
EEE,969634
BBE,412807
CEA,914236
CAA,366523
DEE,531544
EEE,359944
BEB,79413
EBE,177999
DCE,735284
CAB,235165
EEE,679237
DAE,291186
ABE,459142
BAD,777514
ECC,379669
DAD,549084
ABD,753145
BDE,827927
DEA,233172
BDE,925720
EAA,152942
AEE,767854
CEC,516545
CEB,296623
BDD,31393
ECD,540036
DEA,267913
ABD,646158
DEC,151798
ADA,97092
AAC,515940
BDC,46076
BED,735906
DAA,777685
DDD,510332
CDA,958529
BAA,38686
EBD,606728
AAD,586191
EAD,16363
EDD,484589
BCC,166628
EDE,926699
EDA,112192
CEC,34016
DCA,121898
DEE,990863
ADD,595518
CCC,778309
ADE,363622
DBA,381135
BAD,874858
BDB,273650
EAC,759903
DDE,798945
CDE,608721
DCD,780996
BBD,743003
DCB,425079
DAB,997712
ACD,682236
AEE,875048
DAA,324454
DDA,871966
EAA,962493
ECA,694907
CEA,503745
BDC,965777
EDC,771663
AAE,563295
DDD,926649
DDD,266920
AEA,143447
DDB,746024
CAC,822564
BDA,645993
BAE,206506
BBA,188503
BAD,198185
BEA,883185
CCE,965793
BEE,706131
AAA,101755
CDA,750896
ECC,405446
AEB,733278
BDE,41331
CCC,413496
DDE,19062
EEB,424668
BDE,457680
ACB,17547
DAC,548518
ABC,176276
BDA,18459
EEE,604816
BDE,703838
CEC,465378
CDE,536572
BBA,807982
BCC,836086
DBA,311108
EDD,862151
AEE,860914
AAC,862909
CAB,10621
BDD,576938
CAE,387296
BDD,435639
CBA,220569
EBC,571269
ECC,846500
DCB,956904
DBD,449981
DDD,343644
CCE,440622
CDC,855804
ECC,797208
BEE,157020
EDC,486767
DDE,939862
CEA,295370
DCE,478811
BAD,615323
DCE,773785
BCC,632392
CAD,637636
DED,851351
EEA,33497
DBE,595348
DAC,834861
EBA,628055
AAB,614491
DAA,86079
DCB,63889
CDA,700380
DDE,749775
ACE,516934
ACD,87862
CBD,174497
CEC,137420
EDD,192880
CAD,752226
EAA,184438
DCB,658481
BDB,947916
AAC,581812
CEA,36025
EDC,872314
DCE,536002
DEC,414218
ABB,225107
DAC,310598
EEC,926809
CBB,366947
CBD,891064
CDA,821490
EBC,973955
CDC,964694
CAA,458229
EAB,905678
DDA,715920
CEE,555271
BBB,440563
BAA,413649
BBD,49002
BCD,379263
EBA,355477
EBB,232121
EDA,798670
ADD,762706
ACA,862143
ADD,454417
BCE,510842
ECC,780427
EAB,196972
ACB,719408
ABA,583311
ADB,418012
CBE,944956
EAD,565963
ECC,606623
BAA,892021
BCC,180553
AAD,39036
DBD,921037
DDD,994641
AAB,604104
CCB,141900
DAD,880372
DAE,335191
EBA,976568
BDB,878181
EDB,345110
AEE,319228
BDA,929461
BAE,14967
EAA,623178
DAA,337388
EAD,536423
EDB,227082
CBC,992533
DEC,807237
DBC,122875
BAC,98519
EBB,988768
CBA,483277
BDA,720888
DAC,764248
EDE,133894
DEC,194669
BEC,472704
ABB,530612
CEA,938165
CDE,744523
EDA,796863
CAA,632286
CBD,382430
DAD,672108
DAB,924037
BDC,605124
EBC,303377
CDE,361933
DAD,725043
ABB,996470
DEA,651284
EBA,161725
EAE,395496
AEA,163558
CBD,395828
DDE,507616
CDE,639566
AAA,208232
ABE,913630
DAE,88638
AAC,619891
BBA,769916
CAA,423922
EAB,164747
AAA,17286
DBA,450301
AAE,414676
ABD,479427
EAB,870685
ABA,525785
DEE,979747
ADE,160050
CCA,565654
DBE,415175
DAD,101072
DDD,47733
EDC,14059
BCE,943655
DEB,728677
BCE,518087
CCC,599740
BDB,393810
EBE,683441
CED,282035
BBA,509180
ECB,204955
AED,297255
AEA,705854
CCB,394757
DBD,157287
ABB,731047
CCB,693355
EEE,100867
AEE,890707
DCD,294168
EAC,542581
EBA,844768
BBC,505931
DCE,885922
BCD,613929
AEE,662384
BBA,986119
ADD,639727
BAE,162896
CDC,280518
CAC,503808
CCA,156994
BAD,768065
CBE,668258
BEB,667955
CBB,293056
DAA,186041
DEB,746768
EEE,960116
BEB,348137
DBD,947646
EDC,640976
CAA,544563
BCC,569802
DAB,349410
EAA,268126
DDB,418441
DCE,568333
DCB,659861
BBD,156094
ADB,301448
EBB,213578
BAA,461647
EEC,780026
DAC,244349
AEB,233142
BDE,351429
BDA,283145
CBD,29162
DDA,226927
AEE,775815
DBC,111030
BCA,312781
EBD,351432
CDC,691645
BEC,716106
DBD,94242
DAD,915014
CAB,317759
BBD,631254
ACB,109923
DBB,30337
AAB,359765
BAE,134943
CDA,603495
CCE,157990
EDA,72869
ADA,267199
DED,105311
BEB,10978
CDB,727884
ACA,805420
DAC,243890
ACE,793502
BCC,230087
BCC,17982
AEA,965515
CCC,368304
ACD,583254
DCE,74846
DBB,667195
ADD,172867
ABD,995718
CBD,93082
EBD,613116
EAA,687577
ABB,12940
EED,889251
CAB,931518
EAA,870717
ACD,57755
CBE,273360
AAA,553720
CEE,251741
CDA,325095
DDE,626999
EED,45593
DDD,751099
DEC,543797
DDE,894056
ABC,931743
EAB,825487
CDE,773024
ECD,519625
BEA,218403
DBA,664955
EBA,136231
DCD,923610
BAB,52004
DBB,944161
BCA,935527
ADC,180220
EAA,419739
BDC,935624
BAE,304985
EAD,559759
EBA,408640
EEC,968786
ACC,287521
EAC,308632
CCD,284029
DAA,688473
EAB,843867
CAE,316877
AAE,686226
BCC,436792
CCC,584437
CEB,281732
CED,643785
ABC,782297
DEE,50302
CEE,971551
DEA,952600
ACB,406283
BEB,60964
AAB,840501
ADB,56212
ABD,348628
AAD,249966
DDD,878035
BDE,472656
DEC,580786
BEB,718191
AEC,157255
DEC,404722
DDC,224115
CBA,977383
CBA,583704
CEB,800283
ABC,394348
CAA,622111
CAE,977462
ECE,154737
EEC,936689
BEE,868379
DDB,25669
ADC,457648
AAC,757555
ADC,353353
EDE,930740
DEC,872119
BDE,55057
ECE,917737
ABB,394762
DCA,158676
AEE,269416
BDD,55197
ABC,993821
ABC,384863
ACE,993111
AEC,970914
BDC,972002
BBB,859820
DBE,133407
BAD,256998
EBD,554664
ACB,270013
BAB,251825
EBB,503554
BAB,315741
CBC,533187
AAB,904332
DDA,186104
ADC,133825
AEA,121423
AEB,177482
DDA,964688
BAA,672416
CAA,837517
CCB,684984
DBA,134481
AAE,905919
CAC,982097
EDD,757045
CED,966349
EDD,835834
DCB,538060
EED,678956
EAA,202695
AAD,979041
CEE,651980
DAB,393812
ABE,240890
CCA,296167
ABB,275050
CAA,768616
CDD,131862
CAB,143104
AAE,73613
CDB,963047
ABD,414061
CCE,697532
BDC,906772
CCB,864620
DBD,175999
DEC,170575
EBC,369375
CBB,317164
DEB,551854
BAC,140341
EAA,837055
DBA,956947
BED,657105
ABD,729779
EEB,384500
EAA,908813
ECD,421317
ADE,507885
BEE,652245
ECA,822315
BAC,616826
ACE,638648
EBD,109252
ABE,407551
DDC,956726
CDD,850058
EEC,411636
AAB,986125
DBE,380142
BBD,940053
CDD,778024
EDB,234397
ECC,798450
ADA,477804
ECA,245383
EBC,309490
ADB,625457
ACE,615464
ADB,862878
EAB,687285
CCA,587191
CEE,471811
EDA,713050
AAE,433276
BAD,318856
EDA,45659
BCE,641144
EED,417787
EBA,175564
CDB,500066
BDC,98772
AAC,16008
AEB,324426
ACA,326845
BDC,153610
AEE,984427
DBE,261711
DCE,162714
ADD,413474
CAD,251336
CEA,640658
BCC,290168
BCE,751871
CAE,194174
DEE,915037
DAA,734877
AAA,897901
BAC,834185
ABA,19503
EAE,446734
BCA,56363
CCA,737992
DBE,373591
EEE,901321
BCC,779299
AEB,319638
AEA,829115
CDA,105830
BED,145148
DDA,280536
CBD,279939
ECE,81306
BCA,993535
DED,678242
CEB,214069
EEA,312810
CDB,827366
BDB,835451
CEB,676449
ECC,558623
BCB,770440
DCA,121267
CAA,477641
AAD,746733
AAA,638840
BDC,406279
CEE,555367
ABE,732853
DCB,583690
BEB,705853
EBE,57974
CBC,765745
CCA,397918
CDB,373257
CEC,538749
DDB,322759
CDE,128448
CEE,95392
AAB,978929
DAC,610111
DCA,589286
BAC,524609
BCB,575985
ABE,651624
BDC,283391
CEB,22561
CAD,816670
EBC,554331
CBE,425389
DAE,893301
EDA,143366
BBB,479580
ADE,720917
CED,305571
EEE,958995
EDB,791288
ACB,608668
DEB,109321
CEC,514488
BDA,361000
ACA,898966
EBD,316763
EEB,734348
BBA,219755
AAB,209472
BCB,285339
ABA,573480
CDE,580602
DDC,876217
DAC,255471
CDA,834265
ECA,709339
BDB,885722
BCD,577479
DBC,933997
CBB,289284
CCE,821728
EDB,785631
AEE,136426
CAD,487018
CBE,714694
BAB,435342
BAE,392397
ABC,932755
BEC,945030
CAE,617400
DAD,896265
ACC,797063
DAE,592328
BEB,457870
ABC,597286
AAD,897920
BCD,36529
CEC,667612
ECE,117552
CDC,861818
AAB,877964
DAD,650652
EAE,250803
EDE,672669
DDA,620099
CBC,544822
DDD,758346
CBC,795111
CBA,165541
BDD,62757
CAE,71549
CBB,462698
CBD,590840
EBE,499360
CCD,427872
DDB,158243
EBC,939355
CCE,865857
EED,1295
CED,657085
ECD,13407
EBE,444214
ABC,637827
EBA,132755
CAD,360791
EAC,478538
ABE,579326
EEB,171108
DDC,930240
DBD,429626
