airport_code,sequence_number
ACD,528822
CCB,712482
DED,460592
ECB,24655
ECD,614020
BEA,772615
DEB,575648
ECB,817344
EBE,333138
CEE,922593
CEC,585313
BBC,460061
BAA,111405
AEC,814453
BBA,787212
CDA,406
EED,473732
ABD,737030
BAE,533462
EBE,527488
CCC,789174
BEE,941882
EED,190045
DCC,64171
ACC,838109
AEE,453768
BCB,700504
ADA,957629
DED,850238
DCD,649283
ABB,304607
CBA,906454
CCB,132179
DED,82991
CAA,997415
BCB,114762
CBC,61299
CAB,946486
BAE,904487
BCC,955715
ADB,288513
EAD,483228
CCB,327985
DAA,188541
ABB,935582
EEB,26734
CCB,484489
CEA,960563
BBC,372897
CEA,67696
BAA,969015
EAE,243075
EDC,925055
CAC,929293
CCD,332282
DBE,123032
DEE,470166
DAD,364153
BDD,150502
EED,364828
ACD,554974
EDC,254232
EDC,73040
EDA,136471
BCE,854138
EDD,92282
ACD,525253
DEE,908319
ABA,71234
DBB,343341
AEA,6144
ACB,590180
CEA,646262
ABB,817419
CAC,744826
DAC,9587
CDA,233882
ADA,459065
BDE,34871
BCD,389078
CCC,143293
CDB,160457
EAE,470217
DCE,85001
DCC,429096
BCD,478245
DCC,727117
BCD,985878
BBD,41838
DDC,689384
DDE,880188
CAE,402105
ADC,988823
ECB,2234
CAE,506665
ADC,811445
AEC,480381
CEE,308990
DBE,631369
EBE,293507
ECA,965034
EBD,670141
CBB,881196
BCA,318395
CED,611514
DEE,94155
BAB,168505
BBE,914198
ADA,377469
AEC,34081
ACD,869303
BBD,127837
ABA,936638
BEB,152783
AAE,330125
ACC,591153
ABD,681588
ACC,7582
CED,430207
DDE,894392
EBA,386489
CBD,328475
EBD,758018
AED,107707
BCD,726610
BCE,700004
DEC,858514
DBA,846518
DAC,646774
ABC,397814
ABE,423329
ECC,891672
ADA,231927
BAC,172920
CEB,509300
BAD,243907
ACE,446451
EDE,459302
AEA,258912
CCD,997920
BAE,902034
EEC,795513
BEB,457553
AEC,330044
CED,902362
EBD,534175
EAA,614550
EBD,619478
BBB,948466
BDD,647168
EAA,448451
BDE,665003
EDA,756916
CBD,905590
DCD,376572
CCD,177944
CAD,599280
ADB,219886
BDE,303194
EDD,677365
ECB,186149
EAB,269287
DAA,763727
BCA,882650
AAD,514936
CAC,705242
EDB,667762
BDE,445853
EAD,749466
EEA,285532
EDB,194319
DDA,948017
DAE,969693
EDC,944748
BEC,806423
BEC,454682
EDA,656471
EBC,966726
EDD,365399
BCB,466525
CAC,315735
AEC,874265
EDE,637821
DCD,603667
DAA,108687
DCA,44433
DAC,343084
AEE,313272
DBD,740473
DBA,459475
AAB,370544
DAA,289186
EDD,858845
CED,243175
CBC,202607
DAC,287202
BEC,977933
BCB,809567
ADD,272344
DBC,751405
BBC,472195
