airport_code,sequence_number
CCE,318549
EAC,710090
EEE,1728
EAE,583842
EAC,248099
CCC,80021
DCA,776759
CDA,651215
AEE,84509
DBE,203929
DAD,425360
DDA,359022
CAD,579132
AEA,695383
BAC,861511
ADC,833094
DAE,601780
BAD,544507
DDE,710041
ACE,760724
EDB,807477
CBA,264825
BDE,414541
CAC,687507
EEE,67820
AED,233090
DAE,144795
EBE,248167
EEA,602441
CED,559931
BCD,275816
BAA,117475
CDA,125240
ADE,55638
BDC,15736
BAB,653450
CEE,420274
BBA,216126
DCE,935019
DCC,765508
EDC,764920
AED,57916
EBB,636290
BEB,920401
DBB,21624
ABD,409978
AAB,316975
DCC,461132
AEC,785455
DDA,924752
BEC,729648
CCC,889027
CEC,337536
BAA,344481
EBB,191893
EEC,193269
CAB,64179
ACB,134553
CBB,460443
DBE,699240
CCD,695255
DEE,686266
CAD,850063
EBA,283957
AAD,347325
CEB,36725
DAB,910581
AAE,697929
ADC,825444
EBD,130334
DBD,129684
CBC,599759
EAC,627460
ECA,930884
DAC,287070
CAB,887390
BDB,707712
CBE,920781
CCA,732319
ADB,548000
ABC,466268
BAD,908158
BBC,647426
EBB,603138
ACD,57762
EAB,410063
CBD,609823
BEB,211086
DAE,750084
BBA,778033
EBB,122952
CBD,428403
CCA,89779
EDA,881440
DED,852604
DDD,910778
EAD,612992
AAD,567907
AAB,897613
CEB,526606
DBA,497018
BBE,599046
ADA,176503
DBD,912675
BCC,460529
DBD,497996
DDC,908924
ADB,651864
DCB,538578
EBE,479934
DAC,710345
CBC,104847
EAD,759459
ABE,688003
BCD,47181
DDA,478068
CEB,603782
ADD,434943
AEC,541256
CBD,226656
CDA,157927
DAD,351113
AEB,883708
DAE,924292
DBA,631404
EBD,537116
AAC,564703
EEB,586021
ECE,398364
DAD,586347
BAC,499912
ADD,209858
AAA,70376
CEC,745310
CBD,21780
ABC,102706
CCB,21549
ECD,172332
DCA,451850
EEC,121942
DCC,444064
EEB,741198
EAC,186317
BEB,297668
EBB,252294
ADE,597255
AAC,972356
AAD,161299
BDE,155734
DDA,975768
ECA,324072
BAD,541604
CDA,151613
EDB,970646
CCE,907511
BCA,177397
DDC,739958
CCC,691556
CDA,231454
