airport_code,sequence_number
DED,768879
DAA,825281
ACD,211291
CCC,236806
DDC,112824
BAD,907404
EDA,446310
AED,805626
AAB,986770
DCA,163648
CCB,253557
ADA,246747
AAC,148952
DCB,454676
DDB,789031
DBC,906841
AEC,391785
AAD,824962
AAD,966721
ABE,153185
AEB,653784
EBB,815717
CDC,235023
DDB,109226
ACB,249613
ABA,827625
DAB,65246
DCB,587877
EBA,358267
DAA,422051
BEB,693189
BAD,776521
ABD,719979
DCA,327959
DDA,347888
BBE,57579
BDB,207412
EAA,755181
BEB,699704
BDD,24438
DEB,365457
CAE,480694
AAE,290017
EDD,701283
DBC,732441
AAE,389013
BCA,534057
AEE,470456
CCB,512061
BEB,211014
EBE,610236
ECC,855349
AAA,25546
CEC,59484
BEA,825311
AEB,257251
ECD,319077
DBC,689603
EBA,446164
BEE,116705
BDA,538003
AEC,732075
DAD,67520
BDD,772544
BCA,72668
AEA,47248
AEB,42719
ADE,708194
CBC,335715
DEE,731779
ACA,434894
AEC,55529
ACA,468496
AEB,421899
CAD,46735
BCB,147557
EDB,726309
ECB,924729
CBA,80475
CAB,566671
DDA,797130
EAC,356412
EAB,629363
EAB,387447
DEB,123768
DEE,326612
CDD,41443
DEC,512766
EBB,468354
CBB,998136
EDA,990010
DEB,179977
EAB,291584
EDC,361899
AEB,890724
CDC,40886
EAD,904533
DEA,289901
ABA,181517
CAC,308990
BCD,499387
CBB,301584
CAC,585634
ABC,57533
ADD,203619
EBD,957187
AEB,788941
DEE,904580
EBE,615431
ADB,208496
DCA,756891
DAA,697479
CDA,328784
DDC,100426
CDA,678022
CEB,125640
BAC,734849
ECB,169426
CEE,178281
DDE,865513
EAA,818565
DBA,716679
ABB,401527
DCA,910842
CED,776211
CDE,514407
CAC,395120
AAB,222749
DCE,812244
EAD,678697
BBC,4808
BEA,145877
DBE,482141
DEB,827918
ABD,679543
DCA,712759
EDE,430286
ABC,98478
CDE,150014
AEE,284897
BAE,978499
BBC,27095
DDE,189956
BBC,834371
CBE,277184
ECC,312349
AAD,730009
ABD,2340
ECB,105171
BEB,396162
DAE,982053
CBB,915081
AAC,69361
EBA,58014
BCA,986540
DDB,387551
CCD,480342
ACB,351290
DDD,188291
DCC,697697
AAE,78895
ECE,579013
DAE,871720
EBA,483666
ECE,41459
AAC,429002
DDD,866995
AAB,479016
DDD,922606
EEC,107486
DEC,619403
ABA,90408
BCD,319939
EDB,588814
CAE,692016
EAE,710672
BAE,115972
ECD,857771
BBE,83709
EEE,740491
ECD,506490
CAE,410327
CAD,878369
BDE,501457
CCE,957102
BDB,560302
BDB,47415
BED,176811
BCE,633552
BEE,981219
CBC,424480
EAD,89986
BDE,52198
ACA,275394
AEB,103436
ABA,783933
EAB,674286
AAB,125845
BEE,315789
BDC,487054
CDD,327570
BCA,249978
EBC,885104
BCB,858751
BEE,330694
DDC,71793
EBB,464774
BBB,24171
CEC,462461
AAC,248948
DAA,773896
DBA,331032
DCD,505295
AAB,692315
BCC,562907
DAB,500336
CAE,691805
BAA,375185
BBB,882059
CBA,877293
BBB,903634
AAB,838829
EED,949551
AEA,670931
CDA,65069
BAB,430229
CCA,455620
ABE,652311
EDE,544095
BBC,664999
BBA,258935
BBE,95859
BBC,328985
BBD,716946
DCD,474080
DAE,480914
CDA,932969
BDE,661817
DEA,88960
CDD,675429
DBA,509458
BAE,149823
BCA,882596
EDC,910235
BAB,809438
BBE,497267
BAD,635032
BAA,639799
EAC,328151
DAE,975348
ABB,211542
ECA,449763
ABA,484154
ABB,13201
CAA,378051
ACD,823664
CEA,717572
DDA,64366
DAE,217298
CEE,964298
DBD,12327
ACE,8256
EEC,289606
EEB,329328
BAB,948248
DCD,134202
EBA,840507
CBC,588420
CBA,206304
EEC,179225
BEE,36030
AAA,465584
ECB,3614
DDA,731252
ACA,479822
BCB,949605
EBE,729318
ABB,603163
CCD,30976
DCD,7867
EAC,343441
ADA,346075
AAB,148789
BEC,618241
ADC,876372
AEE,598317
CEE,722575
AED,330173
BAD,637527
BDC,618339
DCC,839327
BBA,826971
BCB,681584
EEB,824998
DED,383498
BDB,502387
DDD,160686
BCB,400724
DCC,943381
ECB,662238
EBE,228456
CCB,321933
EEE,658766
BCB,341408
AAE,450808
BEB,873350
BAC,599693
DAC,376071
EAE,955057
CBE,694923
CAD,278512
EAC,516495
CBD,864426
ABA,855820
DEA,742844
CEC,403060
AEA,592467
AAB,175511
BBB,427008
ABA,959938
EED,100772
CCE,124958
DAC,454922
DBE,639671
CDE,226641
ADB,347694
ADE,885444
DCA,354307
ADB,838634
EAE,785570
AAD,684332
AAB,452776
BDB,761671
ABC,716309
CAD,820167
ABD,171174
EBB,316844
DCE,416953
DAD,31757
BEA,236713
BEE,785898
