airport_code,sequence_number
CCD,501263
BCB,73402
EEC,837667
ADA,308094
CBA,281163
AAA,601577
EDC,284676
CBB,944691
BBE,460384
CED,318784
ADE,753927
BEB,626371
ADE,432635
ACE,203819
ADC,693837
EBA,23243
ADD,164241
CEC,682685
CED,98811
ACC,365106
BAC,109776
CCA,197497
DED,704514
BBC,828782
BBB,762206
ADA,525476
AAC,149488
BCD,70753
DBC,641814
EEA,721469
DBE,709446
AAB,712414
CEE,678686
AAE,926895
BBD,956836
ECE,913238
CCB,594919
ADA,9150
AAD,470800
ABB,851631
ACD,375974
DBE,618732
CDC,869589
BCB,418840
BAB,657897
ABE,665822
DDE,622175
DDC,387393
BCA,621503
DDE,593192
CED,424518
BEA,531171
CEC,590087
BBC,478833
AAC,242417
CDD,350890
CAA,142067
AAD,172158
BEB,671476
EEB,189037
CAA,675565
CAC,808490
BDA,856815
CDB,349882
DED,147575
EDD,32817
BBE,13962
DEA,379361
CDC,319327
AAA,740284
CEB,984659
EAD,46517
EBA,153707
CED,39637
CEA,628348
DBB,569668
DDC,33578
EDC,383078
ADD,164322
EBD,607652
CBC,725866
ABE,307650
ACE,735397
DEA,856634
CAA,718165
EAB,511540
ADC,304730
ADD,387209
DDA,886683
CEA,323622
DEC,628426
BEE,948991
AED,794014
ACB,704262
ADC,201166
ABB,988624
BEA,105997
ACE,735644
BAC,964382
AAE,238406
ADE,287833
ACD,617959
CBD,834276
DCA,15144
BAB,558903
BCE,405547
DDA,345664
BDA,849893
DEA,119101
EED,406808
EEC,398110
ABB,345457
BBA,333646
BDD,125884
EDC,164760
EDD,439601
EDC,514306
BAE,499196
CCA,919988
BCE,148640
BBB,621638
CEE,457148
DAB,664921
BEC,107214
DDB,419828
EEC,71664
CDD,742598
EAA,996554
CDB,103944
ABC,280553
DCE,311953
EEE,18610
CDD,168726
CBE,297259
BAE,253318
AAC,376002
BAD,915146
CDA,226919
CAB,492487
ACC,822470
BCA,82307
AAB,794120
CEB,988670
DCA,195980
ADB,163238
AEC,169793
EBC,54250
BBB,677594
BBD,667461
ECC,589881
DDA,449152
DCD,594225
CCE,268459
CAA,382481
CDC,520291
EDB,741892
BBD,657846
DCA,32839
EDA,268842
BDC,54716
EDC,509326
CDB,760509
DBA,766237
EDC,467257
CDE,360290
ACA,543966
AEE,257816
CAE,136971
EEC,700930
CAA,677591
DEC,789414
BEE,786924
BEC,665485
EDD,114951
BBA,285258
CBB,185861
ADD,381385
BDC,788696
BDE,175854
EDE,484547
CEC,795236
BDB,182851
DED,43428
DBB,274740
BDD,92607
DDA,490136
BAE,261572
ADD,43542
CDC,251662
ECA,675782
CBD,50523
DBA,133042
ACC,833722
DDD,299152
BCB,354272
EDD,108373
CED,444917
EDE,532918
BAE,685436
BDE,656677
BEB,606277
ACB,323640
EBE,937500
BED,266017
EAB,578548
CBB,22542
CCE,914173
BAE,141351
CCC,449130
BEE,930687
DCC,363573
BBE,73453
BEA,731678
EDC,316086
BDB,123258
BBE,498647
ABC,300214
CDE,141017
EEE,67038
EDA,468868
DDC,371071
DCB,958506
CCE,518568
DCB,892593
ABE,764485
CEB,616384
AEE,613903
EAB,518355
CCD,959107
CCC,879756
EBD,21854
ABE,476826
CBA,399176
AAE,244913
EAE,44370
DCA,344934
CDB,969327
BBA,831238
EED,514055
DDC,635879
CBD,794568
DAD,816576
EAA,401586
EAA,193427
BDC,73914
BDE,906420
BAD,264496
BEE,511888
DBE,276786
ABB,846459
EDD,967931
BCC,310778
DDD,649890
BCA,587669
CCE,341437
BEB,470884
ECD,527298
CBC,562508
ABB,854775
AAE,232016
ABA,169243
EBA,180903
EDE,815484
CDB,263604
CEE,488368
EEC,899900
BAB,824956
