airport_code,sequence_number
DBB,773199
DBD,85616
EEB,249735
DBC,378543
CCC,282163
AAA,370823
CCA,433935
CCB,830417
CAD,397651
BDB,357705
DEB,233719
BBA,677248
ADE,492656
DAA,479690
CAB,626009
CAE,555062
ABC,113206
EAB,86989
CDE,365350
DDD,514095
BBC,218144
CCD,636573
ACE,746877
DDD,601563
CEB,249796
CEE,180309
ACB,663797
CCA,195486
DEB,427053
ADB,752545
CEE,826521
DDE,840239
CCC,371627
ACB,86750
DAD,427508
DBA,189171
CAD,355111
ACE,746229
ECE,791254
BBD,258806
DEB,948542
AAC,443508
CDE,267327
DCD,203093
DDE,167428
ABA,884634
AAE,238152
ECC,893945
ABB,890084
CEE,316105
EAE,256643
ACA,927106
DDD,778184
EED,430917
DAD,226731
EDA,664611
BDD,684960
AAE,793056
ACD,88352
CEB,300504
BDA,677456
BEA,971675
DBC,153668
ABC,190138
ECC,294295
ECE,236150
EAE,299222
AAB,150508
BBB,538496
AAB,657090
EEA,665804
CAA,184902
BCA,513959
EED,247855
BBB,6758
CAA,279134
DDA,499959
EBC,781331
CAC,903317
DDE,282323
DEA,455563
AEC,482305
AAB,697477
ADA,97775
DDD,784540
ECB,99179
DCD,249954
BBE,640273
CDD,84760
DDA,369243
ECB,21032
BCA,422274
AEE,624121
ECC,853605
CEA,205788
CAA,971359
EEE,53326
ACD,598617
AED,706197
EAC,141804
BED,208618
AEB,476476
CAD,57644
ECD,410681
CCC,477702
AEB,379249
EAC,120135
DCD,117376
CAB,993986
BAB,994482
DDB,155197
DCC,666614
CCD,361336
AAE,30855
ACD,513215
DAA,831543
BEE,680779
ABC,414472
AEB,333781
BEB,259941
EEA,187545
CAE,626147
DBC,363225
ADB,392311
DBE,634046
AEE,274475
BED,71453
AEA,580713
CBA,860093
DEA,164707
BCC,828952
DBB,182394
ACC,265867
DAC,347561
DCB,864659
BCB,812602
BEB,490773
CEE,555753
CDE,210224
CDC,969549
ABA,143791
ADB,47724
EBD,150444
ABB,841999
DEA,127974
DBD,801700
ADC,481581
BCC,752570
ECD,205291
CCA,974200
DBE,38386
ADA,895430
CBA,639009
AAB,422127
ACA,817636
BEA,476715
AAE,191542
CAD,804741
BDB,710625
BBE,993321
ECB,359042
AAB,59852
CEE,355353
ECB,329131
DCA,404884
ECB,727336
ECA,514631
BDE,650209
BDC,360627
BBE,899395
ADC,704229
BBE,119749
AEA,26656
AEB,108502
CDA,733407
AAC,600554
ADD,638154
DBD,65476
ADE,293773
CEC,618614
ADC,195878
ECA,45632
ABA,100466
ECA,538354
ACD,604606
BBE,478537
ECB,196666
EBA,122668
BEE,459815
ACA,131272
ABA,30169
ADA,678125
CDB,207503
CEB,700157
BAA,33351
BAC,37397
EDB,272234
ADE,539367
BDE,681761
DDE,719612
AED,390206
ECA,282845
BEB,263517
CDD,343009
BBC,194539
BEC,969020
CAA,238389
BEE,752043
CCD,530531
BBE,196044
BCC,718872
CEB,177393
DED,499585
ACC,729689
EDC,957418
DDD,875972
BCB,298914
BDB,71926
ABD,250522
BBC,546979
DDD,673071
BED,85032
BBA,479401
ABC,215904
ADB,290861
BCA,513785
CAE,26849
DEC,416291
CEE,222600
CBC,973667
EDB,818678
BAD,76967
EAD,821177
DBD,611091
DCA,891627
ABC,573843
BCE,945709
DAB,643538
BDE,551140
DEE,28340
CDB,101523
CDD,810535
DCB,551401
EDC,101117
AAE,296710
ABA,42777
DAE,732562
CAB,351321
DDD,449203
BAC,949143
DEA,937872
CBB,976127
EAD,307229
BAD,144163
CAB,409557
ACB,334198
BDE,91332
ACB,534028
AAA,968770
DAE,24285
ABD,938210
DCE,500504
ACB,467869
EBA,852226
ABD,511601
CCA,732868
AEB,928016
CCD,390108
BDC,734912
DAC,553157
EAB,459275
CAB,134213
ECC,621634
DAA,207158
DBB,385528
DBC,351570
DED,329425
BCD,821552
CDB,262543
BCA,615842
BAD,288520
BBD,188326
CED,243071
BED,35751
ECC,307496
ACE,191135
CDE,556813
ACA,662902
BAC,125447
ABE,998336
DCB,467181
DBA,416688
EAC,188499
ABE,797371
