airport_code,sequence_number
DCA,404611
CED,41793
BCC,684254
EED,501555
AAD,280286
BEE,941068
EBA,909726
DAB,201833
BDA,311507
CDD,385226
EEA,483972
CAD,953795
DCB,531790
ACA,371454
AEB,753096
DBE,696580
BAE,914704
EAC,966004
DEA,405353
EEE,361929
CDD,325463
BDA,252482
ABB,799001
CDB,997923
DEC,101679
EAB,148631
DBB,651664
AEB,861901
DAC,575458
EDD,364922
DEA,552296
AAB,302958
CDA,628836
DCB,616807
ABB,696516
DAB,721027
DDA,25402
ABE,357867
EAB,115289
CEA,882315
BDB,224776
BAA,517113
ACE,590395
DAA,8740
CBA,340467
BDA,610619
BEE,295972
DAC,602350
DBD,56636
EBC,967582
DCA,333857
DBA,610447
BEC,626350
BDD,161687
CEA,482453
CBC,128834
EED,97306
CCC,372831
CDC,253282
DBB,679371
CDE,179528
DCA,334037
BBB,427321
AEA,153505
EEE,65074
DED,775751
AAA,535589
CDC,214518
EEA,371838
DBB,746355
EEB,512253
DCA,452603
DBD,585742
EDB,695155
ECD,484067
EEC,355691
DEA,451149
DDC,394934
CAB,571547
ECE,844024
CAB,90067
CDA,841684
BBD,913816
EBA,276531
ACA,444794
EEB,59416
ADB,363930
BAD,210329
CCC,236727
AAD,518819
EAB,566712
BCA,975563
EEB,15031
DEE,252350
DBD,515117
AAA,403676
ECB,882033
ACC,211134
AEA,206770
EEC,641094
AAE,503105
DAB,120401
EAB,341664
DCB,458571
BAA,566542
CDD,614099
CAA,178134
EEB,363286
CEB,126567
DCD,827282
BCC,476498
CAD,882331
DAB,174767
EEE,113329
EAE,386988
ABB,870070
EAB,840703
ABD,394014
EAB,155505
DBC,768662
CCC,61602
EED,718793
CAE,75208
EBE,172030
CDB,130631
EEB,314285
CAC,444548
BDB,49574
DCD,376688
BED,632664
ABD,973328
ABB,170901
BBC,577778
AEC,969599
CEC,513797
DEE,862111
ACA,225058
BEC,857038
DDE,132108
ACA,57849
EBC,58375
DDD,685556
CBB,836878
CED,90061
ADE,770792
EDC,224406
AAC,45177
BDE,410046
EAD,390636
CDA,113796
ADB,970831
EAE,130297
BDC,666782
BBC,865985
ECC,630302
ACE,553239
CAB,611628
DCB,525040
ABA,532090
CCC,80988
DED,265600
EEE,420780
EBA,631201
DAB,793100
AAB,514048
DCC,249414
ECE,786769
CEB,296523
EBC,710135
CDB,936772
DED,170471
ECD,320242
CED,507403
EDE,762561
CEC,907979
CEA,544218
DBB,352067
DCA,115804
BCD,779727
AEA,895744
BBC,923236
ADA,353191
DAA,73624
EDC,353331
BAE,116464
EDA,585765
CDA,434015
BED,213052
EDD,466193
BDB,211698
EBB,400028
BBE,743947
DED,166364
CDC,283925
EDD,571563
DDB,70717
CEC,270446
DBE,629598
EEA,702105
AEC,423163
BEB,573880
ACD,483296
CDA,597088
AAB,22792
BAA,592235
ADB,690952
ACA,321277
EBB,445785
ECA,954736
AEC,915000
DAC,118225
DDE,680633
BCB,859293
BCD,627807
AAD,270287
EBC,843653
AEE,678796
ACC,382629
BBE,57246
EBC,76263
DCC,773317
CEB,892584
EDE,267212
ADD,82315
BBD,782357
ADE,137803
DCC,990059
ADC,203066
EAA,150284
BAE,900998
CDA,204539
DBA,765533
DDB,927797
EEB,874604
EBE,698594
ABB,944619
BBE,378311
DDC,303369
DEC,112314
BCD,811630
DED,925737
BCB,275968
DBE,691253
DDD,799778
DEB,681815
EED,113074
EDC,385391
ADE,108601
CCA,560166
DCE,422748
CAD,892295
BAB,944175
ECE,238251
ACA,475548
DCD,874057
CAA,797960
BEE,772769
BCE,949602
AEA,274253
EDA,152537
CCD,555551
EEA,619290
CDE,185323
DEC,121890
EEB,619576
AAD,623950
EAE,764891
DCA,90576
EBB,357345
AEE,579467
ABA,433693
BAA,647956
EEA,619887
CAE,214140
AAD,162331
DDE,235751
ABA,541145
DDA,908981
BEA,525248
CCA,123834
CCC,725610
ACA,707853
DDA,387684
DDD,334228
CCD,469446
CDC,267234
CED,906469
DEE,71072
ADB,349390
CBC,627024
DBC,169220
BDA,96596
AAE,508560
CEA,627385
CDA,539898
BDE,284649
AAE,876976
EED,337739
EEB,813023
