airport_code,sequence_number
DBC,141401
DDD,913482
BAC,335853
CEC,184434
DEA,55839
CCD,768234
ECA,144301
EEB,506206
CDE,282850
DEE,54751
BEE,882348
DDB,296613
DDE,558806
CCD,124914
AEB,438437
BAC,303900
EAC,915813
AED,803624
EDB,211296
ADB,674440
BBB,274430
CDB,290870
AEC,591802
CDA,962554
BDC,783518
BCA,877865
AAA,596038
ADC,166067
EBC,360620
ECC,35
AEC,102581
EEC,534326
CDE,363735
BED,581019
DBA,288930
DAB,289552
CBA,581939
DDD,379225
EEA,156560
BBC,876531
ADC,78231
BEC,521740
EEC,333306
DAC,596672
BBD,37323
BDE,557017
DCD,818251
CDE,793084
CCD,663626
CED,648772
ADB,215816
BDC,885931
ABC,98165
EDC,166401
DDE,582209
DDA,316518
EEE,52502
DBE,677156
AED,421915
CDE,117487
ACB,911575
CBC,193953
BAC,529181
ACC,656504
EAC,300528
DAA,480041
EAD,137342
EDA,900083
BCD,927874
CAE,224859
BAB,111325
DEA,699640
CEB,909574
DEB,928870
DDA,425529
CDE,454640
EAA,374585
BCA,467636
DAB,207389
DBA,890571
BEA,64744
DEA,678002
EDE,358170
AAC,714093
BDA,304437
ABA,398664
DEE,75794
DDC,243921
BAB,421935
BDA,907238
EEA,384165
BBB,481314
CDB,625756
EAB,437797
AEB,185042
ADD,54752
CAD,192499
AEA,662668
BBD,531696
EBA,870031
AAE,961980
EED,181832
EAB,926315
AAC,404910
DCA,330580
CEB,260197
ABE,336301
DBE,386585
CBD,12287
ECC,501279
EEB,480741
DAA,721786
BCA,507188
ADC,211289
BCE,683994
BAD,508154
DDA,73525
CBD,342803
ADB,472060
CBC,680015
ACB,947008
BBA,76713
DDD,56843
CDA,916589
DAB,629733
CEB,773345
ACA,157115
DED,283056
DDD,328121
BCC,442117
EBD,351585
CBB,38662
CCC,342494
DEB,580380
EBC,856825
EAB,905150
BAE,184158
BDE,94096
CCD,504557
EBB,254174
CDA,617503
EBB,8699
EBC,609508
EBE,765949
DCA,743487
EBA,778760
CAD,853873
BBA,695519
AAB,855192
CBE,443660
