airport_code,sequence_number
BCC,978839
ABC,74581
AEB,375402
DBB,15061
ABC,882706
AEA,791125
EDC,545502
AAB,369414
CEE,603743
ADA,968449
CCA,495496
CDC,16054
CCC,715283
DED,821001
CAE,873876
BAC,468300
AAA,285624
CDD,915542
CDE,862894
ADA,69206
BAA,290832
DDE,199184
DDD,679688
CAB,248890
CDB,875453
BAC,748596
BDD,903667
ADC,893344
CAC,718873
DED,715113
CAA,416596
BEE,395795
AAC,105799
BEC,972285
DDB,206788
CAE,249575
ABE,786458
ACA,609550
DDD,208185
BBB,180944
BAC,70477
CBB,727194
CDA,543084
CBC,106893
EEE,909107
CEA,590667
DDC,102270
DCB,562630
CED,253964
CEB,36360
AEC,113041
DEA,754573
EBC,67302
DAA,78078
EDA,168036
DDC,886353
BBC,994369
BAA,835011
EAB,381926
EBB,526199
BDC,904115
AEE,995402
ABD,462741
DBA,694042
DDE,343634
CBE,168318
CEC,682031
BCD,547955
ACC,861366
CED,79724
DEE,974864
BBE,321807
ACD,353709
CDE,796330
ACC,408882
CAA,169568
ACB,230394
DCA,767711
EAD,8691
ABB,267460
BDB,270713
DDC,254732
BAC,394092
EDD,715415
EBA,12264
EBB,531537
DEE,488854
CAB,74571
CBE,912348
ADE,517378
DAB,125251
BDD,499940
DCD,112374
BAA,382144
DAD,607376
EEC,212529
ACB,490214
CDC,480329
BBD,576068
DCB,637481
ADC,5353
BAD,195678
AEE,807354
BCC,242247
ECB,124814
ADD,919096
EDA,402085
EBC,281119
CDD,684260
CEA,695929
BCB,54282
BEB,411161
BAB,734931
BBE,586841
CEC,452961
EBC,943953
CCC,929050
BAA,757794
CEC,796617
ABC,816598
ADC,698543
CEC,377946
EAC,405802
ADC,700282
DAD,70595
ACC,379073
EEC,617010
BBC,305625
ACC,305647
CCA,719901
DCA,514547
ECB,375704
BAA,91185
BDE,762522
EDD,980110
DDC,910505
ABC,914767
BCA,242008
ABC,656184
AAD,605128
EAE,988329
DDD,319652
EAE,755451
DEC,538793
CED,172595
ECC,210678
DDC,474518
EBB,972607
CBD,265773
EEA,492238
DBD,275137
DEA,399468
CDB,836073
EAC,403937
EBB,725992
DDC,361930
BBB,264855
ABD,715197
AAA,319058
DDA,391287
DBB,625272
DDE,81395
DBA,772795
BAD,720480
ABA,525003
EEE,762491
CCC,49146
ACE,196258
DBB,272297
BCE,349374
CEE,868891
BCD,634837
CAD,765057
AEA,292022
CCD,451473
AEC,188007
ACE,426321
BEE,290207
BDD,872008
CED,634182
ABC,609976
CCD,832252
CDB,257555
ADC,839724
