airport_code,sequence_number
ECC,864028
CAA,822972
EEA,937395
CBC,508584
CAB,307917
EAC,146683
EDD,120259
CBA,263736
DDC,350029
DDB,68541
BAD,783661
CCA,753444
EBC,594830
BAB,13635
AAE,735394
BBA,809603
BEA,487067
BDC,68345
AAD,158504
BAE,69720
CDA,584551
DAE,352794
ECA,112548
ACE,42851
BDB,326455
EAC,994878
DDA,707837
DAC,969542
EBD,866480
BCA,664308
DDC,858139
AEB,643247
CAC,607893
BCE,754103
EEC,822629
BCE,77424
EED,767226
AEA,175859
ABB,5916
ACB,640671
BEE,783556
CBA,226867
BEB,431792
CDC,44533
ADE,98905
CCE,38896
DCB,35431
EBE,739402
ECE,4241
CDE,797207
BAD,186704
ABE,327451
EDE,42410
DDC,490551
DAA,769797
BDA,330665
DBE,715189
BDE,834982
BEC,311310
EAD,565499
EBD,925894
DAA,693006
EAD,708141
DAE,939709
AAB,971427
BDC,522975
AAC,748815
BAB,514840
BCA,653487
CDC,138087
CBA,374213
BCE,212101
BAE,577352
EBA,425900
DDE,216828
EBC,582746
EEB,520843
EBB,799438
ABC,82763
EDA,629987
DCC,642518
DBA,843034
BEB,776055
ECE,642429
CAB,255124
ECB,129969
CDA,186957
DCD,557574
AAD,316519
CEC,734672
EDE,322042
CDB,69958
AAB,44769
AAE,608196
AAA,639012
ABC,777505
ADB,687824
DAA,777536
EAE,529516
AAD,825847
CBC,306457
CAA,729314
CCC,271097
ABD,756297
AEC,117158
ECC,613380
CBA,16221
DDC,400564
ACC,121084
EAC,509599
EBD,395923
DBA,621270
ABA,443056
DED,216238
EDD,490572
CED,405333
AAC,538096
CEA,107834
DDA,292738
EBE,424601
EAA,4262
EEC,781094
BEE,74847
BEC,136404
DBE,584617
BBC,869562
CCA,622700
ABB,634919
BDA,172038
ACA,305163
DAC,37629
DDD,225676
DAE,765079
DED,19720
DAC,785355
BAE,773957
BCD,191992
CBD,835449
DBE,957555
AEE,55105
EAD,316034
ECD,626772
CEC,881344
CEB,601724
ADB,14662
CBD,816289
DDE,206331
BDC,81417
BBD,832973
CBA,958851
ADC,332718
EBB,861090
CAB,782443
AEA,586135
DEB,319850
EBD,756126
DEC,835262
CDB,543708
CDE,361893
AAB,920639
DDA,88770
AEE,531058
ADA,731636
DAD,853088
CCC,966782
CBD,28292
BEA,556861
DDB,899177
BCE,472018
BDE,627915
EBB,230738
CEA,61881
AAA,32812
DBB,337804
CEC,212499
CBE,526713
BBA,870036
DEE,235908
BBA,460932
DCA,664328
DDC,443894
DDD,773307
EBA,786685
DEA,187123
DAC,278159
BAC,79578
ABD,742539
DDC,585071
EDE,614981
CAA,701392
EEA,861312
EDE,900190
DDC,914274
BBC,588640
DEB,985185
BDD,491001
AAA,351447
BDC,767461
DCC,76648
ABC,34461
EEA,385899
DBA,455162
ADA,194484
EAE,731699
CEC,268346
EDB,722024
DCA,956498
CDC,879010
CCE,147802
BDA,790986
AEE,619628
ACA,108814
ADA,841376
CCE,585227
BDA,151739
BDB,655284
BCB,412306
DCC,779182
EEB,586358
AED,828022
CDB,139580
BAD,52582
EDE,894660
ABB,521186
DEB,616485
DCD,107128
AAC,357873
ADC,259857
CDD,927703
DAD,616377
CBD,944687
BEA,426796
BDA,535816
CDD,896595
BEB,144648
EBB,886958
CCE,180952
CEA,491655
ACE,437815
DDD,719288
CCB,877170
CEE,522998
ABE,803708
AAA,139574
ADB,122673
CBA,31413
BBE,608139
CDA,48259
AEA,5521
EBE,135636
AED,540132
BEE,975931
CAA,905961
DDD,319737
CAE,908974
ADB,764437
CDE,511720
BBE,907010
AAA,41106
AEA,142983
BAD,138542
EDA,814839
AAC,483270
BCC,911758
BCD,133129
EDA,851850
BDC,769642
BDA,645388
CBE,192729
BEB,590324
ABC,628955
ECA,177409
CBB,305220
ECE,509833
ACB,682248
EDA,870141
DDA,510849
ABA,543342
EBD,687840
EBB,843619
ABC,307467
EDE,17607
EBB,361438
DED,845800
BAD,325866
ABA,704718
CAB,537652
DCA,276089
CEA,135595
EBC,533647
CED,3786
ECB,436235
BEC,874848
AEE,274132
CAE,478713
AAA,682145
BCE,51381
EAE,715309
AEA,119005
EAA,551210
BEB,19262
CAD,6807
EDA,882967
ADD,52314
CBE,422222
EAD,147994
CCD,416779
DEC,292508
DBB,833599
BED,320646
ECE,847790
DEE,918127
CAE,175650
BCC,760428
EDD,809560
BDB,274590
BCE,948790
BEE,837943
EBE,379533
ACB,987585
CBA,241476
EEE,416140
DEE,532045
EBC,694374
CCC,582357
EDA,454432
BDE,518718
EDC,308513
BCC,883825
DAA,168246
EDB,59722
CAE,68850
BBD,604052
CEE,839332
DCE,863220
BAC,796976
BDB,149796
DED,273234
ADB,348957
EEC,878485
ADD,653883
CDB,901169
EDB,109928
ACD,903454
EEB,557583
BEB,281354
BBE,231938
AEB,156853
DBA,635192
CEA,21055
DDB,835815
EBA,110518
ACC,878463
DDB,518171
CDA,46860
CBD,188260
DDB,229189
DBB,430425
EAE,188184
ECC,857360
CCA,891794
BEE,703026
DAA,895568
ABA,785166
CDD,630295
BEA,468973
ACE,23546
BAB,124978
BCB,883341
DBE,697157
BBC,516781
DDE,688762
ADB,41496
CAB,29697
BAD,520657
ECE,382959
BCC,40211
BEB,709969
BAC,524501
EAA,692538
DEE,734806
DAE,26626
CBD,629006
EDC,316878
BAB,770946
AAD,291414
AAE,839944
BEE,882976
BCD,71452
CBA,315665
CAE,969969
BDE,638921
CDC,614920
DBA,134103
DEE,653497
AED,718460
ADE,545197
DAB,398947
EAC,434515
CEE,251043
ABD,303766
BCA,154981
DBC,398823
CAB,650593
EAA,290175
BBE,667417
ACA,473323
DCD,273673
EBD,765179
ECE,350637
DBD,937131
ECD,804018
DCB,31347
CAC,844356
CAB,418144
BAD,222771
EAE,483332
BBE,224044
CCD,390943
EBB,567791
BDA,485138
BDA,73313
BCE,682126
ADB,48727
BAE,115378
CAC,668704
ACC,34419
DBC,142468
EAC,186402
CCD,401616
AEA,175719
EAD,808289
ABE,71541
CAE,836638
CCB,39931
EAC,277824
CAB,260289
ADB,618836
ACA,242242
BBC,424439
EDC,832548
BEA,85492
ECD,933078
BDB,312248
BBB,83256
ABB,745028
ABC,94730
EDC,706837
AAB,607478
ABE,544868
BEB,369035
CBD,510937
EAA,86524
DEC,663703
BDD,735213
DAD,848138
CAD,802994
ABB,194544
EAB,327221
ECE,683528
ABC,79443
BDC,316344
CDA,138775
DDA,758115
BBD,422449
BCC,994956
DAB,482566
BBA,77729
BDB,970244
DAC,30194
CCE,520656
CEC,822083
DCE,858768
ADB,830996
CED,638379
ECC,826755
CDD,895667
BAD,435092
EEC,656693
BBE,230549
DAD,47224
DBE,846099
DEA,28400
BDD,599134
DDE,869945
EBB,960217
ABE,394668
CAD,883692
BAE,987837
EAE,585029
EDC,685654
BEE,665797
CDB,966759
AAC,684684
BBE,285749
AEB,876336
DBD,318277
DCE,473569
DBD,223120
BAE,280369
EDD,934089
ADC,332262
BCE,707782
EEE,414874
AEB,98155
CAD,378630
ABE,74572
DDD,366837
CAB,348621
BAB,803038
BDD,131602
CED,219468
CEB,514991
EEB,955560
ACE,394178
DBE,530872
ECE,731698
EBD,852842
CBC,625098
EAE,871037
DEA,955766
AEE,162360
EAD,671405
BBA,516624
DAB,582094
EBA,193851
CAD,737396
DAD,605350
BDC,79664
CDD,199925
CED,920614
BEB,780701
ABA,441486
DBB,913464
DDD,5287
DCC,281007
BEE,821337
DCC,592520
ADA,500511
BDC,91203
EEC,879089
AAB,505033
BAC,122446
CAA,941423
CCB,819194
ADD,568231
BBA,977653
EDC,85831
CEC,204928
DEB,298701
ECA,868270
BAD,475043
DBC,905316
AAE,710286
AED,733637
BDC,575441
BDA,558238
ACC,386397
CAC,246064
BCC,676188
DAC,55942
EBB,877721
ADE,953855
AEC,135690
BDD,156981
CED,546869
DAC,29089
AAB,67239
BCE,482223
ACC,62090
DAD,463761
AED,38100
AAD,861012
CAB,587700
EAA,673212
DEB,222872
ADA,671616
EBE,289813
DBA,638035
DDB,585128
DBC,526432
EDB,260387
BEB,250064
EEE,64216
EDE,340223
BAD,320001
EDB,503169
BEA,130533
AAE,683738
ADB,677798
BED,423896
BCE,944511
AED,297913
AEA,519752
DBC,373724
CAD,298100
EAD,215297
CDC,951550
CDE,821400
EAE,747482
EBA,98379
DEB,768213
ABA,761020
ADE,822557
ADD,880741
DEB,722046
DCC,621590
EAA,357506
CEB,623070
AAD,353937
CDE,342343
CDD,399170
EAA,578306
CEE,563396
CBC,520739
BAE,520646
DDC,999777
EEC,459764
DCD,316514
EEE,962563
ABA,908880
BCD,806667
DDA,564370
AAD,164391
ECD,384233
CDC,418471
DEC,298993
EAA,71276
DBB,567316
CCE,649238
EDC,277739
ADD,7780
EAB,14556
EAB,718078
DBA,200860
DAA,16315
AAD,361781
EBB,14280
CDC,352363
CAE,449735
DDE,707627
DBD,476041
CBA,379021
AEB,747758
CAC,755796
AAE,751146
BDA,560062
EDD,317964
EAD,982077
DAE,404887
BAA,24496
EEE,91022
ACA,833509
BAA,827566
ECD,795049
CCD,938478
BCC,933428
AAA,882876
BBB,937514
AEA,911666
ACC,897416
EEE,882016
EED,70945
AAE,26205
ACD,676690
CEE,77442
BBE,212015
EBE,582363
BBA,148671
EAC,636063
BCE,751869
BDB,264438
ECA,652525
BEE,90177
BBA,250732
ABE,469555
BCD,590407
EEC,135423
BEE,805313
ABE,727073
AEB,227974
CBC,655704
DEC,328462
AAC,864780
ABB,102556
ABA,900580
BAA,695372
CCC,662391
AEA,203307
CAD,438210
BCB,746211
ADB,79131
BBE,552905
BDD,466890
ABD,129612
BCB,247582
CBB,195744
CEC,96534
AAD,804540
EDA,389560
BAB,34918
DEE,904034
AAA,304222
BCD,834752
DDA,180959
DAB,535740
BAC,56337
BBA,400461
ECE,325707
ACC,908870
DBB,601650
DEA,655549
EBB,389889
EDD,684929
AAA,486924
CEE,904534
DAD,809438
DEB,680446
ABA,422620
DCC,651283
AAA,44345
CEB,98261
ABD,899776
CDD,907705
BDA,471
CCD,126125
CBD,302632
BCB,996379
CEE,181098
BAC,712650
AEC,664733
CBA,906385
AAA,599768
CDA,394647
AAB,556769
ACD,795085
AEE,219279
BEC,650131
CAB,699108
DAC,68222
BDE,301366
BCA,184269
AEC,571337
ADC,810964
DEA,342857
DAD,158871
EAD,462688
BAD,271530
CEB,845902
CED,162390
BEC,724424
EDB,312991
DDE,807580
DAA,942048
CDA,693672
CDD,360506
CBD,204459
DCE,880820
DDA,707576
BBE,169313
DCA,132887
BEC,750823
CAC,695544
CDC,298726
ECB,54742
EBE,430825
DEC,944794
DAB,291842
DBA,878348
DEB,133152
EEA,879903
BBB,294875
ECA,875275
AED,338825
DED,350599
BBC,27598
BED,183600
EEC,65823
ACE,805113
CAB,642412
BEE,830044
BCD,248311
EAC,807774
ECB,29957
DCC,311626
BDE,900820
EEC,938682
ADD,631841
AAB,878671
CBC,407254
BBD,898391
CCE,217715
DEB,272533
EBC,313393
BCE,759734
CEA,141309
BAC,758439
AAD,975243
ACC,567879
BAA,708035
BDC,735168
BBB,6863
CDD,341093
ADE,281019
EDC,290486
EDC,526021
ABC,590986
DCD,629228
AAD,524211
ABE,389117
CAE,966815
BEE,869242
ABA,723966
ABA,246137
AAC,7882
CED,534062
ACB,553989
CBC,478984
CEB,296118
ABA,934533
DDD,401100
CAE,587684
ABC,643281
CDA,411290
BBB,540748
AAC,345077
ABA,318344
EBB,767707
EEB,693204
CED,787440
BDA,373494
EAC,496614
DEB,308905
EEC,166845
DEB,867065
DEB,226648
EAB,428888
EDC,154255
BDC,383230
DAE,664868
CBE,344622
DBA,604620
BDB,141438
BAA,757802
ADB,421303
EDC,575359
ABC,861527
BAE,741608
DCA,599534
BBD,803774
EAB,996545
DCE,494030
BCC,539063
ECA,446728
EED,306930
CDA,376259
DCC,531367
AAE,303055
ECE,668581
EAC,193873
BEB,245058
ADA,317506
BBD,986295
ACC,109130
AAE,976566
EDA,516036
DDC,365383
EAA,661651
BDB,651768
ACA,323271
BED,212736
CEC,221654
CDB,254813
DBD,62666
EED,919822
EBE,76706
ACA,507695
ADE,330878
EDE,625563
BCB,926918
DEA,814325
ABB,479271
DDC,793904
AAC,769604
DAA,80689
BAE,859254
CBC,164242
ACA,412701
ABE,524017
EAD,361337
ECE,541508
BDA,272188
DDB,805467
ECE,570843
CEB,192644
EDA,405153
BAC,234652
ABD,749694
DDD,833369
