airport_code,sequence_number
DEC,853636
BCB,251765
BCC,370691
ABA,468132
ECC,747550
CAA,187809
DAD,488111
BDA,897904
DCD,873031
BCD,445148
ABC,124626
BDD,875647
EBB,46384
ACC,794834
BBD,12757
DEE,255573
DDD,800142
DAA,687300
ECD,372060
DEB,944496
ACB,675635
BCD,944121
DBB,961054
EEA,361591
BBC,503584
DAE,603684
CBC,432437
EEC,387778
DCE,233375
BED,148691
ADB,368376
CCE,244839
BEA,425773
DEA,788819
DEC,262463
DBB,151939
BEE,880805
EBC,362781
DEE,504928
DDE,553307
DAA,607662
DED,943594
BBB,720906
EDE,568654
DEB,130189
DCD,187061
ECC,658252
EBB,847045
BAA,479375
EDE,188962
BCC,29697
EAB,244949
EDC,315349
EBB,987850
BBB,300277
CEB,430667
BEA,989529
ADA,590167
CCC,229149
CAB,892688
CAC,229267
DEB,816170
ACB,90668
ADC,637697
DAD,454070
EBC,900957
EBB,911593
ABA,402242
EBC,965188
CCA,378093
BCC,396849
CDC,778317
BEE,880991
CEB,474333
AED,282296
DBE,591736
DCA,27346
EBE,40687
BDC,693148
CED,177364
AAD,337337
BCB,689684
BCD,453216
BEC,979087
ABD,372150
AED,553668
DBA,389351
BEC,83584
ECA,71173
AED,304205
CEA,877616
BBD,802846
CBE,907241
CAC,158834
EEA,848142
EBB,416296
BAB,738491
DEA,224111
DBD,643172
EBD,437787
ABB,972418
EDB,644512
AEE,458953
CEC,237271
BBD,339763
DDE,16327
EBB,920385
EEB,735505
CBE,560616
DCC,752103
BEC,841159
CBD,92593
CBE,326309
EDA,118221
BAD,719063
BCA,682862
DDD,943008
CCB,293
EBD,852767
EEE,746022
BDC,957599
ECB,432104
BCB,189087
ABA,486955
EAC,176108
BCC,924838
BEA,253905
EDB,255505
DBC,252635
DDD,481516
AEA,43352
DDB,875639
BEA,658792
ADA,465699
DBD,721036
EED,873876
EAC,694667
CDB,11773
AAB,314506
DDA,948132
AEB,784786
DBA,160164
AEE,661651
CEB,126512
CAE,642647
EDC,348892
CEB,858692
CDA,553956
BAD,330175
ECC,224064
BED,1441
CCD,688810
DCC,375671
ACB,577344
EDA,350993
EDD,379141
BBD,175009
CEC,32667
CDB,854542
CED,423959
BBB,544263
CDD,271185
EED,167942
EDD,32205
EDE,398652
ACB,802990
BBB,341900
BCB,296290
CBA,503493
BBD,962973
CBA,364594
AEB,153422
EBD,190440
ACE,59826
BCE,504826
EDC,867193
CCA,170958
CCD,848998
DEB,422829
BBB,543874
CEC,822839
BBE,541218
BCC,586580
ACC,862031
DDC,366478
BBC,561846
DAC,726938
AAC,261270
DCE,774345
ADA,173585
ADD,588690
EBD,381258
BCD,750544
EAE,280744
CEC,782410
EDB,711639
EAC,216513
EDA,948151
BDE,890753
ACE,951622
BCB,629968
ECB,861784
ACD,137369
BAC,884427
CEA,60890
DAA,222516
CAE,290834
BBC,51097
DAA,381033
EDC,401155
BDB,385460
EEE,634832
DCA,31740
DDC,913742
DAC,342425
BEA,244169
CBD,328745
EAC,950045
DDD,353955
EBC,276920
ECE,422964
BAD,249151
DBD,280792
AEE,868325
CDD,131629
AAB,770342
DCD,452921
CBC,921596
DCE,635782
CAD,148318
AAD,921215
CDE,294303
CCE,198109
BBD,779300
EEE,654541
ECB,18718
EDA,12296
BAE,312023
CAC,928082
CBB,907322
AEC,780367
BCD,993584
ADB,51649
DDE,971461
AEB,74533
BAA,403746
DAA,149833
CCA,869682
BDC,495761
CBC,409430
CDD,582273
EED,672441
BBB,10694
DCC,784018
ADD,404051
DCC,974349
DDA,786672
BDD,279392
CAD,757014
CCA,250295
ACC,777549
CAC,675651
AAB,333653
BBC,906852
CCD,772616
EBA,99253
ADC,124819
CEE,576667
DCC,419050
DCC,285038
EBA,581582
EAC,822966
EBC,235230
EBE,554575
EED,416747
BCE,434992
BEE,626475
CCB,358097
CEC,325724
DBB,819349
EAC,991289
BCD,14272
DBD,459914
DDC,608290
EEC,428386
BEA,963241
CAC,529644
BEC,843767
BBB,965037
CAE,628828
CBB,452506
EAE,240647
EBA,778078
ACA,35832
CAC,136824
DEA,67269
DEB,218304
DAB,319860
AEA,594679
BBE,903299
DDA,65667
BAC,103514
DCB,281158
EAE,839170
DAB,192366
BBC,812243
EED,861224
DDE,133450
CAD,911789
ACC,721641
BDA,244199
EAC,563062
ACD,166106
EBC,72974
ADC,435428
AAA,214737
BDD,808090
EAD,457540
ABA,706639
EEA,354272
AEB,623824
ACB,511925
AAD,543639
BBC,477214
BCB,473358
CBA,834888
CBE,444649
BEB,275404
CCD,263162
EAD,946892
DDC,658299
ABC,871390
EDB,496593
CEA,534041
BBB,137269
CCD,382975
DAB,852620
ADC,268537
BAB,95552
EEC,889292
ADD,532355
ACB,339313
EBE,111912
AAC,368888
ADE,16130
EAA,833268
ECC,859898
CEE,91769
DAD,260302
BBC,882432
CEA,705149
EBD,906666
ABB,457417
ADD,362959
BCB,339240
AEE,820417
ABC,556332
ABE,941772
ABB,719420
DAA,904489
ACE,27002
BDA,181431
CDA,904221
CBE,997068
CBE,586166
EDD,529249
DDA,719471
DDA,99989
BDA,762983
CCE,815707
CDC,513697
DAC,981174
DBA,540561
EBE,378890
AEA,312961
BAE,348036
EBE,756211
CEE,866614
AAC,206858
BAE,29771
CBB,73536
DAC,740764
DDA,963054
BBC,916689
BEE,773291
ABC,738661
DBC,832223
DAA,415321
CBC,537194
EEA,890878
DED,104694
EAD,866628
ABB,200073
DCD,960999
ECB,319839
EED,956849
BBA,935567
EBE,850273
ACA,167754
CDD,50533
CDB,249460
BED,578544
BBC,115112
BDC,568889
BCC,347841
EDE,516173
AAA,772490
ECB,567115
EEA,572749
CBA,157157
DDE,174303
EBD,616938
DDD,937320
CDE,169308
ABD,259288
BEC,81435
BAC,531852
AED,816703
EEA,528972
BEB,732459
ADE,835360
EEE,153514
ABE,336754
CCC,310724
CBA,716112
DAB,797047
DAC,130679
EDA,89512
DBA,591652
BDD,241433
BBD,924402
ECA,409002
EAB,202286
CDD,544151
EEB,122988
CBD,608912
DBD,349774
CBD,727695
DBA,30323
DCD,27138
CEA,206576
DBC,613467
ABC,811327
DEE,838372
CED,629110
ACB,98891
BAC,444797
AAD,272040
CCE,932870
ABD,366046
BCA,119892
BBB,920488
BED,90907
AAD,857760
ACC,12752
BAC,867135
EDA,508876
DDB,882804
BBE,654430
BAA,275184
EAC,51071
DAC,673727
ADD,968166
ADC,263539
CCE,83216
EDA,507408
AEB,997064
EDB,748093
BBB,251983
BEC,832170
ECD,815821
EBA,553693
ECD,433658
EDA,945895
BDB,115169
EAD,145355
CEB,452084
DAE,605673
DBA,752498
DAB,727529
DAB,625789
DCE,574291
ECC,537681
EDB,344159
ACC,934414
BDB,718848
BDA,192988
BAE,3809
ACD,515418
AAD,314145
BCC,351765
BCB,28445
CAD,784962
EAA,199830
CCE,640825
ABE,335900
CCD,519927
DBE,203606
BBE,130177
ABB,406419
BED,677589
AAE,962110
BED,204439
EEB,778235
CCB,142887
ADE,586247
BEA,525619
DDB,237343
ABE,240107
BDC,568103
BBB,71510
BBE,611394
ABB,538786
EAE,882879
CAD,742257
EAE,602370
DBE,458617
CDD,38141
CDD,542157
BAC,948165
ADE,759214
ABC,879907
CEC,519487
BCC,65897
CDB,482075
DDB,936837
DBC,588176
DAB,941324
CEC,315995
CEC,444355
CDE,25229
EBB,606157
DBB,528822
ECE,895775
ABD,467350
ACB,854320
CAC,746043
CAC,860985
ADD,995893
EBA,620811
DDC,738817
DCC,271848
DEA,21492
DAC,970248
BBB,376427
CBA,259271
CEA,644119
EAB,656241
DEA,287873
CDE,780134
EBD,997198
AEB,291263
BBC,367150
DEB,669478
BBC,115152
ECB,800265
BDB,584599
CAE,137031
BBC,885338
BCC,509753
