airport_code,sequence_number
AEE,756003
BAE,226831
BDC,671667
ADB,22754
EBE,844933
CED,374743
EBB,247273
DBA,218229
CBB,328169
BDE,880720
DAD,822061
AEB,81756
CAD,367613
CAE,941960
ADA,745531
BAD,962562
DEB,48588
CDE,354500
AAE,981532
ACA,106389
DAE,170016
ABA,927552
BDE,300277
BBA,1025
CCA,133706
ACD,435558
BEA,149884
AAB,3820
ACB,207605
CBC,718015
DEC,760410
EAB,364644
BAB,764638
ADB,242690
CAD,917130
AEA,603359
BCD,322663
AAA,444988
CCD,673116
DDD,786176
ADC,647460
ABA,982258
BBA,730453
ADD,440320
CAD,671090
BAD,712588
EDE,23119
ECC,662683
BAD,413679
EEE,463722
BBD,796719
DAE,841987
CEC,329503
EAE,567875
DCB,412510
DBE,259569
BCB,419672
CAA,926182
AEB,785944
AAA,91063
ADC,147565
EBE,848020
DAA,411446
DEB,66795
DCC,925783
DDB,89897
DDB,682997
EAC,620702
DCC,754666
DBB,952943
DDD,645758
DAB,975080
BAB,243251
EAC,180678
EAE,534659
DAC,753653
CED,652734
BDE,985261
DAD,638494
CDD,500676
BDD,479361
DBE,803115
ADA,526735
BCD,808283
BCB,68890
CDD,915444
EED,415296
BBC,658792
DEC,987749
DCE,748822
BEE,889341
CCE,894242
CBA,6732
DBD,340347
EDB,410588
EEE,557733
DAC,309571
ECE,744709
ABD,420807
EDC,93991
CBA,866320
DDE,711195
ADC,331638
ECD,674254
CBB,840227
CCD,320463
BEB,883281
BBC,571953
DCD,933545
BEC,481760
CBC,411078
EEC,706701
CED,691610
CEB,278798
DAA,643594
CAA,675783
CBA,137796
ECE,462915
DDC,91366
DEA,319473
CBA,648581
AEC,208513
DEA,391439
BAE,255487
BDD,138985
DBE,401306
CCC,510501
CCD,530082
ECB,711233
AEB,338031
DCB,180245
EBD,599909
AEC,384557
AAA,30203
AEA,948607
ACC,128491
BDC,610661
BDD,142188
CED,199
CCE,610006
EAB,937233
DEB,453414
DEB,784881
ABC,672984
CDE,4485
DDA,112818
ADD,533508
AEC,128770
ABD,501222
EAC,528985
BAE,327918
EED,269402
EDA,381273
EAC,158340
EBD,437726
DCC,910516
BEE,713950
BBB,5650
AED,418630
BEE,758029
BDA,977867
AAA,540644
DDC,259006
