airport_code,sequence_number
CCA,506856
DDD,77688
ECD,421791
AEA,563051
CCA,590375
EBE,961888
AED,819998
CBC,144354
CCA,7032
ACD,473730
CDA,155915
ABB,528894
ACA,311045
BBA,943992
DEA,110333
EDA,225818
EBD,571239
EDE,544857
ACE,792959
CEB,520505
ECB,955725
BBD,268170
ABE,356269
DBD,363512
BAB,442167
CDE,98769
ACB,329914
ABA,23091
AEA,337240
DAD,163000
CDC,462177
CCE,98575
EBE,454549
DAA,817777
BAB,764052
EAD,845041
EAA,420330
DCC,297517
DAE,942220
DDE,230133
ADA,165759
DCE,909880
BEE,876794
AAC,305328
EEC,977804
EAD,598283
CAC,482030
DAA,437710
BBE,662742
BDB,846617
AAE,573338
ADE,891332
BBA,633421
DBE,647829
DBB,864695
EDB,794743
BDA,804296
BBA,994361
CAA,661521
AEB,939348
ADC,759087
DEA,318034
EBB,918631
CED,562247
EEC,19707
DAA,403656
BAA,846487
DDA,698871
BBE,632145
BDE,825735
CBE,874154
CAE,622757
ACA,875608
CEA,298120
EEE,253090
ADB,453510
EAD,392792
BBA,86578
EDA,829954
CBB,152749
ACA,971597
DBD,649553
DEC,917619
EAE,180758
DDB,17510
CED,339116
AAD,809162
CEC,358834
EEA,534342
CED,789306
EAA,217816
BCD,432233
ABC,63006
DDC,969136
DDC,54054
CBA,23658
EDD,13363
AAC,118903
BAB,355425
ACE,62771
DBB,953698
AEE,619073
AEA,444886
CDB,14748
ABE,644720
BAB,645411
CBD,813507
EAC,151531
ECB,525810
BEB,250141
AEB,579952
CAE,152270
DEA,315873
ECE,214698
DDC,545848
EAD,297226
AAA,679337
ADB,483498
EDD,99819
ECC,27009
CCD,506351
ADC,145471
CEE,761857
EAA,247633
CBA,386191
DAE,658579
BCB,211480
CBC,174318
EBC,904421
EAB,846236
EAA,558151
BEE,999434
CDC,873340
BEB,489030
AAA,17903
AAA,988997
ACD,2323
CBC,662648
BAB,532989
AEC,723169
BBE,29854
DCB,897282
CBD,618044
ABB,100609
BEA,454592
CEE,284468
BBB,240160
DAA,427160
BBB,684296
BDD,379412
ACB,262897
DEA,434448
CDE,272915
EBD,263671
CCB,560935
ADD,180539
BAE,508048
AAD,809341
DDD,239519
DCC,229361
EAE,638841
DED,6127
DCB,651237
ADB,262958
CBB,885603
BBA,589072
EBD,798035
BAA,520463
EAE,788181
CED,227766
BEE,892789
DED,502871
EEC,789209
ABE,693027
DBD,717825
BCA,70470
CBE,853533
BDB,578621
DAB,163643
ABA,273017
ABB,456358
AEE,66155
AEA,181979
BCC,306628
CEA,277657
CEA,248126
DCE,629101
CBC,627155
ACB,162195
ECA,559442
BCE,60116
EDD,842938
DBC,757842
CEB,411260
ABC,772735
ADA,854022
EBE,915397
BDE,458632
CED,519461
ECA,788918
ECD,643245
ABC,721172
CDB,589983
EDE,945946
CDB,92571
BAB,16142
ADD,38208
BDC,470480
ABE,324994
CBE,108381
CBA,474993
DAB,99973
AAC,479461
AEA,885344
CAE,522335
DAE,113896
DBA,594271
DAE,723819
EBC,977853
ECD,13020
DBE,82756
ACB,24390
CDA,331508
DBC,750183
ACD,221656
CEC,177533
EDE,12106
CDD,689555
BBC,165878
EAC,472988
DCE,144283
BED,327160
EAD,144817
DCD,592681
ADA,300070
ECE,827038
ACA,657520
BDD,492203
DDA,132893
CAD,146295
EAC,581431
DCB,488131
CAD,213393
BCA,555612
CCC,70441
AAB,980844
AAE,706629
CCA,398601
EDB,580433
EEC,889334
ACD,701692
EDB,823519
DDD,153849
DAE,44499
ACB,505015
DDE,802907
DAA,46804
ADC,840516
AAE,750149
BDC,446996
DBB,861465
CEC,565821
ACD,317581
DAD,869837
EBD,746191
BBB,143340
CCD,81321
ADE,700433
BCE,879755
BDB,426164
BDD,568072
DAE,243175
CDA,712967
ADE,590475
CAE,967744
DDD,870346
DBE,80534
DAD,477707
BBB,994118
DBD,197775
DCC,721426
DCD,155253
EDD,698708
CED,484573
AAE,257150
AEE,708505
BBE,270563
ADE,867465
EAC,836986
ADC,304501
ACD,761076
CCA,470557
BED,283653
BAD,977713
BEB,290380
ECB,579236
CBD,40011
DDC,207347
AAC,827771
EEA,954367
DCA,793208
DEE,863400
EED,61792
DAB,989187
EEA,132569
ADB,961275
DBC,946053
AEC,915639
DDC,959841
DCC,608480
BBD,986619
EDB,749207
BCB,27896
EEB,334823
DEC,151198
DDB,299098
DEB,31978
ACA,808742
ECC,712360
ACB,10624
DCA,414792
EED,57850
BBE,580647
ADC,143640
CCB,470755
BAC,413265
AEC,409874
DDA,906589
DED,805375
BCB,376541
DAC,961181
CBB,36971
DAB,547268
DCB,293969
ABA,23268
BAB,629663
DDD,675106
EAB,520162
ABC,342423
DAE,305719
BEA,108848
CEC,120689
ECB,608898
EDD,103469
ADC,504901
BDC,590897
ABA,512025
CDE,236471
AEE,185724
AAA,927031
CBB,953180
CAA,145530
EEE,950840
EBC,16047
DDC,913204
CDE,48638
EAB,186322
CEA,590906
CBE,219462
DCE,211295
DCD,34503
DEA,349308
DCD,896357
EBA,115595
EEA,692996
AAE,583809
DBD,817674
ABC,172828
ABA,933023
BCE,633935
ECB,959415
ADD,760138
ECC,217665
ADE,188253
EDE,593520
CAD,983237
CCB,95894
ABE,481856
ABC,363753
DAD,801935
ADB,668601
ADC,666990
DBC,312816
DDE,423200
ECE,907042
ECC,632638
BBB,13117
DEE,665435
BCB,629953
ABA,410069
DEC,426350
EBB,85247
DDC,4880
DAA,262438
DDE,704560
BCA,822088
EAC,126250
DED,255133
ACC,760380
ABB,520408
DCE,903266
AAE,682560
AEE,907458
EBB,2905
DDC,96403
BBC,140686
BAE,533373
ADE,141256
ADC,823161
DDA,300634
EAD,785092
CBD,72959
DEB,425080
DAD,920446
DBE,142710
ECA,878993
CDA,797972
DAD,42918
CAC,942293
ABD,192542
BBC,785913
ACD,799035
CAA,633458
DBE,532349
BEE,172357
BDC,38750
BDB,605299
BBE,454459
DBA,987121
BCA,530266
BBE,361382
CEB,342385
DDC,578855
BAA,542972
EBC,189032
CAD,691666
DCD,649932
CDE,918830
ECE,832897
ABD,37627
AEC,954448
ACC,332189
CCE,914309
DCD,327677
ABA,609031
BEE,134555
EBD,755881
BBA,959742
CDD,323991
BAA,448984
EBE,575190
DDE,719713
BCC,665131
BCB,5447
DEC,444790
CEA,369774
EAC,345591
DDE,963891
EBB,684633
DCA,603115
DED,493415
BBE,157578
BDE,20715
BEB,508840
CDB,241993
AEB,228220
CEB,333786
ECB,901662
CAA,421113
DDC,392645
DCB,76751
CCD,509967
DEC,609747
CCB,81169
CAE,670362
AEE,399454
EAA,660284
CEE,446059
DAC,751197
DDD,711081
DDC,858834
DEB,60598
CBA,30371
DEC,170604
DAE,260859
CEA,749104
BDB,120298
DCC,118607
DDE,941541
CCE,647876
ACA,930047
BAE,233408
CAA,93802
EAA,243849
DAD,129291
BDB,809579
DDD,577113
ECD,917434
EAD,215183
DDB,117382
DCC,186087
CED,179819
BAA,739415
ACD,618442
EBC,947078
DCD,487407
DDE,838537
CBE,819928
DAE,855006
BCB,163318
BEB,185165
ECC,622529
AAC,990849
DCB,521714
ECE,214551
ADB,937802
ABD,152688
BBA,958813
DEB,910595
ACC,894551
BBB,527342
DDB,763865
BBE,299185
DCA,594952
ADE,90563
BAA,841306
BDD,823389
CAC,771356
DAB,890836
DDD,721444
DCD,464463
BDC,351445
AEC,146036
CDB,397988
CAA,291174
CEC,742073
AAB,648549
CCD,723788
DBD,476617
BAA,593531
DCC,912014
DCD,961887
CDD,709283
CBE,222637
DBA,482334
ECB,292452
BAE,973025
CDE,728365
ADC,22575
DDB,685616
ECD,382596
EBC,53556
DAA,576134
CEA,293718
DEA,714173
CAD,188577
ECD,57885
EDC,463075
ADC,281268
EDC,141448
EEB,322386
EAA,295121
DCC,374687
BAB,943391
DAC,271020
CEB,245960
AAB,28008
ADC,276820
DBD,919334
CCB,571187
EDA,71598
EAC,488201
DBB,815054
DCD,3030
CEE,331990
EAE,635465
DBA,845893
EEA,596900
CED,976550
ACD,18735
BEC,223378
DCB,981335
DCE,176021
DDE,910157
DEC,974677
ACA,68478
BDC,4480
BAB,216797
BEC,645186
EAE,690766
DAA,451272
EBC,722718
DAC,872802
DED,582429
EBE,340779
CAB,412821
ECA,684406
ABE,217568
BCC,134043
CBA,946268
ECB,299077
AEE,552999
EEE,376030
AAB,323592
DCE,427213
BCA,593689
ACB,85984
BBD,855977
CBD,526094
BAB,482033
EBB,323815
CEB,634763
EEC,606084
CEE,38292
CBA,888553
DBC,82631
CBE,662655
CBC,518119
ADE,486895
CBB,230088
ABB,644520
BAA,737491
CDD,927972
DCB,261099
BBA,293827
DCA,856903
EDA,799235
AAB,600015
BBC,764502
BBC,328385
CBD,123817
ECB,715545
EED,211299
CDD,841947
BEE,608701
EAC,751198
CAA,171441
EAD,240949
EAD,958276
