airport_code,sequence_number
EDC,374848
CDA,508155
DCD,721176
ADC,706549
ACD,361715
BEB,826234
BCC,432960
ABA,63226
AAD,386645
ECD,23346
EAE,868205
DED,457740
BBA,719131
ACE,206585
CBD,650609
CDB,394907
ABE,557396
DAA,212763
DED,188812
ABE,265514
CEA,731388
CBA,727494
AEB,388626
DBA,50627
AEC,499231
EEE,539594
DBA,809980
AEB,877759
BDD,947147
BDA,630118
BDB,652085
ACB,53532
ADA,843524
BBC,150695
BBA,646360
ACC,971851
CAC,664940
AED,553037
DCB,407209
DCC,995994
CDE,858241
EED,85589
EDC,571493
CDD,429808
AAD,412076
BBE,749130
ADA,860259
DEA,895805
EAD,74823
DCD,803071
ABE,584391
DEA,721806
ABD,315654
EDA,692351
DBE,891724
AEC,535987
EBC,531956
CAB,461934
DDE,326465
BEC,727414
CED,778958
CCA,820591
AEE,224720
BAB,659721
CCB,36642
AAB,232835
EEB,504497
EEC,666073
ABA,39169
ADA,529774
EAE,38756
DEB,12274
AAB,744065
BBD,591264
DDA,302607
BDE,436266
DBC,814541
ECC,552146
EDE,511138
CDE,131968
EAC,142892
EDE,529178
CAE,132223
CBC,703495
CAC,568131
CBE,196058
ADD,635374
DDA,116222
ABA,113739
ABB,183217
BAA,393789
DED,318726
CCC,196670
BEC,173058
CDB,141691
BAA,337212
DAA,778905
EEE,248169
DBA,196328
ECC,941787
EDA,35178
EAC,849815
CEE,335570
BCB,971068
EEB,200295
EED,809599
BED,975552
BAB,482468
DDC,377969
CCC,215752
EAB,285124
BEB,371951
DEB,890523
DAA,112561
CBC,746315
ADC,51096
DBE,907707
CDD,397905
ABD,624855
CDD,280664
CDD,401183
ABD,370527
BCE,293056
CEC,579683
ACC,374561
DAB,322760
BAD,327283
BBA,519898
CDC,863160
DAD,785204
DAC,877241
BAB,453363
BCA,995945
BAC,438685
DCA,685841
CEA,645613
ABD,617599
DBB,752933
ACC,999741
DBD,983395
AAC,442650
DCE,156222
BEC,258791
CAB,30221
EBE,558988
AEC,546965
CCC,517808
DDA,333039
BCE,688194
BBB,628318
DCA,508673
ABB,941580
BDA,918832
BBE,955474
ABE,992940
AEC,325517
ECB,636808
ACB,963508
EDA,344239
BBA,725606
CAD,385736
DDB,776392
EBC,786709
EED,643537
DBA,295600
DAE,106591
ACA,920690
ADA,710715
DEA,800324
AEA,581880
EBC,116280
BDE,872466
DCD,81394
BAE,109480
ADD,460874
DEB,486888
CDE,963448
AEE,372098
ABD,945963
AEB,691435
ADE,342030
AAA,66823
BAC,122941
BDB,700136
DAB,22132
EBC,678580
DDB,682972
AAA,691240
AAE,232292
EBC,361417
ABC,134340
AAA,558733
ABC,953543
EDB,217914
DAC,786348
BCA,870243
BCC,231341
DEE,651143
CEC,890575
CBD,882577
BCD,555881
EBE,638076
ADA,755418
CDC,554169
DCC,323880
EEC,275510
BBB,384495
BBB,749056
DDD,317295
EAB,904055
ACC,912332
DDA,143079
EDC,885812
AEA,268346
AED,456767
ACD,426584
AAA,573586
CEE,960814
ACA,279081
DCC,949281
EBE,81100
CBC,335277
CEC,331699
BEC,612561
CBD,731017
BAD,363445
CBD,198797
AAC,639743
DCA,440325
BCB,986846
DAB,427173
BAA,868725
BDB,925826
BCA,184379
CCD,856946
ECA,674361
EAC,857296
DBC,943333
DEB,938303
EAC,491119
DEB,518005
EAD,153084
AAA,253338
BBB,60061
CEC,563561
BBE,436185
EDA,452982
ACE,763268
DCD,561873
BAD,496243
BCC,915478
BEC,6081
BBE,183054
DDE,35041
CEC,414469
BDD,643468
EEA,919619
DCD,297014
EDE,497213
AEC,263576
BBC,652815
DCB,491290
CDC,377344
DBB,387924
DDA,982791
EEC,393099
BDC,122213
DDD,318261
AAC,576990
CEE,268282
ADE,643376
BCE,251515
CEB,853509
CAE,953440
BCB,750030
BDD,41170
DED,521303
EAA,892741
ABA,487106
CDA,756796
BCD,581472
CCB,990763
DEE,220507
ACA,88858
CAC,328328
AAB,391634
DEC,65712
EED,867628
DDE,844841
DAD,169737
BAD,269909
BBE,520024
BEE,740702
AAC,23686
ACE,707210
EBA,900849
AAD,112884
ECC,631968
EDD,819362
AEA,423086
CBC,17742
CBC,217164
BBA,417006
BAE,144201
BDE,368955
CEA,215740
CBB,671291
AAD,557049
ABA,352698
DEA,443351
CAD,280248
CEA,190348
AEC,112435
CCC,33421
AEB,751868
DBA,665998
EEE,837119
EBB,99669
DCE,536244
DEE,613769
BBA,527225
BEE,377075
DDE,941464
DAE,949923
BDE,624397
BCE,6002
CDE,279753
DCE,316400
DCD,81621
EDD,917265
AAB,482316
CAC,288732
EDB,647022
BED,662025
AAC,266137
BBE,803973
ECC,349373
BDC,810990
CBD,873865
ECB,526666
BCA,336818
AAE,688965
AEB,237902
EDE,359778
CDD,15025
CEA,902007
BEC,89467
ECC,979865
ADA,923105
EDC,665201
EAD,61966
EAB,562876
DEA,644750
ECB,785736
BCD,409868
ECE,740439
BEE,31880
CBA,789407
CDE,468768
EBC,319396
BBE,517028
ABD,58105
ECB,677158
CAC,564931
CAB,879939
BAC,829570
ECB,45475
EAE,399056
CEC,441004
ADA,102573
EEE,76904
ADB,683096
EBE,66699
BBC,379240
AEC,986411
CAE,971953
BAE,196745
CCB,194617
ACC,79983
ECE,849230
DAA,623995
AAC,570262
CBE,347725
CDC,14542
BAB,27685
BBD,390213
BDD,77170
EDD,757103
AAD,692820
DCA,350402
DBB,290803
DBD,571376
ABB,54513
BAE,335657
DEC,516792
BAA,183764
CEA,821559
ECA,609809
DBC,135510
DEA,720311
CCB,298948
AEE,182183
ADC,983892
DAC,6298
DDA,584955
EDB,517237
CAB,562568
BDC,137305
BDE,984690
CDD,948682
CCE,857560
DBB,129617
BEA,327450
DAA,222798
ACD,667932
DDE,335193
DCB,284283
BAD,513446
BEE,447132
EAB,310381
DDE,580442
ECB,347316
DDA,487605
EEE,545373
BAA,120876
DDC,81989
CEE,4737
ACC,303276
DDC,108404
ADA,759675
EAA,973262
BDA,330435
ACD,84847
EAE,632557
AEE,781775
DAB,588129
CDA,534710
EAA,636589
ABB,466162
BDA,142402
CBC,724166
BCE,765844
CBB,493274
DBA,733150
EAA,954217
ABA,101304
ABD,423464
CDB,562249
CDB,569769
ACC,633441
CEC,660054
CBE,846348
EDD,151015
BDA,179787
CEA,894102
EBB,511221
ACC,398026
BCA,838700
BAB,487818
BCC,835627
AAC,378195
ABB,863023
DCD,832825
CCC,365663
AEE,815334
CEE,957881
DCB,583515
EAD,546018
ACB,1435
BAB,692070
BCA,661060
CDE,214831
CCB,792516
ABA,684735
BCD,180294
EBD,835242
BDB,841462
DDA,613144
DCE,896197
DDD,802198
CBC,498604
EED,646679
EEB,738328
ABC,30076
ACB,73260
EDC,370158
ADA,18497
BCB,479591
EBE,954963
DDB,646861
BBC,762597
EAE,614626
DBC,947131
AAC,567569
EEC,61849
BCA,836616
DDA,423103
BDC,656746
BDD,166328
CBA,213797
CBC,504462
ABC,351509
DCC,246991
EBD,93324
BDC,975773
BDC,720842
CBB,325600
DEA,893129
ABB,795225
CCD,429642
AEA,513637
EAB,602096
ACE,142990
ADD,39834
DAA,826794
AAA,756717
BAC,823221
CED,858977
DBC,832053
EEA,547586
AEC,373916
EBA,999413
ACE,783834
EDD,424124
AEB,333707
CCA,771036
CEA,405832
BBA,432358
BED,365027
AAE,191459
DDB,889544
CBD,592150
BCB,977557
DAB,331691
ABE,300470
DBB,981600
CBE,709491
ABB,465743
DBD,125450
DAE,276660
EED,221371
AEA,453947
CBD,175844
BAC,824803
EEA,916763
ECB,487922
BAD,909516
ADD,15031
DEB,499476
BEC,56239
CDD,490464
BAC,636497
AEA,90682
EDA,118016
AAB,276349
EDD,528129
BCC,899425
ACC,844568
CBC,831190
CCC,62603
CDD,777970
EAB,48610
AAB,39491
EBD,151343
BBE,756384
ECC,534506
EDC,341273
ABE,838558
DAE,278473
AAC,612789
DBB,685907
CDC,646068
ACC,524565
ADB,184911
CDA,296884
BBD,975507
ADD,755677
BDC,951033
EDD,360302
CBB,661909
EDD,284045
CBC,98049
DEC,819308
CBA,935141
CDA,573930
BCC,297556
BBA,244744
AEC,45719
CAB,884608
EAC,489858
EDC,526550
DCD,383958
BAE,163497
ECA,876312
BAB,272907
CED,539586
BEC,811309
CAA,383087
DEA,650354
AAA,171851
EBE,274394
EAB,549079
EEA,609557
EDC,178233
EBB,810439
CDD,364872
DCB,71668
AEE,46749
DAA,889516
DED,571339
CDC,639685
ABE,382055
DCB,112415
CEC,964563
ACB,136119
ABD,722129
EDB,126233
DCA,710004
EAD,161330
DDD,708552
CDE,84921
AEA,639283
CEE,909650
DCC,904577
ABA,606280
ABC,197243
DBE,460969
BDC,934008
DAB,174971
CAC,409001
DCA,79272
BEC,544315
ABE,320722
AEE,898596
EBE,299525
CAA,838828
ECE,542616
BEA,705710
CEB,277046
ABA,308281
AAD,877536
CBA,579615
DEA,788024
DED,347803
DAA,527717
ADB,854315
DBA,325034
BDA,978638
EAD,432244
EEA,480742
ACD,735228
CDA,663466
CEC,553462
ECE,390676
DAE,259814
BEA,71988
BDD,788591
ABE,740665
CAB,676669
EDB,897911
EDB,26018
DDC,10335
CBE,649357
ADA,441328
ECD,779505
BCC,831508
CDA,482438
EDC,424580
BDC,925062
AEC,635252
CEB,389879
DDA,249855
BBB,672643
ECE,769513
CDB,773850
CBC,660640
ACD,202377
ABA,992464
EBE,350776
ADA,857350
CBC,231523
DDE,301789
CCE,553760
DCC,893178
EEB,583828
ACD,186225
CDC,945144
BBC,40056
AAB,211876
CDE,593561
DEC,817565
DEB,819989
BCB,270900
BBA,468087
AAD,931898
DCE,401284
CAA,954928
CCB,324268
EBD,994588
DAC,624825
EED,461832
ADD,89760
BAB,379667
DCB,776342
CAC,621884
EAD,289628
BDE,973599
EAE,159602
EAE,780522
ECA,521909
CDA,278364
BEE,25588
DBB,964115
DBC,107902
BCC,42736
ADD,879336
DDE,916884
ABB,66263
DDD,858704
ADD,1708
BDC,571984
CAD,760132
BED,659805
BED,534149
CBB,271935
EED,900121
BED,65166
DDA,842413
BEE,416685
DAB,517895
DAD,576736
EED,945674
ADE,882695
DBD,215973
BED,965830
CCE,66466
EAA,233251
ACB,410334
DAC,320787
CDB,853940
EEE,740376
CEE,199706
EAD,694909
BDD,84260
EED,766865
EBE,170024
DDB,920641
BCA,641391
BBC,230330
ABB,286322
EBE,466771
ECA,171590
BBB,16490
AAA,597315
ACA,776001
DDD,424981
ADA,688143
ACA,332719
EDB,229071
ECB,917276
BDB,694696
EAD,524810
CEC,614104
BDB,142611
AAC,435473
DCE,73191
CDB,618991
EBC,650060
BAD,541154
EBA,433765
AEB,547723
BCD,659508
DBD,218999
CBE,957243
DEA,681260
EDC,87124
ACB,276050
BDE,139418
BAA,243481
AAE,525170
BEC,350372
AEB,506325
DEB,480625
BCD,151992
EEE,400244
CEC,347036
ABB,587438
ACC,309641
DBA,780850
AAB,169690
CDC,442035
CAC,605140
DAA,116010
DCE,525398
EAC,687662
DBA,370871
ADC,816916
DBC,809277
DED,626655
CEB,37511
CCD,575000
CED,16995
BBC,843463
BAD,540227
CAC,436623
ADD,667276
AEA,10055
ACB,434242
BBB,596631
CBB,637738
BBE,450056
CCA,750566
CDA,697825
ADE,968359
DBB,350165
DEB,561696
BDB,107684
BBE,102753
BCE,449086
BAC,603818
CCE,2369
BAD,827482
EEA,77473
DDB,333780
AAB,875191
BBA,193684
DAE,606632
BDB,424116
BCD,599106
BED,70843
BBB,492357
DBC,228509
DBA,986517
ECA,421782
ACD,291029
EDA,803748
ACC,534292
BCE,277793
ADB,82976
ACC,456521
ACD,323723
BDC,816629
DEE,981951
AEC,773688
BBE,685155
EED,671047
EEE,464849
EAC,867173
DCE,76204
ADE,869005
CDD,603471
ABE,624648
CBD,101987
ECB,232939
DAA,155346
BAA,442396
CEE,381809
BCB,937051
CEE,920579
ECD,923767
CDA,257167
DEE,835852
EAA,614624
EEE,134831
DBC,726805
DAE,259609
CEE,621436
CDA,671465
BEC,623118
CDB,688037
AAD,24371
BBC,860852
DCA,928960
BBE,130344
CBE,885830
AEE,633832
BCE,731296
ECD,985113
BBE,319822
CCA,582115
DBD,509363
CEE,703421
CBB,778592
AEB,114692
DED,984171
BAB,792935
ECD,235570
DDE,80188
BEE,78678
DBD,811708
BAD,599969
CBD,87343
EEE,352415
DCD,535139
DCE,15826
DEB,604369
CBB,338319
DCC,500473
BDB,765645
CEC,791751
CDA,848155
CCB,313774
DAC,591797
DBA,482908
ACE,412636
ACE,594059
ADB,782575
CDB,444160
CEE,935733
EEA,237709
BEE,726529
ECD,643619
CED,256417
AEA,181884
BEC,191790
AAB,800296
EDE,346474
ADE,331848
DCE,201755
CDD,929725
DAB,300734
ECE,78355
CCA,343442
EBC,224957
DCC,108370
EBA,394314
CCB,690397
ABC,238245
EAA,314627
AEC,109005
BCA,566286
EDB,926016
CDB,517522
DCE,978323
AAC,584252
BAE,372787
DEB,713781
AAA,678966
CDC,51209
DEB,376418
BEC,541966
ACC,706394
EEA,665893
CEE,477763
CCE,503305
ECB,596639
BEB,977122
AAD,415420
DDA,235183
EAD,449538
BDA,310248
EEA,552268
CBD,861329
CCE,95834
BAB,761066
BEC,303823
AEB,862293
DCC,868966
DAC,251789
BAB,368440
BAB,488356
EEE,120853
DBB,32766
EEB,73529
BCC,189963
DBA,875562
BAB,627509
CCA,123508
ADD,811130
ADC,974684
ABB,606057
EEC,571712
DBB,371723
BEA,613024
ACB,141987
ECC,556233
ABC,39860
CAA,479412
AEE,829369
ECE,747016
AEA,807814
DBD,620156
AEA,706819
BBE,568425
BBC,153965
DAA,199217
ECC,142739
CEA,80159
BAB,49830
CDA,958543
BAB,98709
ADE,267082
CAC,371310
AEE,225098
BDC,457032
BDE,398217
DAA,200060
BCE,601616
DDB,347900
ADE,387646
ADE,725240
DBA,625348
DCB,521151
BCD,132162
ECB,436395
DDB,278254
EBB,926701
CDE,984151
CDD,482071
CED,903894
ACE,724614
CED,671330
CBE,158800
AEB,154431
ACC,396442
AAE,657706
AEE,572127
BEC,384894
DEA,494286
BCB,193513
CAA,868274
DBD,813063
DCC,655574
AEC,631183
BDE,768898
BBD,995031
EDE,320747
BDC,459858
EDD,88784
BEC,399074
BAB,814568
DCB,128050
DAD,744207
CCA,704675
EDB,875297
AAA,221948
AEA,938069
ACD,682591
EEB,815955
DCA,76479
ABA,58850
EDD,319634
DCE,997973
CED,11057
DBE,42481
BBD,32558
BBB,49649
DAD,858146
DBC,852140
CCB,706332
ADD,276104
DEB,588165
AAC,902384
BCC,815994
BDB,831865
CDE,83314
AAC,25569
BDC,647701
DBA,344292
BDD,550887
DAD,317647
CAC,695742
BEA,236376
ECC,891375
AEB,555256
CAA,684948
CBB,805108
ADA,810970
EEB,283986
BCC,240352
CAE,432000
BEE,608862
BEC,994452
DCA,290095
CAD,347856
ADC,126563
BCD,777814
BED,442221
EDA,485406
BEA,24522
DAD,972644
BEE,167415
CBB,651951
BEE,128456
DEE,333716
CAD,939927
ABC,718727
EAE,651195
ACC,16033
EAD,772203
EEE,448275
DDC,470598
CDB,728402
ADC,562468
BBD,607412
DDC,515525
CDB,856278
BEB,26057
AED,54963
ADA,949656
ECC,7782
BDD,21894
ABA,945081
DCB,100307
DEA,161873
AEB,861202
CAE,5088
BAE,124202
EAB,775987
ACC,214872
BAE,577233
ACC,352832
ADB,988414
CEE,159065
ECB,52780
BEC,30673
AEA,725430
DDE,351882
DCC,474278
DDC,356655
DED,597702
ADE,627391
CEA,656288
BDD,6027
ABB,774084
DCA,560230
CCB,838106
BCB,722297
BDB,881538
CDB,23075
EEB,962391
EBB,868832
BED,221759
ACB,785395
DEC,339698
DEA,242429
DBD,465901
BBD,49943
EDE,278304
BAD,512878
DDA,67670
EBA,233085
CAC,712831
EBC,218031
DCA,677856
CBE,498322
BCD,735081
ACA,348255
BEE,540614
DCD,631698
CCA,267046
EAD,776608
ACD,892672
DBB,880973
ADB,795047
ABD,930475
DCE,226119
DED,822870
DDA,116438
DAD,555437
BCA,89161
BEB,77603
CEE,420303
ABE,664251
AED,905352
DCD,505540
BCB,991933
DBD,913701
EEE,182193
BAA,162178
BAB,754225
EDA,452370
BCE,470773
BEC,55942
BEE,968139
EBC,18375
AAD,283555
CDC,656577
CDE,68055
ABB,918927
ADD,58657
ACC,364156
AEC,665894
EBA,807381
DBE,1356
BDB,519498
DBB,515922
EBE,849590
BAD,833057
BED,811381
EAB,399850
CCD,982679
BAB,227414
DEE,7650
BCD,51952
BAD,41753
ECD,286582
DEE,22339
AAE,909444
AAA,909219
ABE,280952
EBB,57893
BAC,696982
DAB,243219
CED,329350
DBB,341928
CCE,670594
CAC,306857
CEC,491405
EDB,685784
ABD,566454
ADE,802794
CED,56946
ABB,81153
EDE,35575
BEC,890116
AAB,783593
CEB,68580
DAE,446389
DBC,805355
CBD,189598
DDC,107046
ABE,683951
DAB,441908
ABD,256289
DDC,8467
DAC,445387
BAA,833355
ECC,851913
DDE,623220
CDB,344507
CAA,506854
ECB,62121
CBD,194439
DCB,303333
EDD,828587
AAC,397727
AEB,281044
EBC,446047
EBE,509477
CAA,444724
DDE,477307
EDA,886525
BEB,983297
BEE,529899
EBC,107565
BDD,436034
CAC,334478
BAA,726632
ACA,781365
EED,127857
ECD,284672
BDC,920930
EEA,43673
DCD,582998
DBB,421940
CDA,449804
DDD,786612
ABA,318839
ADA,789039
ACE,541587
BDC,438333
CEA,114920
CBB,374467
DCD,881949
EED,126546
DDB,313141
EEC,413153
CBD,973534
DAE,235633
BDA,489561
