airport_code,sequence_number
EDB,781480
ECA,723192
BCC,713348
CEE,58941
DDB,817772
EEB,486851
ACA,120969
DDA,390401
ABB,319584
DCD,977629
EDD,289210
BAC,112862
AAD,800933
BDB,133641
EAD,210154
CBB,103095
CDC,685247
DBC,44948
EDE,281327
BEB,684509
EAE,955743
EEC,604736
BBC,769710
CCB,491325
CBA,108133
EED,517984
DCB,593017
DAE,480880
EAE,316137
DEE,300712
BDE,896303
DED,746616
EAE,443933
CDC,257767
EDE,416685
DEB,986882
EEA,918279
BEE,468249
ECE,34601
BBA,267112
CCB,896038
DCB,719340
ACA,510698
ABE,76156
BEA,261497
BDC,291589
EEC,61442
DDC,877849
ADA,876056
BBC,104707
CDC,88345
CEE,612525
DCB,152074
CAD,705013
EBD,858531
CCA,707765
ACE,353065
DAA,17793
DBA,477769
AEC,351560
DDC,226091
CAE,420978
AED,5737
BAA,196781
CEC,850823
ECB,535404
CAC,761338
BDA,901099
BDB,599230
ECE,594932
BEC,819589
ADD,379197
ABD,890783
BDC,239179
EDB,19727
CBD,960954
DBB,507490
ECA,902427
BCD,750249
DCE,171249
CAC,938629
CED,364345
CEA,556729
BDE,587724
BBC,1427
CDC,298426
EAA,449512
DEC,212579
CCA,897849
DDB,588956
ECD,678873
DEE,406702
ABB,454818
DDE,261903
ADD,712685
EBE,971399
AAC,222777
BEA,220929
CCB,842226
EAB,12821
BBD,589400
ACD,329023
BAB,187494
AEE,285017
CDD,959304
EBD,799486
BCA,207236
BEB,230165
ADD,820527
EEE,815239
EAE,258814
ACE,330905
EDC,450590
BBA,583556
AAB,27150
EEC,611096
DAD,147499
BBD,407860
ACC,386291
ADC,376524
BEE,465032
CCB,85350
BCC,953043
EDB,698889
EDA,871153
EEB,84882
EBE,285642
BCA,588356
CBD,785829
BDA,183382
BCE,787793
EDA,257591
ACA,513711
CCC,511333
BCE,324828
EEC,540231
ACA,279875
EEA,727281
DAB,286007
EBD,786723
BBB,645327
EDC,398697
CBD,445365
BEA,357594
CCB,937277
EDB,756196
CDD,223813
CCB,878032
ECA,104751
EBE,782819
BCB,782451
ACD,128444
EBD,619115
ABC,822838
BAB,876614
EDA,853859
EBB,982188
BED,706906
BBA,924921
CAB,350323
ABD,824417
AAA,809355
AEC,656766
BEC,797746
BED,429155
BCA,820592
EAE,958447
CBD,663657
CCA,269329
BCB,184347
CDA,841455
DBA,869922
BCD,347287
DDD,595475
EED,951924
DBE,700201
EBA,403533
DEE,355516
AAC,216241
DBB,686210
CAE,740474
BBC,880398
AEE,929464
ECB,31925
DCA,456572
BCB,509343
DBE,795164
BAA,38070
DDC,201032
AAC,128814
BDE,684203
CDA,309298
CCE,761874
ACC,873980
EDC,456073
BAE,639428
CBE,385822
DEC,253911
BBA,581824
AEE,108198
CCA,949052
DCA,515894
DDE,895461
AAC,608231
CDD,769291
ACB,853283
BAC,834762
CCA,134265
BDC,80137
ADD,696774
CED,843339
BBC,287973
AAD,970614
EEC,823271
DAA,479984
BCE,375585
DCC,699344
ADA,54738
BBC,879312
DEA,964190
DEE,684586
BCD,124299
AEC,405060
DCA,211746
EAD,743253
ADD,337483
BEB,986979
CEE,182967
AAC,166170
CAE,662549
ACD,530927
ACE,918329
BEC,249832
CAA,346435
AEE,240221
DBA,477062
ADB,866940
CCC,513177
CEE,752980
BDC,357024
ECD,781806
EAA,386217
BAE,12912
CCE,328658
EEB,302332
ECE,325170
BAB,570333
ADE,319750
BCB,692746
EDB,169896
BDA,527128
BCE,530541
DCA,11772
BEA,789441
