airport_code,sequence_number
EAC,260806
BDA,414335
ADE,320892
DEB,162786
BCB,909915
EDA,851309
CAD,954257
DBB,556053
CAE,786278
EEB,56037
EEC,40799
BDA,14714
AEC,600862
BDE,909343
CEB,320714
ADC,688014
CBC,250574
DDB,497247
BBA,430973
BAD,21836
EDE,505302
EBA,217069
DBD,186867
EAE,862178
CCA,284548
ADE,168932
ABA,9525
DCE,771025
ACB,453866
EBB,246019
DCA,843499
ADD,571015
EEE,521353
EEE,30812
BBE,747639
BBA,367972
DCE,354357
CAB,416722
DBB,434497
DCB,428498
EEB,488187
DBC,490441
EAB,94597
ECE,792135
EBA,387847
BDB,805939
ADB,937975
CEB,574482
EEC,497880
DEC,860591
DED,472046
CBD,708553
DCD,487097
CAD,915312
BBD,301384
CBE,643187
BEB,571029
CCE,53818
BEC,236765
AEC,989592
EDC,298318
CEB,386870
ADC,936279
EBD,441842
CCB,933898
AAC,752041
ADC,167757
DBC,67829
ABD,250111
CCD,243502
BEE,241518
AAD,693529
CCB,587989
BCC,825179
ECD,810467
CAD,924137
EEC,50566
DCE,683138
BBD,409488
DDA,904932
EAA,647624
CAE,236566
EEA,475303
AAA,645613
CBA,351793
ECD,34077
ACE,310265
DED,890540
BBA,935387
DDA,837212
BDB,300461
DDD,919788
DAC,152216
AAA,334970
DBB,264816
BDC,87635
BEA,540259
BDE,730332
EAD,929962
DAE,130721
CCC,923886
DAC,257690
CCC,255474
EAB,735233
EAB,925506
CED,311027
BCB,459071
DAE,49299
ECD,935813
CCA,702281
AED,919107
EBB,262049
CDE,632871
EEE,673760
AEC,484787
ADB,571251
DAB,64809
ADC,743120
ABD,17887
BEC,631992
CBC,338373
AEE,47350
CEB,130156
CAC,531246
EAE,819988
CDB,536106
CDD,263646
AEB,577494
AEB,710606
AEE,937652
CDB,485221
BEA,823457
BAE,917588
AEE,469085
CAD,303385
CBC,589822
CBD,917144
CAC,442333
CBC,937686
CED,242539
EDC,358673
CCD,671335
EED,346612
EDB,205942
CCE,600633
BDB,163213
DEC,473560
ABC,78980
EBB,232116
DDC,803398
ECC,495187
EBA,917416
AAA,474347
ABE,351455
ECC,707875
BAD,515550
CED,85290
CEA,406223
CBE,900791
BDD,832238
EAC,584772
CAD,287550
DBC,998032
EEB,226315
DBD,417973
AAE,419501
EAA,929514
AED,303474
EBE,21139
CCD,306734
ACA,228569
EDD,259043
EED,980959
CBD,234208
EBB,902333
EBA,618575
BCE,1913
DBD,443655
EBD,258556
CCD,803308
AEC,230566
DAE,257619
DEE,380485
DBD,910575
DEE,417794
EBE,599540
CDA,157254
AEB,30661
DCA,132510
CEA,900777
ACD,665181
AEC,604858
CCC,899098
CBD,556126
CBC,958916
CBA,861420
DEE,239331
AEA,389608
DCD,13323
BDD,39275
CDD,841719
CEC,217013
BBA,10772
CAC,411889
EAE,402273
EAE,126324
CCD,478154
DAA,847373
CEE,665084
EEB,191368
EEB,680196
EED,834071
EAA,374300
EAA,253685
EBB,971750
DAE,448312
DBE,472845
BEC,405786
CDE,710853
EDD,762396
CDB,366936
DBC,442393
BCA,936208
EBB,689108
AEC,153089
DDC,586823
BEC,466159
BED,997337
ACB,535976
DCD,737440
BBC,456161
ADD,77079
DBE,626595
BDD,586994
BEC,625744
BEB,10074
AAE,289429
DAB,216742
EDA,78728
AEE,374774
DEA,533350
DEE,90656
EBC,759836
ADC,393128
DBE,206533
DEA,353296
CAD,237503
CEE,150076
CCE,130725
DAB,285199
BDC,638016
CDB,684022
ECE,130764
CAD,829268
DDB,315479
CCD,239860
AEE,923238
BEB,247580
DBA,688702
DED,315243
DEB,601274
DAE,640500
CCA,145142
BBA,123776
ABA,504248
BCD,407325
EDA,719080
EBD,739325
AAC,796945
ECC,542114
BBB,619864
DCE,603737
CEE,200322
BED,187328
BAD,233614
DDA,521161
EEE,829793
BDD,821911
CBB,783961
DAC,634207
ADA,652927
ACC,782239
BAC,537082
ACC,216736
AAB,553120
DAC,492977
CEB,653417
BBE,930437
CDD,435141
DDE,190873
CDC,255371
ACB,60744
CEC,647806
DBA,438593
BAB,114056
ECB,219466
CBD,603496
DCD,533959
CDE,48252
AAE,650571
BCA,458291
EDC,962095
BEB,519943
ACB,333495
EEC,47960
ACA,848552
BAB,157410
DBC,392528
DEE,496528
DED,887123
AEC,137309
BDB,149025
BBE,248761
DDC,722772
EAA,787767
AEA,860951
CDA,407120
AEB,407354
EEB,852243
CCA,561940
AEB,227106
ABB,418332
ADA,371766
CCB,441978
ABE,10639
ACE,877966
ADE,204862
DDE,153772
DED,557433
ACA,647901
EBC,109063
CEA,46046
CDA,369557
DBC,946258
BAC,30153
DDA,623589
DAA,167368
CBD,830119
DEC,306377
DDE,746895
EEC,181565
AAE,214127
CDA,517681
EAD,248513
CEA,649435
ABC,467810
CAA,700863
BDA,674491
DAA,576960
CBA,671296
EDA,6730
DEE,111790
EAB,269230
ADE,923990
EAC,820563
DDE,635909
DAC,561017
EEB,780581
CCD,607546
