airport_code,sequence_number
AEA,998750
ACD,211250
BAA,310535
EBD,248449
BCE,957110
DAA,207137
CDD,810789
AED,961401
EAD,896373
ADD,652093
CBD,127861
BEC,105461
EDD,552552
EEA,333780
CDC,805410
ECB,591474
EAD,251939
CEE,8700
ABE,459273
EEC,818747
DAC,244739
EAC,849725
DBD,200640
EDD,750565
DCC,104068
CDD,914850
DCB,322722
CAB,97350
BAD,694361
AEA,742695
BED,943714
BCB,42999
BEE,242741
CEA,21771
CEC,587210
EEA,445190
EAE,776388
DDA,789907
BEE,652934
BBA,546315
ACD,320524
BBD,195456
DDE,44832
AAE,910379
CAC,192556
BAC,969503
BAD,795561
CBA,796801
BDB,753424
EAE,211040
ACB,479206
BAA,512037
ECC,669341
ADD,724946
DEE,269147
EBC,752428
AAE,854961
DCB,238260
EDD,667415
BBE,886795
BDE,102011
CCB,48817
CAE,779259
DDE,392682
ADC,940407
CEA,488158
DCD,891938
EDB,239470
EBE,228494
DDA,983753
EEC,356629
AEC,146092
BBA,635540
CEC,544043
CAC,816543
CAD,227418
ADE,492407
DCB,544764
EED,936130
ABD,177765
EEA,421488
EED,68439
ACC,388813
ADC,399881
DEC,57407
ABB,325576
DBA,674486
CED,834255
ACC,836606
DDD,756267
DEA,752540
CEC,199716
CBE,282472
DDB,792776
CCB,250778
ECD,604677
BBB,527406
DBD,244417
CAB,437389
DED,782667
DDA,851275
CCA,86373
ACB,899926
DCC,753342
AAB,121596
BCD,184012
ABD,467232
DDD,128869
EAE,192056
DCB,741691
CAD,800896
DCE,391313
EAE,32625
CEB,898962
ADA,465954
EDC,687036
CBC,85881
AAE,87393
DCB,766576
AAC,803276
BED,130389
DAB,909092
EAC,686176
ABC,624270
CDC,691201
BBE,596368
BBC,759827
CBA,819970
CDD,684766
BAD,651922
BAB,734688
BEB,713325
CDB,291022
DCA,779131
EAD,791043
BAC,449939
EDB,647026
EDA,482421
CCE,959854
DBB,399786
AEE,745713
ADE,216262
EEB,575670
ABD,314798
BDB,572193
DCD,366310
ECB,176408
DDC,128441
DAA,901393
DCD,853763
DAD,119380
EAD,752698
CCA,65819
DDD,100776
EAE,182006
DDC,904237
BBE,483870
BCD,479527
ADA,299042
BAA,674306
BBB,310091
CBB,72936
EDE,139131
CED,650461
ADD,721808
BDD,477398
DDD,550635
DAE,96099
BBE,239503
AEA,933639
ABE,345925
DDC,47791
DAD,143531
EED,506003
BDE,816329
ADD,477814
CEC,338966
BCA,93738
CBE,488243
BCA,32851
EBA,492792
BEA,852182
BDA,969209
EAD,420784
ABB,977519
DEC,615911
CED,492124
EEE,479010
DEB,944958
BDD,349872
CEA,944192
BAD,506110
DEB,828624
ABC,825009
DDD,135422
BDC,374624
ABD,914061
DCD,211833
DBB,644149
ADC,750114
BBA,392997
DAA,181026
DEB,956365
CEC,840359
ADA,581900
EDE,936172
DDB,942518
AAB,113268
DEA,297356
DCD,780332
CBB,679933
DCC,127945
AEE,653296
BAD,161948
CAE,419162
ECB,111698
EDB,23742
BAB,125190
ADC,706045
BEA,843878
BDB,853826
EDE,516020
EBD,661707
ADA,6711
BBC,687843
EEC,276086
BEE,186353
CCE,14090
BEC,307868
BEA,148783
ADC,969258
EED,472700
DCE,963339
ABE,613349
EAE,451028
EAA,167163
DEA,490880
EAB,70357
DCB,521447
ECB,772243
CDA,568942
CCE,532963
DDA,604777
DAC,325453
BEC,584503
EAE,372030
CBD,151518
CAA,814905
EAA,449787
DAA,76503
EBB,877959
EDA,294223
AAC,812759
ABB,908531
BED,812976
CEB,909788
ABB,635292
BCA,750287
EDA,918655
DDB,411754
BBD,894797
CBE,851489
BDD,572147
CBE,691769
BCC,9573
ADA,438835
CAC,139585
CBA,543598
BAD,41941
CCE,908494
CAD,240487
AAD,858394
DAA,603061
CDB,133563
DDE,410629
DCA,830086
ABC,686010
DCC,720991
CCA,616656
BBB,700505
BBE,523737
ADA,290191
EBC,58365
CAB,111925
DAB,192182
CAE,28358
DEA,344848
BAE,45101
CCA,567236
BEC,941788
BCA,934124
EAE,20207
DED,304650
AED,160814
AEA,238203
ABB,444990
CAA,182280
BDC,651551
BDB,30458
EEA,902559
CCA,74447
EDE,581858
EBC,708761
BCB,964826
BEA,564330
EBA,832978
BDE,683188
EEC,451857
DBC,920595
CDA,642760
EDC,37149
CEA,328283
CAB,797864
EAD,602183
ABA,67898
CDB,48522
CBE,95117
AAC,325837
EDE,972782
CBA,571178
CCD,290244
CCB,490345
CDE,857287
CAB,830013
ABE,151949
DEB,812303
DCC,648533
EEB,837656
BCD,566336
DDD,999170
BED,699869
AAD,559354
BBA,632189
BAC,572846
ACE,338880
DBC,834915
CDA,995205
EED,552262
ECC,555336
CAE,601817
EDE,932904
EED,618740
DCB,338556
CBC,456757
AAC,194933
BAB,515899
EBA,257876
DBA,389924
EDD,761082
ECB,912828
ECD,354459
BDE,931176
CDA,794521
AEA,638016
CDC,136354
EBD,596205
DCD,896767
EAD,820392
DDD,75288
DBC,894002
CEB,807140
CAC,420454
CAA,400325
ECD,111372
EBC,110844
CDE,650829
DCD,431556
CEC,790556
AEB,379433
CDE,568195
DED,160286
CEE,9062
BCA,923469
ACB,201882
DCD,297722
AEB,435281
ADB,801089
EBB,613362
CAD,614744
CEC,141068
CEE,538051
ADB,904197
AEC,246690
CEE,959629
ECD,281071
ACB,258225
EEC,581736
BBB,667252
ABC,873084
CBC,810585
CBC,72884
EEC,484535
DAD,81262
CDC,390015
BCD,538520
AEB,52678
BBB,484907
CAB,219617
DDB,681070
CDB,949337
DBE,437776
CDA,228682
ADE,807089
AEC,976228
EDE,825528
BAC,85373
DAB,762861
ECC,427601
DDA,483483
EEB,853324
EED,542947
BBA,766267
EEE,693816
BEA,791565
AAC,822893
DAD,195644
EEA,961554
EEA,144218
EBD,584639
BBE,714000
BAA,748815
DAC,638922
DAB,242088
EAE,849628
EEC,664034
AEB,627146
ABE,734981
DEB,99091
ABC,562666
BDC,140060
DCE,911037
CCE,949214
ADA,516501
DEE,977655
DEB,684654
ECA,558756
CCE,601235
CBA,720367
CAD,438055
AEC,124609
ABA,460000
AAB,22029
ACA,602966
AAE,206327
BAB,493618
DEA,72473
BEE,755113
CBB,64730
DEE,620571
BDE,547650
ABB,88538
CDA,32508
DDB,925686
CBE,395072
CEE,26874
BCB,497827
ECA,285652
CDA,694544
CBA,863390
BAC,683573
CEA,143404
DEC,368586
BCE,268950
DAD,326301
EAA,931827
DDB,4099
ACB,334391
BBD,66996
ACC,934187
ADC,195161
CAC,836860
ACD,874128
AAE,702290
AAB,464208
ECB,660158
CBC,881538
DEC,744470
ADC,735977
CEC,515129
CAE,474661
DCA,138894
BDA,319640
DCE,644385
ECD,774007
DEA,585190
BDC,135174
BDE,617075
EDB,466965
CBB,709602
DAA,122414
DEB,545979
ABD,191109
BCC,260917
ABD,522083
CEC,499914
DAC,507307
DEA,458916
BDD,849358
DCC,115043
ECA,35952
EDB,92721
ADE,751559
DBC,186046
DBD,74919
ACA,488727
BDC,912999
CAA,20709
EBB,38763
BCB,535950
AEE,411931
BEA,216503
CCC,829626
AAA,518422
AEA,7160
CBA,525687
CAA,171454
ADE,708630
BEC,48311
ABB,545179
EBD,246757
BCE,513116
ACE,342005
CCE,182541
DED,618509
BEB,427556
DCB,198308
BEC,144805
BAC,593528
CDD,329864
ECE,299215
EAD,208149
EAC,219679
EDC,946604
ABA,790263
CDD,162415
ECA,894421
CCB,981374
CBA,929395
DDC,576889
BEB,985585
EDD,570165
EBB,389703
BBD,193576
CBE,788404
DDE,207800
EEB,266136
ACE,538715
ADC,509249
BBC,7770
AEC,327276
BBD,838662
