airport_code,sequence_number
ADB,308690
ECA,299676
BCC,167092
BAC,311629
AAA,350891
BBC,759914
BED,143994
CAB,189533
DAD,661667
ACD,677437
CAC,992954
ECA,671348
DBB,644582
BED,141155
CDC,333174
DEA,226078
DDD,220915
BEE,423317
ADC,641891
EBD,177607
CDD,73178
BAE,102331
EEE,435302
DBA,498788
ADA,177328
ECA,379241
EDA,957923
ADE,15402
CCC,666255
DEB,631289
CCA,635098
DCD,752066
EED,537201
CDE,474557
BCD,205954
EEB,78237
CEC,955672
EAA,413159
AAC,566789
BDE,217658
ABB,69623
EDE,533403
EBB,122399
BEB,190692
EEC,168828
EDB,965754
BAD,905454
BDE,734751
BDC,163630
EDB,813161
CEC,557040
AED,453630
CDE,878957
DBD,223340
BAB,992485
BAE,290174
EBA,497539
CDB,93523
ACC,98348
CCA,436694
EDD,524065
BBE,882020
CED,874936
EEC,382336
ADC,174446
CCC,903635
EEC,224011
ACC,127940
BDD,439080
EBD,964881
BAB,929787
CEE,462402
DAD,356690
AEC,592546
BAC,139382
DCB,609483
ECC,837898
CCD,25462
DAB,208103
CCC,428677
CEB,318057
CEA,508114
DAC,782651
EAD,326865
BDB,485901
EDA,634072
CBD,362351
CAB,479345
ADB,785170
DDB,908925
ADE,327087
DCC,16473
DDD,382736
DED,258409
EBB,444187
AAC,850871
BDA,821138
DDA,126403
CBD,60420
EBD,284281
DCE,641947
CDB,789133
EBB,335310
CAD,762007
DCC,975427
CCE,408272
BBB,916685
ABA,955393
CDC,277906
CCE,280892
CEA,400715
BAB,495562
AAE,65653
DBB,855364
DBD,191146
DAD,786939
ECA,720010
CAD,898099
ADD,272971
BDC,945912
DDB,253632
CCC,540837
DDA,961656
CBD,414666
DDA,606624
BAA,162460
CCA,55226
BAC,912661
ECC,587412
CAE,266282
ABD,494074
BEC,913991
DEA,473531
EEB,533418
DBA,139180
EAE,33288
AEA,627844
AEC,287544
CEA,337841
EAD,125667
CAE,249879
CBD,41080
AAB,306880
EDA,533228
BDA,463190
AEE,545356
ECB,672577
EBB,158278
DBB,420247
CDB,601315
EEC,393186
DED,241563
DCB,138380
AEC,372305
AEC,742169
CBC,602324
BDD,84054
EAC,77117
EAE,318568
EDB,38672
EDC,274499
DAA,938835
CEA,148119
BEE,120566
CDB,8735
BBA,146147
ADD,521979
ADA,534912
CBB,226718
ECC,125627
EBC,606944
EEC,715440
CDB,202297
CBC,830040
DDA,76547
BDA,950280
ACB,245991
ACD,127104
ECB,176667
BDB,452790
EEA,557068
DEA,463658
ACE,815224
CEE,300627
CEC,695131
CEE,455442
EDD,991672
BAC,821458
BCA,343211
AAD,945796
CDC,480486
BCA,342075
EAA,988336
ABE,597736
AEC,491453
EBA,487483
EBD,104577
DDC,520688
DAD,745662
EBD,409120
CDA,137611
CCD,750045
CAD,728893
ECE,415622
CCE,501529
BCE,703035
ABA,587106
EEB,109245
CEE,129420
ABB,291339
DDD,269341
EDB,299655
CCA,889567
ABA,956367
AAA,698178
DAA,529845
ACA,481032
ACD,513309
BAD,187946
BBD,842951
CCD,286790
DCE,634539
EDD,430302
CCB,11176
CAC,998406
BEA,879588
BBD,299375
EBB,362436
EAE,968752
AAB,566561
DCB,560159
CEB,552074
ADA,719681
EED,825627
BBA,901193
ACC,194314
EEA,231295
BAA,978632
ADA,28934
DAC,267240
BBB,146478
DAC,121804
BEC,582235
CED,722963
EBC,726732
BCE,426392
BBA,658996
ECB,885189
ACC,861599
EBD,335258
BCD,935830
AEB,977646
DEE,753949
CDA,836483
EDB,423739
ABD,249405
CAE,419014
EAB,427167
DDC,200092
BDD,708645
DDC,741551
DCB,653109
DAB,843700
EAE,983477
DEB,557371
AEE,122069
CEB,386075
EDE,641134
ADD,900123
CDB,621452
EBC,266564
AEE,424421
AED,745539
EAE,452611
AAD,826641
CAB,45178
CEB,245049
EAB,534130
ADC,818211
BBA,341035
BEA,464057
EBE,246838
ADA,298489
ECC,342800
EED,856506
EAE,88308
CBA,741942
CEB,916629
EBC,328388
CAE,48546
EDB,372929
DCE,475097
BDD,686868
EEC,717899
BAC,318161
ECC,30288
CBA,764531
AAB,225592
BAC,829839
BCA,360292
EAC,263637
EAC,989266
DDE,139192
EDE,891422
BBE,33343
DCC,785590
EAA,581800
ECD,981750
BDD,226079
BDE,201271
BAC,144693
DEC,452255
BDE,62629
CDB,141458
CBE,891401
CAD,90708
BDC,941355
ACC,978584
ABD,37908
BAB,896678
DAE,769150
EBB,715683
ACA,93026
CAC,810324
BEB,8411
DCC,43057
DBC,101371
ABA,487569
DED,493985
AEA,289592
DAA,391690
ACE,514846
ADC,826858
BCD,878132
AEB,625840
CBD,143430
DAA,736271
CCA,233565
CCD,57042
EAB,936302
EBA,735212
DDC,877123
CEA,287171
CCE,845265
AEC,391626
CCB,475455
EEB,507059
EEE,205277
BEC,709258
BDB,132310
DED,624225
CED,653788
BCB,119060
BDD,211785
EDB,414804
CAC,782026
BBD,171877
BBE,75856
ACD,881336
CBA,26999
EAA,25231
CCB,988071
CAA,851301
ABD,435927
BDB,801205
AEA,93022
CAC,22546
EBB,955394
DDD,502672
EAB,445673
CAA,144015
DDD,776928
EAB,938802
EDE,991972
DBA,374597
AEB,614912
EBA,229667
EEB,764797
EAD,476107
EAC,154654
DDC,11828
DCB,465193
DDA,832919
DEE,312661
EAD,885876
BDD,835519
ECD,56400
CCD,827618
CEC,400492
EBB,748687
BED,835862
EAE,351620
CAB,842391
DCE,419282
BEA,135636
CBD,297276
CBB,799307
CAC,109825
DDE,974403
ABD,887361
BDC,469106
BBC,827754
AAC,150632
ACC,24070
DEB,344398
DCB,642408
CEB,627958
DEC,176579
BED,45238
ACB,540177
EBB,886286
EEE,323875
EDB,254342
ACC,459612
EBB,686989
BBE,703913
DBE,927725
DCC,639667
DDB,904309
BAB,926063
BBD,478550
DCA,523616
EAE,592326
AEA,933808
EAB,798339
DDC,944155
BAE,424245
ECB,702067
ADA,6550
AAA,588401
CDD,438666
EBB,581020
ACB,253431
ADB,21002
DDC,39776
BAA,197357
EDC,957392
DCB,187306
ABC,553270
EBE,970145
DCA,241202
CED,62451
DDB,926471
EED,121708
DEE,869584
EAE,999610
DAE,71675
CEA,854861
BDE,288274
BDC,539322
ACD,166489
ADB,523702
EBB,659290
DDD,336476
CDA,137150
CDC,381800
CEA,714974
DEA,63767
DCD,469324
CEC,164452
DEE,797862
CEC,902149
ACB,386498
CCC,589518
ADA,845530
EDB,550865
DBD,759603
CAD,995070
EBB,671809
CBE,409277
EBD,235172
ACD,321074
CCC,522821
BBC,621206
CAD,820066
EEA,454559
CED,235969
DBD,106282
EBC,348214
DCC,849439
CBA,751291
ADA,326659
AEE,28922
CCD,3243
CCC,132181
DDD,615024
DDB,238526
CBB,413993
EBD,545253
BBD,926111
EDD,719089
BAB,62095
ACB,943223
ABA,136577
ACE,631363
CDB,681354
BCD,917611
BED,259974
ACD,891217
CEA,834213
DEA,352705
AEC,491313
DDA,26657
BBD,236760
EBA,621326
CBA,591911
EBA,138998
ECC,481110
EEB,515836
BDC,628625
EED,750788
ABD,182369
ADA,252099
ADB,717110
ABD,329446
EEB,29103
ABD,901053
EBA,871007
DCE,837577
ABB,236590
AEC,398510
CCB,668243
EEB,356962
DCA,852970
DCA,351710
DBA,397619
DBB,710338
DBE,548289
BEC,231285
BAD,513244
BCB,176020
DCC,987079
BDE,461083
EAD,715731
ECC,134775
EBB,788664
ACB,372194
AED,136718
ECB,16934
ADC,879392
AAB,110351
ECD,192027
DCD,505488
DBE,344393
EAD,91616
CEA,508449
EDC,850181
ABA,133990
BDA,646031
EBC,839336
ECD,239096
DBC,574968
BAD,291666
EBD,534567
DED,564033
BEA,358000
DAB,930353
ABC,971826
ABE,985779
CBD,119372
DCB,440546
BDE,504908
AAB,174427
BDC,961748
CEC,124871
EED,128630
AAE,90431
ACB,627514
DEE,425173
CBA,278467
CAE,370989
BCB,529972
BCB,573010
EAA,991799
BCB,55722
BAA,165834
DDE,754038
BEB,120998
BBB,180704
AEB,99221
DAA,796337
EAB,836396
DEB,325034
BAB,690534
BED,322796
DDC,420459
EAC,877899
BDA,23680
ECB,644821
BEE,451115
EDC,328018
ACC,983881
CDC,842153
BDB,211007
DCE,837970
DBE,582357
DBD,432301
ABD,304342
CEC,184197
ACC,124757
CBC,941050
CAB,72448
CEC,492019
DEC,658071
ACE,334082
EEE,544106
BEA,733885
ABE,949581
EBE,687284
EBB,687499
EDE,529425
CAE,919543
DDB,156696
BBC,948340
BCE,151148
ABE,433069
EBE,927983
EED,504414
EDA,208986
ECC,694736
ABD,205961
CCE,648719
CED,999684
CDA,429368
CDE,797444
ACB,830451
ACD,873227
CCE,826732
AEA,516889
BEA,863304
ADE,182479
BDA,123008
DBB,797935
ECB,828789
AEC,531881
AAD,356804
CCD,593649
ECC,178080
EDB,49882
DDB,344060
DAB,164842
EDD,314331
BEB,859183
BEA,688375
CAD,468588
DDC,291050
DAE,83886
BCC,605896
EEE,131027
BBD,766559
BBC,380829
EDD,310950
EDC,309191
CDA,887988
ADC,311204
BEA,538050
ECE,794360
BCE,108235
DEE,802072
ABA,860516
DAB,33673
BBB,512616
EEA,31137
BDA,655964
BCC,248659
BEC,400219
BBA,819341
EBB,55721
EAB,195136
EBE,742625
ACB,826859
EAC,217351
ABE,656116
ACA,812927
DCA,453174
BDD,20983
ABC,486276
DAC,865318
CEE,514276
DBA,694565
DCC,728648
EDD,228565
BDA,632474
BDD,814261
BDA,758532
ACD,671232
CBE,120414
BEA,154447
ABD,332398
BEC,106527
CCB,585376
CCD,756866
DBD,289655
BCB,217121
ECA,180906
BDC,923853
ADD,883346
DDD,556473
CDD,212573
DCC,361310
CAD,255363
CAB,174102
ABE,153695
DBA,793898
ADC,18903
CCA,801182
BEC,198236
DEB,642570
BDB,827781
ADC,463459
CCD,424504
BDD,223847
ADB,548540
EEC,423143
DAB,332044
CCC,239812
ECE,195891
BED,561819
CAE,85672
EBC,733703
DEE,845164
AEA,408624
EEA,824413
CBC,944004
AAA,273304
ADA,447064
BCA,13082
EBB,980743
DED,801392
CAD,802880
ADA,854566
BCE,425247
DDA,634003
CAE,558004
CAD,692622
AEB,112497
BDA,986403
CDD,495081
AEB,249672
AEE,844417
BBB,147499
ECB,497002
DEE,703622
EBB,29633
DBD,220181
ABD,111210
DED,330536
BAC,302442
CAE,258483
DDA,613128
EAE,146591
BDD,859875
BED,827609
ABA,622960
BBD,82393
AAB,256532
CBC,586898
BBB,903776
EEA,312160
AEE,655141
EDC,293767
DBC,599244
DAE,764729
DDE,827713
DBE,977668
EBC,813172
ACC,285635
BBD,826834
BED,213937
DBA,710789
EEA,578018
CAC,309781
AAC,502876
DBD,869067
CEC,761830
BCE,195006
AAB,894690
CDA,540770
BAC,756655
BBC,996941
DCC,911844
AAD,678798
EBB,988143
CDB,393271
CDC,617394
EDB,53940
EEB,436919
DCB,248113
CED,515907
DDA,973073
ADD,325801
ADE,128455
DCD,472616
ACC,385044
AAB,668847
BDB,302852
DDC,633863
EDE,888384
DBC,697660
DAE,623928
BCB,794380
BAC,914975
BAA,132402
DEE,864836
EAA,4818
DAC,164616
BCE,872117
AEE,502714
EBA,237942
BAA,94978
BBA,44719
BAD,337410
ECA,997942
ACC,104720
ABD,643542
ABD,785962
EEA,902850
ECA,268697
DAC,675691
ECD,743202
DBC,996938
CCC,634004
DAA,294881
BAB,62524
CEE,188459
ABC,868131
DEA,666845
ADC,162244
AAD,936978
ACA,948766
DAB,486598
BAD,179709
DBA,479336
EBA,85419
AAC,695088
EDD,696660
ABA,618716
CBA,552310
BCB,416439
DBA,782131
ECD,398630
ECC,972841
CBA,747814
DBE,980973
EAC,814603
EEB,189860
AAB,834148
