airport_code,sequence_number
CBE,669702
CBC,49347
ADD,923803
DAD,545617
BCE,213868
CCA,187984
BDB,456666
ADD,348537
DDB,574692
BDC,21643
ADD,938987
EDC,12129
DAC,381290
DAA,967800
DAB,795958
ACB,820432
DCC,740662
BDA,448281
BDE,782279
EED,607442
DEB,870033
BAA,155435
BEB,677364
CDE,609225
DCB,491450
BBB,629928
AAB,358762
CEC,152949
DBE,217050
AAB,715869
DED,265173
ACD,121078
CCA,390056
BDD,942353
BBE,246596
ADC,689573
ECD,990968
EDB,387984
BBC,893294
DEB,875772
CCA,69280
DBE,968706
AAE,670329
EEC,580521
ABB,354600
DCA,532935
EBE,587108
DEA,237085
BCE,180323
CCC,211165
BDC,305098
AAD,634418
DAB,252641
DAD,358850
DDD,338814
BBA,463267
EBB,387957
CBE,379803
EDA,993956
ABB,345337
ECC,495291
AEC,972824
DCA,962557
DAA,320794
ADC,639678
CEA,509216
CED,144576
DAE,284748
DCE,791070
DDA,442869
CEA,876540
BDD,623280
BBC,74359
DDE,925813
AAB,742544
EBB,942968
ADB,323757
DDB,16438
ADE,867198
CBE,745546
BDE,597817
DDA,743512
AAB,368822
BDB,454977
EBA,409252
ADC,650089
ACD,498432
BBB,707222
AEB,223881
CEE,887286
BBA,458296
BEE,117747
DCB,628197
EEA,131930
EED,387975
EEA,639417
BBC,251210
DBE,805649
CBE,900378
CED,810915
CDB,149627
DCC,852369
EBE,673826
BCB,381631
DCA,517324
EAE,741627
AAE,973528
CDE,288558
ECA,686107
BCD,703680
EED,519180
EEE,645069
ACC,163113
CCD,868863
CDC,653333
BAA,703881
DAB,3661
EED,55740
DCA,756670
ABC,434456
ACC,185425
BEB,447316
DDD,65998
CCC,45868
DAD,187249
DEA,620323
DCB,987206
CDA,833120
CBD,90831
EAA,864907
AED,967235
ECB,954922
ACD,481799
EBC,402601
CCC,175883
DAE,974823
AAE,723375
CCC,249029
AAD,673741
EAD,764163
BED,956102
DEB,343765
CDD,968865
ABC,125879
BCB,647833
DAD,23763
ABA,137683
CCD,361774
BCA,635237
ECB,464377
AAE,896001
CEC,325136
CAB,34163
DCE,152003
DDD,155888
ACC,237787
DBB,940169
DDA,313763
BCC,958997
BEE,709083
DCC,616635
DCB,189066
BAC,844125
CEE,523879
CED,558377
EED,154698
ECE,531315
EAC,305587
BEB,133948
DAC,981498
BCA,463453
BBE,392337
DCB,465188
DDE,382543
BCD,497913
DDB,414529
BEB,838990
CEE,759028
ACA,907379
BBC,518569
DAC,446138
AEA,878848
CBA,165544
ACA,555640
AEE,434306
CEC,517037
EED,572492
AEC,134510
EBB,886735
CEA,454794
CAD,603739
EBA,704987
BAE,101365
EDC,563446
AEA,97181
DDC,952293
CEA,805415
CDD,151122
CAE,565716
BAD,921703
BCA,104222
CAB,68359
EEC,41289
DAC,919903
CDE,671636
DCB,559021
ABE,70369
ACC,84963
EEA,795952
DBB,301805
DDE,210085
ACB,863284
CDA,597186
ADA,188341
CCB,582805
CAD,572465
ADB,960170
BCC,120368
ADE,536586
CBE,602020
EEB,410803
ACB,948607
BEE,240909
EAB,928763
AEC,832242
EAD,199295
DCB,618486
DDA,246952
ADC,506490
CEB,490993
ADE,601217
ECD,128514
CEC,284360
CAC,573589
DEA,876253
DDB,212902
ECB,546631
AAB,164163
CBE,72940
CBB,793634
DDC,977647
BBB,723503
AEE,878712
DEC,61126
DDC,726457
CAC,700482
AEC,522242
EAD,187564
DBD,778561
DAA,639105
CAD,887234
DCA,38922
CEE,675839
DCB,365469
ADA,52309
EED,856243
ABC,734402
CAE,968098
DBA,434789
CCC,905225
BBC,43663
EBA,496668
CDB,313892
CDD,159544
CCC,387819
BAB,546909
DAA,269636
DBC,303567
BCC,514792
ABB,133273
CEB,74160
ECE,985010
BBE,854381
CEA,644352
AAE,640041
EAD,175325
BCE,586992
EBB,199922
EED,34197
CBB,512401
DAC,225518
CDB,590886
EDC,332499
ACC,44325
BBD,732997
CAB,125644
DAA,610167
BCE,705381
BDC,886770
EED,385607
ABA,766464
ABB,580320
AEC,235049
BCB,772442
CEB,82457
CBD,72643
CBD,576742
DBB,941410
CBA,388442
EDB,351425
DAB,944530
CBD,720248
AEC,706357
CDA,32910
EDE,254856
DED,569986
CCC,490230
EDC,718025
ABA,466100
BCB,59329
DEA,253237
BAB,376311
BAA,847776
DCA,526932
DEA,71055
EDE,830287
CBB,762382
BEB,65989
CCD,536267
DBB,40341
EBC,657783
DBC,929551
DDE,282522
ADA,981228
DCC,687683
DDC,620692
DCA,222155
AAC,951035
ADB,99097
CAD,414380
BDE,809447
BDB,384116
EEB,711828
ACE,648296
BBA,923382
EDA,212742
EDE,21012
ACB,459786
AAE,142576
DCA,321303
EAE,27789
DEB,757962
DBC,82958
DAC,704268
EEC,651254
AAA,13354
ACA,221863
ACE,482590
DAC,658378
BEC,891022
AEC,878798
CBA,168765
BAD,420896
BDB,315671
BAB,283679
BAD,690766
CAC,370062
CCD,243650
CED,51198
BBC,442126
DDC,15396
DDC,918272
ADA,676881
CAD,191930
BAC,758593
BED,271651
CEB,876439
ADD,126440
DEE,364625
CCD,838552
DBD,767408
ECE,944715
DEB,162469
DBA,295856
EBB,875601
EAC,116420
CEB,751790
DEC,964982
BAE,23006
EAD,420405
BAD,232733
EAC,319101
AEC,413895
DAC,712959
BBC,979280
CED,723568
BDA,411821
AAA,431620
BAC,938852
CAC,373234
ECD,438292
CEA,858642
BEE,251298
EBB,473538
ACC,683253
AEB,577679
BCE,702194
DAC,498163
ABB,431722
DAC,192099
BAB,9900
DDA,822750
DAD,91125
CCA,197824
EDB,592718
ECD,303464
CAE,644756
BBD,578826
DEE,629719
CEB,507029
DEE,151601
BCA,605693
EAC,677290
CAA,971069
EBD,332740
CBE,704088
CEA,336700
ADE,658089
DCD,207064
CAC,50415
ACC,458236
ABB,171165
DCD,621389
DBA,854288
BED,909031
ACD,368540
AEA,940397
CAD,349842
CEB,664898
CED,463339
CEA,60793
AEC,23381
CAC,72198
DAB,903010
BED,979906
BDB,951153
CCC,735242
DDC,988702
ADA,210281
CEB,179346
DCC,369908
BAE,369274
ACE,933180
BDC,728718
EAC,529893
BBC,245823
ABB,331566
CCB,844417
DEA,549529
ABC,731068
CEE,457589
DCA,109447
ABD,722753
DAB,651020
EDB,171872
CDA,830693
DDE,536943
ADE,671932
AEC,496373
DDB,637397
AAA,185625
ACE,504073
ACB,898445
ACC,265258
CBD,426337
EDE,556722
CCB,315056
AAB,673345
EEE,387064
BBE,815033
CAC,163462
DDA,27119
CEE,68006
CBC,407711
EBD,710175
BDE,449143
BDC,345279
BCE,310920
BEC,144095
BEC,176526
ADC,785886
CBC,601232
CCB,712033
CED,806189
ABC,785529
DDD,907676
CDD,442246
BCB,281051
BBA,538798
BBB,670369
EAB,696958
ACC,748558
DAD,750536
BDA,724990
AAB,353408
BCB,739244
ABC,275740
EBA,866716
CBC,877389
BDA,758716
ECD,591283
BBB,799866
BEA,503707
ABE,244406
BDB,318236
BAE,200119
EAA,556751
EBD,831106
DAA,501541
AAC,556510
DDA,671240
DAE,229525
CBC,941847
CDD,454894
DBE,647869
BBA,94526
CAE,289372
CDD,383343
ABD,669777
DCB,596839
ADD,958522
AEE,906743
BCE,39421
BBC,697145
EBA,49394
AAD,73
EEA,893378
CCA,557627
DCA,255332
EAD,38291
CBE,147528
EEA,146526
EAE,559802
EAE,52613
ECB,590249
DBC,625200
EBC,481203
ECC,385647
BCD,340391
ACD,3039
BBB,797696
DED,645622
EAC,321666
BDE,148351
EAB,141506
DBE,652099
BDA,527235
DEB,290076
CEB,237228
AEC,584751
DAB,559458
ADE,884425
EDA,205727
ADB,581226
ACE,113805
AEC,639385
CCE,828177
BDC,905284
EDA,471835
BBB,373907
DEA,894671
BDE,177433
EBC,152934
BAD,887950
CEE,216818
EDA,78116
BEA,337907
BAD,327348
EDD,804804
CAA,860111
EBA,439208
EAD,443927
DBB,173022
AEC,810271
BAE,504225
AED,707036
EEE,108518
EBC,493371
AEA,460155
CAB,511233
DED,613534
BBD,500002
DBC,734722
BDC,732158
CBB,938150
CEE,875884
EEA,489801
ABD,191740
EAC,499543
CDC,906379
ABE,873839
BBB,78041
EAE,279831
EAB,207616
AED,546957
EEA,975704
DCC,834435
DBB,669665
EBC,125101
ABC,318220
DBD,361417
AEB,27224
DAD,207543
ABB,302252
AAD,42813
EBA,667190
AEE,474526
ADB,108268
DBD,542721
CBE,203083
CAD,317933
CCE,683249
CDA,401910
CBE,517306
