airport_code,sequence_number
AAC,903315
ABC,593908
CBB,77063
EED,905581
EBC,862108
ABA,331188
AEB,946080
ABC,346839
DAE,132910
ABE,864636
BBE,245667
DAB,362201
EAB,776930
CCA,634059
EEE,522073
BDD,602568
EAD,277303
BAB,502798
DAC,138955
ABA,713466
BCA,38925
EAA,593260
CDB,230431
DAC,728173
BEA,669199
BDD,121715
CDE,871037
CAC,783158
BDC,563898
CDD,992901
BAB,615858
AAA,184524
DEB,109869
EBD,920349
BDA,304770
BAC,812089
ABA,341971
EED,423625
ECB,243683
AEE,565103
EEA,312334
AAE,917758
BBD,233711
EDA,567982
ABC,145226
BAD,152011
AAB,873488
CEB,673588
CDA,638710
ECA,743531
EAE,251569
BBC,552452
CEC,946129
EDC,385909
ADE,86968
AAD,813422
DCB,667643
DDB,866435
DCE,671212
CAD,951812
EBC,730402
ACD,412870
ACB,494204
ADA,297975
CDB,915209
ABE,244479
AAE,757479
BAA,219778
EBD,279738
ECA,935966
BCC,134430
ECD,728505
ADC,704629
EEC,53046
DDC,703109
EAB,144026
AAD,769579
DDD,136485
ABB,798375
BDB,271105
ABC,550584
CCD,311120
ADD,738363
EDE,593319
BED,662522
DCD,741165
AEB,636249
BCE,227311
EEC,945781
EBA,813783
DED,763555
ADD,700255
ADD,144154
CAB,742946
EAA,281129
BCA,853644
BEC,606825
AAA,927123
EBA,105393
DDB,641103
AEA,450430
EEA,232679
BEB,346988
CAD,238251
BEE,98235
EDB,197659
BEA,930091
DBA,620484
EAB,917462
DBD,281334
ACE,400249
BCA,807097
CCD,497765
DEE,380614
BBB,579296
DAE,271686
ABC,33968
EED,727885
BAA,46482
ECE,552586
EAA,144505
BEE,21840
AEE,663853
AAD,555196
BAB,118414
EDD,61801
CEB,271918
EEE,501406
DBB,885195
CDD,607958
DCE,222593
BDA,637730
DAE,984158
EEB,359960
DDA,627333
EBE,462586
CCD,258634
CAA,124789
ABE,803005
DDB,239882
BEB,256068
EAC,695505
EBB,789918
BDA,845618
ABE,8397
AAE,2669
ECA,931232
DAC,14702
ADA,940909
ACC,79949
BBA,455834
DEE,382330
AEB,128623
EAA,399646
CCB,195939
EDC,194464
EBB,474046
DBC,258816
CAE,396132
CAA,926505
EEA,325003
BDC,747912
AAA,136912
AAE,287747
BDA,664239
AAB,126447
CBE,509811
ECB,268454
EAB,676549
ABC,177673
DCE,915033
BDE,114811
ECD,713754
CCA,539533
DEA,162218
BDB,539454
EAC,765273
BDB,517827
EDD,625009
BBE,909658
ECB,880755
EAB,553778
CAD,77259
DBD,139842
EAD,215502
CBD,418911
AAD,865283
ADC,897574
BCA,8658
DEB,812410
CDC,210993
EBE,895046
CEA,517550
BDA,220098
BBC,558607
BEA,788574
ACE,52278
ABC,692608
DCB,961925
ECC,659709
BAB,456255
CBD,817648
EAB,693224
AAE,740507
EAD,31103
EEC,54556
DCE,567584
ECA,209758
ABA,627833
CDA,718726
CDD,373098
DAD,816684
DAE,324052
CDA,449056
CDE,948318
DAA,587757
BAB,335352
BCA,706092
CEA,824524
EBB,602388
ADC,966917
ECB,374391
ADA,622575
AAC,409100
ECD,719796
CCD,239838
BEE,379417
EDD,415109
AEE,792160
BDD,827106
CAD,422667
DCC,315910
EBC,319266
EEC,902914
AAD,38998
BDE,373780
DBB,39730
ADA,411181
CBB,493625
CEC,898276
BCC,795525
ACA,209938
BAB,986584
CEA,173682
DBC,191859
BBC,528215
BDA,883617
DBA,909373
ABC,643477
AAE,855365
DCB,144695
EDA,197099
BAA,978726
EBE,483908
DAC,365945
EEC,281686
BCD,715924
AAB,821379
CCB,500218
ACD,751454
EAE,255410
EEA,265093
EDC,923227
BBA,537803
BAD,853452
BEC,945290
BCB,34391
BBC,800801
CDC,877330
CBE,159503
CBE,216942
BEB,989938
BBE,163126
EDA,801284
ADE,701785
CAE,191615
DAC,605874
ACB,455880
DAE,480443
AEE,26309
DCE,95728
ECA,742078
EBE,415686
AEE,805671
BBA,877576
EDA,907113
ABA,847639
ECB,112897
CEC,612657
DCB,957888
BCB,38729
BBC,625500
BCC,932816
BCE,597687
BEE,564969
ECD,685132
DBE,990316
AEC,932812
BDA,518653
CDB,347770
DBB,426749
ECB,316109
CDE,760411
CDB,623806
DDD,269098
CBB,862092
EAA,430919
ECA,990155
DEA,963576
DED,527305
CEC,650386
BCB,851496
CEA,735201
AEC,469787
BCD,483316
CDB,843324
CDA,294950
BAB,196727
DDD,533817
BCB,321092
AAB,989749
DBD,714389
BEA,759015
BCA,759596
CDB,856179
AEC,587676
DCE,927292
DDA,291431
ADE,863826
DBB,611314
DCE,707594
CCC,160143
BDA,475454
DBA,881716
ACD,884860
EAB,910465
DCC,630944
BDB,984833
DAB,341289
CDA,496149
ACE,20282
DAB,626097
ACE,782019
ABD,66842
EBA,286516
EDC,843971
CCC,791632
ADC,320828
BBD,897924
AEE,123593
CAB,987031
ECE,363037
DCD,911450
BBA,303563
BCC,351996
BAA,642939
ACA,784282
AEA,561808
BDB,166902
