airport_code,sequence_number
EEC,88640
DAC,544206
CEB,315409
BDD,527946
CAE,462860
ACE,869744
EBA,407273
BEB,79644
CCB,29236
CCD,720127
BED,775398
EDB,197713
AAD,21018
AEA,557563
DBA,236164
AAE,814360
DCE,6984
CEE,380040
CDA,516480
DAD,317726
DBB,40538
EBE,620470
ABB,234752
ACB,169054
EBA,458073
CAB,560425
ECC,824146
BCD,493168
EED,778337
DDE,594815
CBE,158778
CAC,224408
EBC,263493
EAB,199793
BEA,470453
EAB,111586
CEE,447375
DDE,718296
ECD,889847
EEB,176429
BCA,144379
BCA,632967
CEC,32801
BEE,213965
DDA,516032
ABB,810930
DCA,639880
DDB,120120
BAD,319014
BEA,62374
EBE,885091
CED,229234
CBC,247994
AAA,312451
CDA,77344
CBD,331862
BBE,424297
DAE,55864
BED,840325
DAA,438374
DED,792621
DDB,597106
DCB,83483
ACD,816064
ABB,268992
ACC,545776
ABC,216321
EAA,755041
BED,337623
DBC,474261
CCD,756944
EAB,292100
ADE,14455
BDD,395204
ACE,922522
CCC,752119
BDB,882500
ABA,503451
BCC,50426
CDC,680526
DCB,783058
DCA,926192
BCC,445960
EBE,914184
BCE,777603
DAD,231334
ADE,95970
EAB,663395
EBE,977608
EED,476532
CBB,174348
DCE,771834
BED,342782
CEE,151912
BBA,417751
DAE,248541
ECD,583587
EEA,577430
AAA,709397
AEB,55764
EAD,364274
AEA,783401
BAA,594503
ABC,220115
DDE,670952
EDC,184207
CBB,975257
EBD,304751
ACD,149075
ADE,589000
AAA,573056
ADE,822293
BBB,135757
CCA,821678
CEC,415823
ABC,804464
BAC,103860
ACE,922297
DDC,673392
AAA,37017
CBE,957979
DED,870069
BCE,947306
BED,125872
DED,178549
EEB,257888
BDA,420503
ECE,466959
DAE,969904
DAC,744368
EAA,324763
DEE,536577
ADA,67849
CBA,35214
CCE,810232
DCD,572034
AAA,538572
CEB,992861
AAC,177214
DDB,813516
CAA,729991
BEE,374474
CAE,838247
CCE,11823
DEE,694167
BAC,235710
EDB,86362
BCA,955014
ADD,879048
DAC,592215
BBA,309624
CDD,814804
CDE,539158
ECA,647845
AAA,491484
ECB,427372
BEA,961462
BCC,75313
BCB,694761
CDD,716382
DAB,214058
DBD,628306
BBC,644246
CEA,896354
ADE,981131
DBE,568079
BBE,412418
AAA,172105
EAB,312947
BBD,21613
BEA,957380
DAE,528141
ABE,879036
DEB,797983
ECE,214679
EED,928295
BEC,692472
EED,759746
DCA,118007
AEC,557960
BDD,667621
EBA,160049
BDE,599469
ABD,570073
CEA,436254
DBB,149916
ABB,617749
ACA,782321
CBA,83853
EAA,673257
BEC,428627
BCC,619889
EDB,719213
ABC,111550
BBA,740074
CCC,907242
BAD,472072
CBB,733135
EBE,690213
BBC,3092
CDB,69711
ADB,827649
DAB,695168
BCA,861570
DEE,923876
DDE,622710
EBB,34530
BEA,833244
BCA,557254
EED,626888
EDA,881091
ADE,560852
DCE,161718
DCA,146966
ADC,691596
DCA,357865
ECA,812705
EEC,828049
BEE,8023
BCA,3818
CEC,154002
AAB,74615
DCE,262955
DCB,840725
BED,109323
EAE,816352
DED,400021
ACA,634037
EEA,979674
DCB,268172
DBD,170678
ACA,349142
DAC,940757
EAE,70396
BBE,552073
DAA,733355
BAB,937460
ABA,616462
EDA,427386
CAB,586909
AAE,267482
BBE,119572
EAA,812798
CBA,17786
AED,914283
EDB,636096
BAB,366019
ECD,217986
BEC,878021
CCC,469615
EAB,877074
BCA,619538
DCD,203860
BEA,445209
EAC,1656
ABE,749519
BAD,515271
DDE,404266
BCE,411006
CAB,855683
DEA,109742
DAE,262086
BAA,842391
CDA,313690
BEE,62842
CDD,405742
BDD,523451
EDB,728631
CAD,658183
EEB,3308
EEC,523777
BEC,86651
DEC,603964
EDB,108748
BCC,405880
DEB,606951
BCA,680679
ECC,805652
DDB,620552
AAC,65748
CCC,191524
BDC,192214
DBC,677128
BDE,473415
CBB,944168
CBB,15666
CCE,267917
CCD,643115
CDB,255843
ABE,811997
DDD,30581
EBD,179503
BCB,834045
DAA,287860
BDB,713023
CCB,299844
BAE,89157
CBB,599829
CBA,424389
ECB,394228
EDC,875609
DBA,313616
DAC,634813
ADE,747274
AAE,745949
AED,906180
DBC,329355
BAD,365070
EAB,40154
CBB,157316
BAB,544613
BCE,889936
ABC,990572
ECB,794131
CAC,367240
BBB,324706
EAA,315640
CBA,880587
DBD,327111
DEE,533776
BBC,595532
DAC,530799
DDE,664825
EEE,736812
ADE,572446
DBE,308046
CDD,603132
ABC,421887
CEB,690560
CBA,393410
DEE,518916
DBD,980389
CAA,47127
ACB,503356
BCB,455657
ACE,23040
DDB,908452
CBA,514282
DBB,624559
BEA,628892
ECB,206076
ADA,585246
BCA,905770
BDB,466103
AAE,334472
CAD,262530
EDC,426852
BAE,717891
ADE,332478
EBA,360472
ADA,98990
AED,24445
BCA,981041
EEB,671876
DDB,474078
BAD,269997
ACE,10795
CCC,52206
DEC,809771
CCB,195274
AAC,810222
DEC,829633
BEE,958259
BCD,238115
DAC,936047
EDD,270671
DEC,282249
BDA,776786
DDE,945537
DCE,797320
BDE,56161
EBD,67474
ACD,61777
BEC,354962
CCC,311536
BBD,681259
DEE,54479
ECC,161337
ECD,693463
DAB,260390
ECC,285972
ADC,171931
CED,569382
ADE,648219
CBB,146107
BEA,38886
CEA,721455
DAE,178063
EEB,293219
ACA,314834
DAD,923533
DDC,16328
EEA,163350
DDE,585972
CBC,165234
ECE,243711
DAB,581825
CDA,204927
DBC,923433
DEA,242405
ADA,678761
DBB,52320
BAA,442326
BEA,525551
CEB,153117
DAC,693930
AEB,826996
EDC,736126
EBB,193211
DBD,570472
BCE,217185
DCD,64587
BCA,246150
ABE,15160
BAA,954512
BAE,675475
DEA,64382
EAA,522219
AAD,240783
EAD,944146
CDB,409322
DBC,729807
EDC,688739
BDE,704511
CEC,514844
EEA,531336
CDA,146703
CCA,746997
EBC,112956
DEB,923464
EAB,806895
ADC,982960
EBC,679267
ABB,127270
EDC,744975
ABA,200910
BCC,258017
BCA,816597
DAC,223280
BAD,255375
EDC,574162
BAD,701654
CBA,822621
CDC,959604
CEA,194070
EDE,700496
EAC,941921
CDC,214774
ADA,647498
AEB,860712
BBB,760802
ACD,113943
EED,319469
BBE,283626
BBA,477917
AAC,58691
ADC,656997
BBB,745643
BBE,102373
BEC,370889
BEE,182104
EAC,46431
EEB,555805
CBD,814892
CCA,163035
BDB,883453
ACC,580170
AAC,760711
DAE,31241
ECC,688353
ABE,564635
EBC,748369
BAE,759586
BBD,328945
DBB,115495
DED,196570
CED,8512
BBC,272192
EAD,227236
BDC,30152
BBA,891066
BEE,817427
EAB,646463
EEC,11750
DEB,208644
DAA,711320
CCE,360271
DDC,338983
ECA,508148
EAA,255892
DAB,466475
BDE,549971
CBC,313023
BAE,803635
EBA,743088
DAB,887294
