airport_code,sequence_number
CAB,147948
BCD,662741
ECA,185505
ACE,698161
BEE,509902
DBC,360002
AEB,138412
AAE,775054
ADB,915100
DBE,814575
CBC,100594
CBB,819765
CEC,474892
ABB,178709
CDA,839944
EDC,650678
DDC,452809
CAD,280397
DDD,630943
BBB,177032
DAC,383801
CBB,975981
EEE,522884
CAB,846410
CCE,905658
BEB,780580
DAC,741648
DEE,834906
EAD,829931
ECA,145351
CDE,709286
CAA,857906
ECB,440575
DDD,545003
BEB,300395
ADD,930611
BBD,755133
BEE,722301
CBE,727817
CDA,275271
ABE,993941
EBC,975639
EAC,306462
ECD,690634
CBE,479027
BEE,361815
ABC,288531
CDD,33360
BAE,852548
CDE,270169
EAE,10714
BED,4844
DDC,837186
CAA,60260
BCC,966108
DAC,196560
AEB,850085
BCE,135580
CAD,631742
EAB,409700
CEA,874247
DCA,835987
CDB,963470
EBE,617483
DCB,438522
EEC,122588
BAC,81158
DDE,50223
ACE,832425
BEE,141816
BED,440785
BBC,104980
CDA,895626
DEC,44739
CEB,312826
BCC,905407
CED,152130
BCD,49100
DCC,627810
ADA,884911
CDA,857544
CEC,373928
BAA,592727
CDA,434722
BAB,20183
BEA,160306
EEB,845274
DED,343421
ADA,722709
DDB,479569
DED,775431
BDA,713732
BDA,534391
EAD,658031
BAA,127227
ACA,309755
CCA,994149
DAA,118396
DDC,827301
DEC,342321
EAC,21231
BEE,353540
EBD,970612
DEB,108107
CCB,285587
CDA,932704
EBE,961607
DDE,961265
DAA,863723
EAD,286947
ADD,873930
CDD,879537
AEA,493311
EEE,232676
BDD,711493
AAB,81485
CBB,989071
ACB,559553
BED,296990
DDE,493719
DAD,345866
BAC,4009
DCC,733904
EDC,768850
CEB,917888
CBC,662276
ACE,74024
AAC,657848
DAA,287690
DAB,672942
BEA,885987
DED,544476
DBD,423379
AED,485491
DDA,573372
CBD,980731
CAE,36903
EEB,304712
EEE,869756
BAE,34247
BCD,716943
BDD,92298
CAE,118116
EDA,500660
ABC,357300
ABA,347943
BAA,627860
AED,776129
CCD,950997
EEE,746701
CEC,594748
CDE,518468
EDE,856326
CEE,933045
AED,905382
BCA,321562
DDB,587994
AAB,727107
CDC,654389
DCA,636319
DCC,774441
ABE,166849
DCC,332764
CBC,540102
CED,590336
CAC,571834
DCE,112240
CBE,248569
EAD,822710
BCE,829496
AAD,814685
EDC,752495
EDE,688255
DDB,115392
CDA,978602
EEE,563171
ABB,335354
BEC,992821
BBB,379008
BBE,348951
EAA,690112
CDC,571158
BAE,748788
ADC,887431
BED,60204
ADD,353714
ACC,806186
DCB,201570
CED,915282
BDD,82322
AAA,836189
BBA,669353
DEE,181191
EBB,501608
AAB,458440
DEE,152364
AAD,339118
CAE,591442
BCA,236996
CDC,962847
CEE,997898
EDE,606274
ADA,519559
AEB,88672
CEE,42714
EDE,483165
BAB,398295
DAB,839521
