airport_code,sequence_number
ACE,47000
CAD,652208
EAC,608999
DCD,814630
CBD,957173
CBE,4323
CEC,719182
EDD,670839
BCD,109601
AEB,273269
ECE,690239
BAC,838451
BBE,699467
DCA,299407
AEC,741817
AEB,886090
ACD,133272
ACB,290450
CBA,299000
BCD,332200
AEB,354521
EBE,801424
EDB,471793
EAB,897768
ECB,714235
CDD,413795
CBB,13993
ACD,592491
CAA,789545
EDA,199362
CED,435156
AED,192304
CBC,414281
BAB,65334
ACA,174153
ABC,985952
BAC,434412
AEB,643688
EDC,848604
EBC,428055
CDC,420805
BCE,225847
AEE,99838
AAD,704651
EDA,327301
EDC,1890
ACA,145585
DDC,531602
DCA,385573
CCD,68147
AEE,973942
EAE,976609
CDA,694698
BAE,853467
CBD,791006
CEA,578185
CDA,357931
EAA,836195
EBB,730377
EAD,813582
CEB,137091
DDE,291144
AAA,891561
BBB,671160
DBB,897067
AEA,457833
CDC,442569
BED,414975
DAE,808886
ADC,184935
ACD,811228
ABC,797784
BBD,186808
BDA,893514
CEC,780703
AAE,3038
BAC,184518
EDD,272803
BDA,664508
BBD,61010
ABA,697282
CBE,911881
BED,462108
CAA,701803
BAE,351846
EDA,666644
EAC,315753
EED,9571
BDB,407986
EAA,704834
BCB,538395
CEE,432812
EDE,504974
CAB,522318
ECC,871835
EEC,817556
BDB,177380
ECA,984146
BCB,152275
AAA,511764
BDB,563453
ADB,33251
AEB,116007
DAB,788340
ECC,444774
DAB,921111
DCE,804369
ECD,633579
EDC,408917
EBE,830282
BEB,969091
DAD,426386
ABB,147567
ADB,253413
BDB,995615
BBE,405551
BCD,76037
ABA,128584
ADB,426667
BBB,537076
CEC,530588
EAB,800827
BEE,361481
ABA,475445
BAB,412961
DEC,931412
BBB,793318
BCE,805297
CEE,97627
BAB,437789
ADC,848299
ADD,552882
ADE,872004
CAB,676173
EBC,227167
DAE,498092
BDE,598364
CEA,908773
EAE,306902
EAA,138519
DEC,530674
EDC,918001
DDA,321645
BDD,653042
CAA,963846
ECA,352886
AAD,691800
CBC,744840
DBD,89717
ABB,653982
DDE,599144
CAD,262352
EEC,927528
CAB,955418
BBC,102621
DAB,344349
EBC,142550
BCD,562360
CDE,163555
ABB,789168
ACD,322163
AEC,360653
ADE,462913
ECB,97753
CBD,494618
BAD,70386
EEB,667629
ACD,391984
CAB,130496
EDA,584801
BCE,905041
ECE,210051
BCE,277004
CDB,848030
BAC,736429
DBB,431000
EBE,534891
BDC,709242
AEA,93386
ADC,717672
ACA,299116
DDB,337180
EAB,918510
BAB,790528
CEE,663551
BAA,128638
DCC,646316
BDC,217881
EAC,452482
ABB,274550
EDC,952572
BCE,238581
ADC,454202
DAE,791077
CDD,168549
EAD,37293
EBA,253239
ABB,305002
EAD,777244
CBA,497005
EEC,665394
DCB,349351
CCC,735320
BEB,705127
EBB,35787
AAB,932854
EDD,468074
EBA,946203
DDC,324383
EDE,654919
DCD,939874
ECD,99881
CCD,522358
BED,200244
CCC,318972
EBB,354067
AAB,228845
EAE,968746
AED,223743
DCD,631066
BEA,359195
DEA,504759
BDC,355972
ADE,721448
EBB,109222
CCC,235215
CCB,610741
DAA,137081
ABB,485997
EEA,900606
EAC,732175
BCD,553289
BEA,116689
ADA,639968
EBC,808657
CCE,375000
CEB,619168
CDB,494082
DBB,588064
ADE,3604
BCB,419849
ABB,700826
BED,401726
BBA,601413
DBB,996940
EAB,671450
ACA,319477
AAC,43520
DAC,301692
DCC,451211
DEB,910113
BBC,665320
EBB,305516
DCC,920360
DEE,798646
BDE,289427
EEC,877219
CCB,153416
DDA,566568
ABB,327159
ABD,574579
DBB,667927
AEE,531804
CCA,251803
DAA,693524
BAB,145285
EEA,342378
CAC,371285
ABE,511392
EAC,938099
DBA,624671
DED,614406
ABE,665905
ACE,673601
DAA,896967
EEB,107301
ADB,221893
AAB,705926
EDD,790443
CDD,32779
EDE,715577
BAC,655794
DED,316846
BBC,836272
BBA,174665
ACC,496100
AEB,952663
EEA,88174
DBE,501848
DDE,393840
EDD,2937
EAA,162142
CEE,792894
CAA,674179
EED,330691
DAA,234451
CEE,122257
DCC,367424
EEC,380318
DAE,66132
BDC,340030
CDC,863993
CEE,902722
ACC,210871
AEC,370195
CEE,267858
CAE,328536
BDC,212615
BDD,458113
ADC,165468
EDC,781092
BBB,792418
DDB,47880
ECC,444808
BAA,965668
CED,733482
CCA,375040
EEB,360737
EEC,534297
BDE,44046
DBE,162327
ECE,563916
CAD,453077
AAD,381427
EAE,120632
CAC,727152
DCC,558165
CDC,577058
ADC,230816
AEA,342929
ADB,134832
ECA,214742
CAC,627421
ABC,560842
DBC,15995
AAD,205964
DEC,543653
EAE,426857
BBC,717503
ACC,140407
ABD,59586
EAA,163330
AEE,478599
EED,564447
EBA,605132
BAA,464745
BBC,117113
CCD,893991
CCB,965627
CEE,774576
DBB,474525
CEA,22210
ACE,135594
ACB,28063
BBD,602114
ADC,488313
EBC,712286
CDE,242533
BDB,202673
BCD,105143
EAA,72798
BEB,717722
EED,9061
EAA,169350
ABB,915506
BDC,43195
BEC,637444
CBC,774454
BAA,53742
EEE,194209
ECA,549191
EAE,244099
EBA,316547
CDC,737663
AEA,483238
DAA,539842
CBA,551145
BCD,844208
DDA,941696
ACE,902656
BED,550647
ECA,764171
EAD,624942
CCD,516681
BAA,123375
EAA,655736
ECC,527370
EAE,880713
ABE,985826
BBE,602839
DAB,308530
AAC,25425
EDD,181719
EBC,606572
EBB,812415
ABA,928985
CCE,644318
DAB,459206
EAB,524909
DAB,588966
CBA,103216
ACE,868795
CBB,569642
CCC,326955
DEE,749227
EAD,293007
DBD,116962
AEC,15759
BDE,153307
BDB,720421
BBC,604755
EEA,594411
ADA,215785
CAD,616920
DDC,888906
DCA,759143
EDD,287556
DBB,441401
DBC,800036
CBA,236837
DDD,443864
BCE,75632
ADE,774042
BDC,459307
CBC,288827
CAB,178692
CEA,514681
BED,933282
CEA,655326
ABD,732265
BEC,675625
BAD,824328
BAB,143558
ABE,464364
ECC,842753
BDA,516059
ACB,77814
ACB,519831
CAA,808688
DBE,148454
DDA,780984
DDD,707409
EBC,375388
BAD,184929
DDE,689741
ACE,459133
DDA,760332
DEA,670230
CBA,771656
AAD,61608
AEB,569197
BBB,436157
BCD,263315
CDD,289078
DAE,171810
DEE,880779
EBD,337434
DCA,638887
EDC,371651
CEB,350470
BBC,167882
DEE,144457
