airport_code,sequence_number
DBA,622455
DED,308389
DAD,470889
ECA,754549
DAC,245847
DDC,803969
EEB,769755
BAD,900883
DCE,889140
AEC,318264
AEB,787729
DDC,45751
ADA,275786
ECE,837023
EAB,102651
BAE,84177
BBD,788253
CAA,613811
EAD,478722
EDE,268464
DDA,439528
CAC,644164
BAE,93312
BAA,640109
EBC,395211
EBA,846496
EED,224131
EBE,568606
BBA,448406
EEB,476384
ACC,222527
CAE,64679
DEB,612251
DBD,698902
EAB,522975
CBC,907256
DDD,528159
EEA,893962
CAB,426879
BAE,114632
EDE,833530
DBA,994776
ABC,319269
DAD,353802
CEC,674011
EAE,160343
CCD,364357
AEB,423967
AAD,307716
EAA,625539
CCB,772358
EDB,853129
AEE,208747
BED,821002
ABD,672580
BCE,699134
BBD,692578
ACD,448529
DCB,874458
DEB,966200
BBD,70582
EDA,464128
AEB,739690
CEC,613798
ECE,457109
EBB,340753
BDD,457884
EEA,394080
DCE,98807
BDB,795652
EED,202854
ABA,377094
DCC,470439
CAC,592434
DDA,438952
BCB,504679
BED,505419
DDC,193980
CDB,527646
EEC,431429
CCC,843737
EBE,401088
DDE,409553
DAD,231990
EDB,770016
CDB,502035
CAC,839091
ECC,154776
CCA,977516
DBE,961090
ADB,117429
DEB,928231
BCB,623061
BBE,743279
DBD,877869
DAA,857558
DAB,379425
ECC,443941
CCC,835448
BCA,183376
CCC,514314
CEC,612209
EDE,714690
BDC,839295
CAE,760296
BBB,659176
ABB,986595
CDE,454776
BBB,727900
EEE,858931
AAB,698998
EDD,494383
CAD,758515
CCA,106243
CDE,712061
EAE,110513
ECC,845323
DEE,307473
BBE,491063
AED,594301
BDE,893193
CEA,199831
EBA,32044
EEA,135795
AAE,943295
BCE,866222
EDD,195534
CDA,291931
ECB,429525
AAA,67122
ACD,631951
ADA,693991
DCD,806299
BCD,42563
AAC,250546
CAA,303096
BDA,949083
BAD,572048
BCC,315294
ACA,44795
CBC,625851
CDD,946163
ABA,462411
ACD,802380
AAA,683796
DDC,79104
EDE,388929
BBA,494333
DCD,352096
EED,827090
BCA,742138
DAD,554251
DBE,856575
EAD,691617
BDC,81819
EAA,815481
CAC,115652
ABE,409854
ECA,234418
ADB,620921
ECC,800457
AEC,474101
BCA,388081
EAE,215640
BDB,370210
BCC,775181
ACC,583456
CBB,306703
ACB,412564
CED,414944
