airport_code,sequence_number
ECC,843727
ABB,224009
BEE,858042
BAD,185415
CBC,561823
CEC,409831
CEB,120099
AEC,46991
CDA,741814
ABA,902139
EAC,485632
BDD,969432
ADE,523466
CCE,339060
EEB,692326
CEB,884
BEE,31535
EAD,301583
EEE,714818
DDC,494428
BAE,990982
CBB,453929
BCD,5431
AEA,304297
EEC,827392
BDE,546411
AEC,874081
ECE,264452
CBC,26601
DDE,977382
DBC,318644
EEB,175272
DCA,68528
BBA,729806
AAA,713795
BEB,638374
AED,690574
ADA,45791
ECD,105039
EEB,207347
EED,706573
EAD,907998
EDB,572327
EDB,584815
AAA,903543
BAC,691447
DEA,717482
DCD,52507
DCE,644567
AEB,761009
DDE,332255
BEC,814483
EBD,134905
DDE,901510
EEE,318136
CDC,352852
CEC,885335
ABD,186856
BCC,247636
CEA,385486
DCA,1338
DBD,479012
ADE,966134
ADC,324428
DEB,240434
ACC,616642
DED,620932
BCB,516658
CDA,470760
AEA,344988
EDB,195301
EEA,362970
CBE,912405
DBB,584761
CAB,953073
DEE,711880
AAB,985643
CCD,451934
ADB,594012
BAE,552405
BAC,569640
CBE,490673
EAA,484836
ECD,743535
DCC,775345
EDD,383246
ADD,34280
EDA,157590
CEC,393840
BAD,465926
BAB,87662
DDA,153870
AED,514460
ABD,502147
CEB,491217
ACD,214762
BCC,762400
CDA,401118
EDD,370635
EDD,16725
ACA,183309
ABE,406101
EDC,253908
BEB,370986
BBC,427726
ACD,472363
CAD,331484
BAC,967320
DCE,80096
CCB,922542
ECC,293787
BDE,70591
ABB,123288
BDC,559190
DEB,28215
EBB,846887
EBC,935843
CEB,165948
EEE,379293
BDA,160585
ADA,902380
DEA,527063
BBC,825593
AEA,511570
CDE,957404
ECE,38468
DAA,373885
CED,377894
ECC,844303
CAB,840564
ECB,641135
ADB,416121
DAC,172918
DCE,497107
ECA,245226
CAE,247587
DBB,949471
DAD,944828
CDD,496745
BCB,665832
ACA,261510
DBC,565557
BBB,330064
ACD,338504
AAD,426355
CDE,829636
ACD,496385
BEC,350754
EAA,862622
ADD,389653
DAB,358885
CAC,912861
ADE,674997
ECD,518879
BBB,677789
BAA,646493
BAA,663424
EAA,674021
EDE,359043
EEE,813077
DEC,760135
ABD,689139
CEC,282803
EDB,402059
DBA,51008
EBB,731768
BED,401606
AAE,76135
CBB,874747
BCD,982911
CED,712936
CAA,879311
CCB,864310
AAC,708455
ECD,849625
EBC,170593
CAB,313550
BCE,700792
DBB,207749
BEC,536531
DCD,982299
DBB,532784
BEC,307760
BEA,309083
BCC,682014
EAE,536046
CEE,678394
BAB,307682
