airport_code,sequence_number
EDB,716556
CAD,979164
DAA,348132
ADB,733926
BAD,158701
BAE,228716
CDE,100184
DBB,70165
EEC,20111
EAD,432889
CDD,808929
BED,37904
EBD,757876
EBE,366435
CCC,206086
ADA,644346
DBC,819776
DEC,52389
AAB,858174
CDC,476792
BBD,692424
EDE,637463
ECE,50569
ABE,575214
DDD,279850
CEA,779997
CEB,123353
ACE,855518
CEB,728289
DEC,118233
BBB,274437
CDB,776169
CAC,526262
CAE,921510
BEA,986019
CDE,433096
EEB,207780
EAC,699111
CEA,438740
ACC,474751
BDC,477016
ADA,883278
ABD,117849
BAA,365153
AEE,971907
ACB,550103
DEB,656527
ADA,607287
BBE,204360
BAA,656193
EEC,300617
AAC,684537
EDA,466340
DCA,182025
EEA,28849
ECC,93549
EEA,914806
DAE,165983
DCB,673367
AAA,382411
AED,708585
ABD,351115
AAD,174879
EBA,690485
EED,427931
EDE,282954
BBD,159196
EEE,288210
BED,316354
EDC,617620
DEB,29241
CBC,88317
EDC,163164
BAB,115423
ACB,760255
CAA,801179
DEB,542895
ACC,58707
DDC,136382
CDA,65986
EBE,133488
EBD,681365
ACE,43272
CCC,852682
EAB,495687
BAB,894768
AEB,67020
CBD,851743
BED,829710
CAB,795629
DDB,327001
EBD,286693
DBE,665557
ACC,509711
DBD,387917
BAD,495598
CDC,311615
BDE,420470
DAC,713446
BCD,174849
DCA,653559
AAB,768700
BCE,716134
CCE,398796
BAA,831616
DDE,831786
ADC,895093
CBE,986317
CBD,637533
ADD,48387
CED,341691
DAB,208656
DCE,173550
DCB,649845
DEA,127690
AEC,488633
ADC,79351
BBB,328102
BCD,486867
BBC,416490
ACE,972740
CAD,721726
CCE,651822
DCA,596559
CDA,12173
EEA,201292
CEB,243822
CBD,384543
ABA,714169
EED,213376
EBD,227898
CEC,372892
CDB,454974
EBB,911915
BAE,501465
ADE,308864
EAE,110629
EDC,568982
ACA,606914
ABD,747417
BDC,140662
ACD,712705
ACD,46040
EED,464602
CED,240002
CAC,568498
ADD,540048
AAE,771113
CBA,892279
DEE,464963
EDD,668855
ECB,348131
CDA,811272
ECE,655092
BCA,226302
BEB,251453
CCA,8711
BEA,308867
ECC,118348
ECA,329407
EEB,85509
BCB,371139
CCD,389819
ACB,829162
ADE,958941
BAE,950075
DDB,51900
CEA,63948
DDA,686558
CEA,644466
CDA,500314
ABB,895937
BBE,915892
EBB,578900
BDD,314716
DDD,574837
DBD,108078
DBB,797525
ECD,115529
DAC,125024
CDC,978569
CDB,498512
EEA,375293
EDB,90340
EBE,309652
CDA,64791
BDE,977509
ACA,697719
BEE,798363
EDD,661200
AEC,784525
EDB,343297
ADB,792208
ECD,518590
BBC,874378
AEC,2094
BAB,55543
CAC,194194
CDB,896115
ABC,482821
AEE,501228
EDE,619847
EDC,852958
AAB,554450
CBB,301078
ECB,829558
DCA,935230
DDA,391801
BDC,278841
EBB,669931
DDE,426174
ACC,751666
AAE,163801
ADE,181642
DDC,180119
ECD,669273
DEA,187614
DDB,686467
AEB,529392
DDE,870382
EBB,526091
DBA,289190
ADC,86954
ADA,749395
ADE,716545
CDE,482097
ADB,948452
ABA,854017
BAB,244050
BAB,810465
ECD,707608
EDB,776667
CBE,290549
BDC,861785
DBB,59992
DAB,839229
EDB,639746
CEA,342724
DEB,865034
CDA,17426
DBE,507527
CAB,952821
EAD,952846
ABA,309968
ABC,6114
BAC,322368
ECD,318860
ACB,754898
EDE,670608
EDC,648501
ADD,92985
ABE,353731
CAE,918506
CBA,892928
EBD,160051
EAB,668797
AED,765121
AEC,26826
CEB,902647
AAD,318785
AEB,546198
EDD,699478
EDC,496401
BBA,268097
CCA,568655
EEE,31679
EDE,236847
DEA,923056
ABE,397029
BDD,288696
DEC,827087
EBE,688153
DAC,627732
DEE,96031
DEC,543059
BCD,648146
ACC,200118
BEC,264852
DBD,339409
DAA,628741
EAA,666151
BBD,837289
ABC,988741
AAA,212249
CBA,884658
ABE,911907
AEA,179946
EAE,556283
ADB,933245
EED,271595
BEA,817103
DAB,197971
DEC,244816
CAB,198019
AAE,921531
AAD,882539
CDB,428842
BAE,627081
EDC,950827
BAB,289467
BDB,213225
ECA,766055
EBD,291901
BAD,386543
EAB,964810
AAC,844097
DAB,81580
CBC,943651
DEC,202697
CAC,356048
EAA,148690
CCA,253130
DDD,443571
DEA,336282
EBD,168625
CDB,689163
DDC,679234
EAC,658488
ABE,904181
EBC,972269
BDA,56466
CAB,203511
AED,739256
EEC,276966
CAE,146482
BDD,992372
DDE,890735
BEC,522132
ECA,692461
BAD,586103
CBE,757505
DBC,274112
CEE,758799
DBD,483382
ABE,511899
ACC,971678
BEA,341775
EAA,536604
DDC,175847
BDD,914109
EAB,825444
EAB,402077
CCC,844697
CDA,797885
EBE,499415
CED,313769
EDC,504927
DCE,357991
CAA,105302
DDA,227281
DBE,904288
DBE,131288
DBA,455129
ABD,682823
CED,501549
EDB,665485
BAA,602624
CBB,599858
DED,617334
BAD,26622
BCA,408913
BED,567452
CEE,703074
CCE,636704
ACA,913065
CBE,178128
ECD,124087
DEB,211643
CEB,902988
CEE,525802
BEC,363255
EAE,951034
CCA,550631
ADD,359608
EDD,718273
BDA,904176
BED,847057
DCB,503635
BCC,48285
DBA,432384
EDD,13407
BED,548446
CBA,500822
BBA,613776
AAE,352334
ACD,437161
CBC,96844
DCB,169234
EBC,283235
EAA,351218
ECC,7150
BBC,495321
BBC,433903
ABB,634300
ADB,420741
DCA,531469
ADC,837455
BEA,795495
BDB,836037
DCA,784683
EDB,772634
CBA,653508
CAD,769275
EEE,948263
BEA,708831
ADE,83294
CBD,2860
CAC,458749
BEA,447140
AAC,66856
BAB,384425
CDD,43882
ECD,475939
ECC,81798
BBA,44775
BCC,806945
CAE,554799
CDE,412395
AAC,723544
CCE,969811
BEA,307895
EEA,8937
