airport_code,sequence_number
EDE,522352
DAE,781556
CCD,595317
EEA,568003
BAC,801684
CEC,483523
CBD,988707
ADA,729875
BDB,37644
ABE,18780
ABE,841800
ABC,158303
BED,231765
CAE,2155
DCC,164987
EDC,195802
DBE,181154
CAB,676756
CDB,29764
CCB,367682
DDE,460814
BDE,866582
ABD,325988
CAA,629970
AAA,133624
EAA,695917
EEE,595230
EAA,234459
CAA,812406
CED,925497
BAD,93930
EDE,14059
EBE,679611
BEA,355673
EEC,477900
AAD,679870
DCE,614110
EEA,68201
DBC,960335
CCB,416748
EAE,846610
BBB,285809
BAD,115979
BDA,765447
EDE,718557
ADB,402360
AEA,318501
BEC,196565
BCD,316663
BCC,231690
CDD,87011
BEA,22222
DBE,607584
BED,508371
CEB,739662
CCE,576620
EBA,965126
CDE,124561
ECC,132389
EAD,591782
DDC,140570
ABC,717881
BBE,506479
AAA,418848
ABB,264335
AEB,316371
DEA,780800
BEC,629796
BAB,351559
EEB,837573
CBD,316391
EBC,544189
DEC,992081
ADC,398943
EAB,130847
ECE,431984
AAD,850520
ACE,29499
BBA,281022
BCB,332350
AAE,720338
DCE,498423
EDC,716660
AAD,754074
BEA,684509
EDB,460527
ECE,26381
ADE,679463
BBB,231487
ABA,876835
EBD,377302
CBE,607225
BAA,809445
BCD,176277
DBD,357107
DBD,164768
CCD,92209
DAD,396926
EEA,668132
CED,515516
DAB,50923
ABB,330985
CAB,346807
BBB,441248
CBC,708948
DEB,448608
CBC,926221
ACE,290919
BED,211147
CDA,878854
EBC,873899
AEB,892413
DDD,506483
ECD,899693
ACB,2320
CEC,471315
DAD,405041
ABD,990476
BAA,313215
ECA,960397
BCC,61220
EAA,248842
ADE,818063
DEA,329192
EDE,618259
CAD,405692
CDC,879877
ABE,902259
CAE,385096
BAB,836909
BCB,436056
EAD,516312
BCC,380683
AAD,292199
EED,407058
CDB,919384
DAB,50210
DEC,725644
BEE,19338
CEE,886108
BBE,993478
CEA,340804
BDE,500256
ABC,551387
ADA,568015
DCE,943170
CBC,162355
EDE,188238
ABE,862512
EAC,810784
DEB,922687
CAA,648015
EBB,133068
BCB,993375
DEC,915586
DBE,734659
DBC,243770
CDA,857883
AED,935365
DCD,786524
ADC,441486
AEC,971545
ACA,662495
BEE,844321
CCB,808166
BCB,671750
CAE,142129
BDD,239350
DDD,373804
EAC,198851
CAD,840346
EAA,720762
EAE,594363
ABA,800446
CCA,723830
CAD,257606
ABA,715326
BEE,558447
ECB,785964
ABA,594228
ACC,315333
ECA,670732
EED,360972
DCD,588269
CDD,883988
DCA,914541
BED,319294
BBE,141856
DBD,866710
EDE,901714
BAD,591462
CEE,625848
AEA,956401
BEE,297843
EDD,72236
CAB,382190
DCC,104041
BDB,250426
DED,951088
ECB,89611
CCA,658816
CDB,181558
BCD,594850
EED,586148
CDA,399517
BBA,777436
EEA,504272
DCE,208753
BBE,528180
EDD,290901
CDB,996109
DCA,360431
BDD,415606
ADE,906398
AEC,700383
EBC,874279
BAB,910208
BAD,441304
